element,source_recipe_dir,source_filename,kind,library_family,library_name,cfour_name,label_suffix,cfour_label,status,note,cfour_file
S,recipes/S/ccECP,S.aug-cc-pV5Z.gamess,basis,ccECP,aug-cc-pV5Z,aug-cc-pV5Z-ccECP,-ccECP,S:aug-cc-pV5Z-ccECP,PASS,source library name retained as the label stem; declared disambiguating suffix '-ccECP' appended: aug-cc-pV5Z -> aug-cc-pV5Z-ccECP,by_element/S/S.aug-cc-pV5Z.cfour
S,recipes/S/ccECP,S.aug-cc-pV6Z.gamess,basis,ccECP,aug-cc-pV6Z,aug-cc-pV6Z-ccECP,-ccECP,S:aug-cc-pV6Z-ccECP,PASS,source library name retained as the label stem; declared disambiguating suffix '-ccECP' appended: aug-cc-pV6Z -> aug-cc-pV6Z-ccECP,by_element/S/S.aug-cc-pV6Z.cfour
S,recipes/S/ccECP,S.aug-cc-pVDZ.gamess,basis,ccECP,aug-cc-pVDZ,aug-cc-pVDZ-ccECP,-ccECP,S:aug-cc-pVDZ-ccECP,PASS,source library name retained as the label stem; declared disambiguating suffix '-ccECP' appended: aug-cc-pVDZ -> aug-cc-pVDZ-ccECP,by_element/S/S.aug-cc-pVDZ.cfour
S,recipes/S/ccECP,S.aug-cc-pVQZ.gamess,basis,ccECP,aug-cc-pVQZ,aug-cc-pVQZ-ccECP,-ccECP,S:aug-cc-pVQZ-ccECP,PASS,source library name retained as the label stem; declared disambiguating suffix '-ccECP' appended: aug-cc-pVQZ -> aug-cc-pVQZ-ccECP,by_element/S/S.aug-cc-pVQZ.cfour
S,recipes/S/ccECP,S.aug-cc-pVTZ.gamess,basis,ccECP,aug-cc-pVTZ,aug-cc-pVTZ-ccECP,-ccECP,S:aug-cc-pVTZ-ccECP,PASS,source library name retained as the label stem; declared disambiguating suffix '-ccECP' appended: aug-cc-pVTZ -> aug-cc-pVTZ-ccECP,by_element/S/S.aug-cc-pVTZ.cfour
S,recipes/S/ccECP,S.cc-pV5Z.gamess,basis,ccECP,cc-pV5Z,cc-pV5Z-ccECP,-ccECP,S:cc-pV5Z-ccECP,PASS,source library name retained as the label stem; declared disambiguating suffix '-ccECP' appended: cc-pV5Z -> cc-pV5Z-ccECP,by_element/S/S.cc-pV5Z.cfour
S,recipes/S/ccECP,S.cc-pV6Z.gamess,basis,ccECP,cc-pV6Z,cc-pV6Z-ccECP,-ccECP,S:cc-pV6Z-ccECP,PASS,source library name retained as the label stem; declared disambiguating suffix '-ccECP' appended: cc-pV6Z -> cc-pV6Z-ccECP,by_element/S/S.cc-pV6Z.cfour
S,recipes/S/ccECP,S.cc-pVDZ.gamess,basis,ccECP,cc-pVDZ,cc-pVDZ-ccECP,-ccECP,S:cc-pVDZ-ccECP,PASS,source library name retained as the label stem; declared disambiguating suffix '-ccECP' appended: cc-pVDZ -> cc-pVDZ-ccECP,by_element/S/S.cc-pVDZ.cfour
S,recipes/S/ccECP,S.cc-pVQZ.gamess,basis,ccECP,cc-pVQZ,cc-pVQZ-ccECP,-ccECP,S:cc-pVQZ-ccECP,PASS,source library name retained as the label stem; declared disambiguating suffix '-ccECP' appended: cc-pVQZ -> cc-pVQZ-ccECP,by_element/S/S.cc-pVQZ.cfour
S,recipes/S/ccECP,S.cc-pVTZ.gamess,basis,ccECP,cc-pVTZ,cc-pVTZ-ccECP,-ccECP,S:cc-pVTZ-ccECP,PASS,source library name retained as the label stem; declared disambiguating suffix '-ccECP' appended: cc-pVTZ -> cc-pVTZ-ccECP,by_element/S/S.cc-pVTZ.cfour
Sb,recipes/Sb/ccECP,Sb.aug-cc-pV5Z.gamess,basis,ccECP,aug-cc-pV5Z,aug-cc-pV5Z-ccECP,-ccECP,Sb:aug-cc-pV5Z-ccECP,PASS,source library name retained as the label stem; declared disambiguating suffix '-ccECP' appended: aug-cc-pV5Z -> aug-cc-pV5Z-ccECP,by_element/Sb/Sb.aug-cc-pV5Z.cfour
Sb,recipes/Sb/ccECP,Sb.aug-cc-pV6Z.gamess,basis,ccECP,aug-cc-pV6Z,aug-cc-pV6Z-ccECP,-ccECP,Sb:aug-cc-pV6Z-ccECP,PASS,source library name retained as the label stem; declared disambiguating suffix '-ccECP' appended: aug-cc-pV6Z -> aug-cc-pV6Z-ccECP,by_element/Sb/Sb.aug-cc-pV6Z.cfour
Sb,recipes/Sb/ccECP,Sb.aug-cc-pVDZ.gamess,basis,ccECP,aug-cc-pVDZ,aug-cc-pVDZ-ccECP,-ccECP,Sb:aug-cc-pVDZ-ccECP,PASS,source library name retained as the label stem; declared disambiguating suffix '-ccECP' appended: aug-cc-pVDZ -> aug-cc-pVDZ-ccECP,by_element/Sb/Sb.aug-cc-pVDZ.cfour
Sb,recipes/Sb/ccECP,Sb.aug-cc-pVQZ.gamess,basis,ccECP,aug-cc-pVQZ,aug-cc-pVQZ-ccECP,-ccECP,Sb:aug-cc-pVQZ-ccECP,PASS,source library name retained as the label stem; declared disambiguating suffix '-ccECP' appended: aug-cc-pVQZ -> aug-cc-pVQZ-ccECP,by_element/Sb/Sb.aug-cc-pVQZ.cfour
Sb,recipes/Sb/ccECP,Sb.aug-cc-pVTZ.gamess,basis,ccECP,aug-cc-pVTZ,aug-cc-pVTZ-ccECP,-ccECP,Sb:aug-cc-pVTZ-ccECP,PASS,source library name retained as the label stem; declared disambiguating suffix '-ccECP' appended: aug-cc-pVTZ -> aug-cc-pVTZ-ccECP,by_element/Sb/Sb.aug-cc-pVTZ.cfour
Sb,recipes/Sb/ccECP,Sb.cc-pV5Z.gamess,basis,ccECP,cc-pV5Z,cc-pV5Z-ccECP,-ccECP,Sb:cc-pV5Z-ccECP,PASS,source library name retained as the label stem; declared disambiguating suffix '-ccECP' appended: cc-pV5Z -> cc-pV5Z-ccECP,by_element/Sb/Sb.cc-pV5Z.cfour
Sb,recipes/Sb/ccECP,Sb.cc-pV6Z.gamess,basis,ccECP,cc-pV6Z,cc-pV6Z-ccECP,-ccECP,Sb:cc-pV6Z-ccECP,PASS,source library name retained as the label stem; declared disambiguating suffix '-ccECP' appended: cc-pV6Z -> cc-pV6Z-ccECP,by_element/Sb/Sb.cc-pV6Z.cfour
Sb,recipes/Sb/ccECP,Sb.cc-pVDZ.gamess,basis,ccECP,cc-pVDZ,cc-pVDZ-ccECP,-ccECP,Sb:cc-pVDZ-ccECP,PASS,source library name retained as the label stem; declared disambiguating suffix '-ccECP' appended: cc-pVDZ -> cc-pVDZ-ccECP,by_element/Sb/Sb.cc-pVDZ.cfour
Sb,recipes/Sb/ccECP,Sb.cc-pVQZ.gamess,basis,ccECP,cc-pVQZ,cc-pVQZ-ccECP,-ccECP,Sb:cc-pVQZ-ccECP,PASS,source library name retained as the label stem; declared disambiguating suffix '-ccECP' appended: cc-pVQZ -> cc-pVQZ-ccECP,by_element/Sb/Sb.cc-pVQZ.cfour
Sb,recipes/Sb/ccECP,Sb.cc-pVTZ.gamess,basis,ccECP,cc-pVTZ,cc-pVTZ-ccECP,-ccECP,Sb:cc-pVTZ-ccECP,PASS,source library name retained as the label stem; declared disambiguating suffix '-ccECP' appended: cc-pVTZ -> cc-pVTZ-ccECP,by_element/Sb/Sb.cc-pVTZ.cfour
Sc,recipes/Sc/ccECP,Sc.aug-cc-pCV5Z.gamess,basis,ccECP,aug-cc-pCV5Z,aug-cc-pCV5Z-ccECP,-ccECP,Sc:aug-cc-pCV5Z-ccECP,PASS,source library name retained as the label stem; declared disambiguating suffix '-ccECP' appended: aug-cc-pCV5Z -> aug-cc-pCV5Z-ccECP,by_element/Sc/Sc.aug-cc-pCV5Z.cfour
Sc,recipes/Sc/ccECP,Sc.aug-cc-pCVDZ.gamess,basis,ccECP,aug-cc-pCVDZ,aug-cc-pCVDZ-ccECP,-ccECP,Sc:aug-cc-pCVDZ-ccECP,PASS,source library name retained as the label stem; declared disambiguating suffix '-ccECP' appended: aug-cc-pCVDZ -> aug-cc-pCVDZ-ccECP,by_element/Sc/Sc.aug-cc-pCVDZ.cfour
Sc,recipes/Sc/ccECP,Sc.aug-cc-pCVQZ.gamess,basis,ccECP,aug-cc-pCVQZ,aug-cc-pCVQZ-ccECP,-ccECP,Sc:aug-cc-pCVQZ-ccECP,PASS,source library name retained as the label stem; declared disambiguating suffix '-ccECP' appended: aug-cc-pCVQZ -> aug-cc-pCVQZ-ccECP,by_element/Sc/Sc.aug-cc-pCVQZ.cfour
Sc,recipes/Sc/ccECP,Sc.aug-cc-pCVTZ.gamess,basis,ccECP,aug-cc-pCVTZ,aug-cc-pCVTZ-ccECP,-ccECP,Sc:aug-cc-pCVTZ-ccECP,PASS,source library name retained as the label stem; declared disambiguating suffix '-ccECP' appended: aug-cc-pCVTZ -> aug-cc-pCVTZ-ccECP,by_element/Sc/Sc.aug-cc-pCVTZ.cfour
Sc,recipes/Sc/ccECP,Sc.aug-cc-pV5Z.gamess,basis,ccECP,aug-cc-pV5Z,aug-cc-pV5Z-ccECP,-ccECP,Sc:aug-cc-pV5Z-ccECP,PASS,source library name retained as the label stem; declared disambiguating suffix '-ccECP' appended: aug-cc-pV5Z -> aug-cc-pV5Z-ccECP,by_element/Sc/Sc.aug-cc-pV5Z.cfour
Sc,recipes/Sc/ccECP,Sc.aug-cc-pVDZ.gamess,basis,ccECP,aug-cc-pVDZ,aug-cc-pVDZ-ccECP,-ccECP,Sc:aug-cc-pVDZ-ccECP,PASS,source library name retained as the label stem; declared disambiguating suffix '-ccECP' appended: aug-cc-pVDZ -> aug-cc-pVDZ-ccECP,by_element/Sc/Sc.aug-cc-pVDZ.cfour
Sc,recipes/Sc/ccECP,Sc.aug-cc-pVQZ.gamess,basis,ccECP,aug-cc-pVQZ,aug-cc-pVQZ-ccECP,-ccECP,Sc:aug-cc-pVQZ-ccECP,PASS,source library name retained as the label stem; declared disambiguating suffix '-ccECP' appended: aug-cc-pVQZ -> aug-cc-pVQZ-ccECP,by_element/Sc/Sc.aug-cc-pVQZ.cfour
Sc,recipes/Sc/ccECP,Sc.aug-cc-pVTZ.gamess,basis,ccECP,aug-cc-pVTZ,aug-cc-pVTZ-ccECP,-ccECP,Sc:aug-cc-pVTZ-ccECP,PASS,source library name retained as the label stem; declared disambiguating suffix '-ccECP' appended: aug-cc-pVTZ -> aug-cc-pVTZ-ccECP,by_element/Sc/Sc.aug-cc-pVTZ.cfour
Sc,recipes/Sc/ccECP,Sc.cc-pCV5Z.gamess,basis,ccECP,cc-pCV5Z,cc-pCV5Z-ccECP,-ccECP,Sc:cc-pCV5Z-ccECP,PASS,source library name retained as the label stem; declared disambiguating suffix '-ccECP' appended: cc-pCV5Z -> cc-pCV5Z-ccECP,by_element/Sc/Sc.cc-pCV5Z.cfour
Sc,recipes/Sc/ccECP,Sc.cc-pCVDZ.gamess,basis,ccECP,cc-pCVDZ,cc-pCVDZ-ccECP,-ccECP,Sc:cc-pCVDZ-ccECP,PASS,source library name retained as the label stem; declared disambiguating suffix '-ccECP' appended: cc-pCVDZ -> cc-pCVDZ-ccECP,by_element/Sc/Sc.cc-pCVDZ.cfour
Sc,recipes/Sc/ccECP,Sc.cc-pCVQZ.gamess,basis,ccECP,cc-pCVQZ,cc-pCVQZ-ccECP,-ccECP,Sc:cc-pCVQZ-ccECP,PASS,source library name retained as the label stem; declared disambiguating suffix '-ccECP' appended: cc-pCVQZ -> cc-pCVQZ-ccECP,by_element/Sc/Sc.cc-pCVQZ.cfour
Sc,recipes/Sc/ccECP,Sc.cc-pCVTZ.gamess,basis,ccECP,cc-pCVTZ,cc-pCVTZ-ccECP,-ccECP,Sc:cc-pCVTZ-ccECP,PASS,source library name retained as the label stem; declared disambiguating suffix '-ccECP' appended: cc-pCVTZ -> cc-pCVTZ-ccECP,by_element/Sc/Sc.cc-pCVTZ.cfour
Sc,recipes/Sc/ccECP,Sc.cc-pV5Z.gamess,basis,ccECP,cc-pV5Z,cc-pV5Z-ccECP,-ccECP,Sc:cc-pV5Z-ccECP,PASS,source library name retained as the label stem; declared disambiguating suffix '-ccECP' appended: cc-pV5Z -> cc-pV5Z-ccECP,by_element/Sc/Sc.cc-pV5Z.cfour
Sc,recipes/Sc/ccECP,Sc.cc-pVDZ.gamess,basis,ccECP,cc-pVDZ,cc-pVDZ-ccECP,-ccECP,Sc:cc-pVDZ-ccECP,PASS,source library name retained as the label stem; declared disambiguating suffix '-ccECP' appended: cc-pVDZ -> cc-pVDZ-ccECP,by_element/Sc/Sc.cc-pVDZ.cfour
Sc,recipes/Sc/ccECP,Sc.cc-pVQZ.gamess,basis,ccECP,cc-pVQZ,cc-pVQZ-ccECP,-ccECP,Sc:cc-pVQZ-ccECP,PASS,source library name retained as the label stem; declared disambiguating suffix '-ccECP' appended: cc-pVQZ -> cc-pVQZ-ccECP,by_element/Sc/Sc.cc-pVQZ.cfour
Sc,recipes/Sc/ccECP,Sc.cc-pVTZ.gamess,basis,ccECP,cc-pVTZ,cc-pVTZ-ccECP,-ccECP,Sc:cc-pVTZ-ccECP,PASS,source library name retained as the label stem; declared disambiguating suffix '-ccECP' appended: cc-pVTZ -> cc-pVTZ-ccECP,by_element/Sc/Sc.cc-pVTZ.cfour
Se,recipes/Se/ccECP,Se.aug-cc-pV5Z.gamess,basis,ccECP,aug-cc-pV5Z,aug-cc-pV5Z-ccECP,-ccECP,Se:aug-cc-pV5Z-ccECP,PASS,source library name retained as the label stem; declared disambiguating suffix '-ccECP' appended: aug-cc-pV5Z -> aug-cc-pV5Z-ccECP,by_element/Se/Se.aug-cc-pV5Z.cfour
Se,recipes/Se/ccECP,Se.aug-cc-pV6Z.gamess,basis,ccECP,aug-cc-pV6Z,aug-cc-pV6Z-ccECP,-ccECP,Se:aug-cc-pV6Z-ccECP,PASS,source library name retained as the label stem; declared disambiguating suffix '-ccECP' appended: aug-cc-pV6Z -> aug-cc-pV6Z-ccECP,by_element/Se/Se.aug-cc-pV6Z.cfour
Se,recipes/Se/ccECP,Se.aug-cc-pVDZ.gamess,basis,ccECP,aug-cc-pVDZ,aug-cc-pVDZ-ccECP,-ccECP,Se:aug-cc-pVDZ-ccECP,PASS,source library name retained as the label stem; declared disambiguating suffix '-ccECP' appended: aug-cc-pVDZ -> aug-cc-pVDZ-ccECP,by_element/Se/Se.aug-cc-pVDZ.cfour
Se,recipes/Se/ccECP,Se.aug-cc-pVQZ.gamess,basis,ccECP,aug-cc-pVQZ,aug-cc-pVQZ-ccECP,-ccECP,Se:aug-cc-pVQZ-ccECP,PASS,source library name retained as the label stem; declared disambiguating suffix '-ccECP' appended: aug-cc-pVQZ -> aug-cc-pVQZ-ccECP,by_element/Se/Se.aug-cc-pVQZ.cfour
Se,recipes/Se/ccECP,Se.aug-cc-pVTZ.gamess,basis,ccECP,aug-cc-pVTZ,aug-cc-pVTZ-ccECP,-ccECP,Se:aug-cc-pVTZ-ccECP,PASS,source library name retained as the label stem; declared disambiguating suffix '-ccECP' appended: aug-cc-pVTZ -> aug-cc-pVTZ-ccECP,by_element/Se/Se.aug-cc-pVTZ.cfour
Se,recipes/Se/ccECP,Se.cc-pV5Z.gamess,basis,ccECP,cc-pV5Z,cc-pV5Z-ccECP,-ccECP,Se:cc-pV5Z-ccECP,PASS,source library name retained as the label stem; declared disambiguating suffix '-ccECP' appended: cc-pV5Z -> cc-pV5Z-ccECP,by_element/Se/Se.cc-pV5Z.cfour
Se,recipes/Se/ccECP,Se.cc-pV6Z.gamess,basis,ccECP,cc-pV6Z,cc-pV6Z-ccECP,-ccECP,Se:cc-pV6Z-ccECP,PASS,source library name retained as the label stem; declared disambiguating suffix '-ccECP' appended: cc-pV6Z -> cc-pV6Z-ccECP,by_element/Se/Se.cc-pV6Z.cfour
Se,recipes/Se/ccECP,Se.cc-pVDZ.gamess,basis,ccECP,cc-pVDZ,cc-pVDZ-ccECP,-ccECP,Se:cc-pVDZ-ccECP,PASS,source library name retained as the label stem; declared disambiguating suffix '-ccECP' appended: cc-pVDZ -> cc-pVDZ-ccECP,by_element/Se/Se.cc-pVDZ.cfour
Se,recipes/Se/ccECP,Se.cc-pVQZ.gamess,basis,ccECP,cc-pVQZ,cc-pVQZ-ccECP,-ccECP,Se:cc-pVQZ-ccECP,PASS,source library name retained as the label stem; declared disambiguating suffix '-ccECP' appended: cc-pVQZ -> cc-pVQZ-ccECP,by_element/Se/Se.cc-pVQZ.cfour
Se,recipes/Se/ccECP,Se.cc-pVTZ.gamess,basis,ccECP,cc-pVTZ,cc-pVTZ-ccECP,-ccECP,Se:cc-pVTZ-ccECP,PASS,source library name retained as the label stem; declared disambiguating suffix '-ccECP' appended: cc-pVTZ -> cc-pVTZ-ccECP,by_element/Se/Se.cc-pVTZ.cfour
Si,recipes/Si/ccECP,Si.aug-cc-pV5Z.gamess,basis,ccECP,aug-cc-pV5Z,aug-cc-pV5Z-ccECP,-ccECP,Si:aug-cc-pV5Z-ccECP,PASS,source library name retained as the label stem; declared disambiguating suffix '-ccECP' appended: aug-cc-pV5Z -> aug-cc-pV5Z-ccECP,by_element/Si/Si.aug-cc-pV5Z.cfour
Si,recipes/Si/ccECP,Si.aug-cc-pV6Z.gamess,basis,ccECP,aug-cc-pV6Z,aug-cc-pV6Z-ccECP,-ccECP,Si:aug-cc-pV6Z-ccECP,PASS,source library name retained as the label stem; declared disambiguating suffix '-ccECP' appended: aug-cc-pV6Z -> aug-cc-pV6Z-ccECP,by_element/Si/Si.aug-cc-pV6Z.cfour
Si,recipes/Si/ccECP,Si.aug-cc-pVDZ.gamess,basis,ccECP,aug-cc-pVDZ,aug-cc-pVDZ-ccECP,-ccECP,Si:aug-cc-pVDZ-ccECP,PASS,source library name retained as the label stem; declared disambiguating suffix '-ccECP' appended: aug-cc-pVDZ -> aug-cc-pVDZ-ccECP,by_element/Si/Si.aug-cc-pVDZ.cfour
Si,recipes/Si/ccECP,Si.aug-cc-pVQZ.gamess,basis,ccECP,aug-cc-pVQZ,aug-cc-pVQZ-ccECP,-ccECP,Si:aug-cc-pVQZ-ccECP,PASS,source library name retained as the label stem; declared disambiguating suffix '-ccECP' appended: aug-cc-pVQZ -> aug-cc-pVQZ-ccECP,by_element/Si/Si.aug-cc-pVQZ.cfour
Si,recipes/Si/ccECP,Si.aug-cc-pVTZ.gamess,basis,ccECP,aug-cc-pVTZ,aug-cc-pVTZ-ccECP,-ccECP,Si:aug-cc-pVTZ-ccECP,PASS,source library name retained as the label stem; declared disambiguating suffix '-ccECP' appended: aug-cc-pVTZ -> aug-cc-pVTZ-ccECP,by_element/Si/Si.aug-cc-pVTZ.cfour
Si,recipes/Si/ccECP,Si.cc-pV5Z.gamess,basis,ccECP,cc-pV5Z,cc-pV5Z-ccECP,-ccECP,Si:cc-pV5Z-ccECP,PASS,source library name retained as the label stem; declared disambiguating suffix '-ccECP' appended: cc-pV5Z -> cc-pV5Z-ccECP,by_element/Si/Si.cc-pV5Z.cfour
Si,recipes/Si/ccECP,Si.cc-pV6Z.gamess,basis,ccECP,cc-pV6Z,cc-pV6Z-ccECP,-ccECP,Si:cc-pV6Z-ccECP,PASS,source library name retained as the label stem; declared disambiguating suffix '-ccECP' appended: cc-pV6Z -> cc-pV6Z-ccECP,by_element/Si/Si.cc-pV6Z.cfour
Si,recipes/Si/ccECP,Si.cc-pVDZ.gamess,basis,ccECP,cc-pVDZ,cc-pVDZ-ccECP,-ccECP,Si:cc-pVDZ-ccECP,PASS,source library name retained as the label stem; declared disambiguating suffix '-ccECP' appended: cc-pVDZ -> cc-pVDZ-ccECP,by_element/Si/Si.cc-pVDZ.cfour
Si,recipes/Si/ccECP,Si.cc-pVQZ.gamess,basis,ccECP,cc-pVQZ,cc-pVQZ-ccECP,-ccECP,Si:cc-pVQZ-ccECP,PASS,source library name retained as the label stem; declared disambiguating suffix '-ccECP' appended: cc-pVQZ -> cc-pVQZ-ccECP,by_element/Si/Si.cc-pVQZ.cfour
Si,recipes/Si/ccECP,Si.cc-pVTZ.gamess,basis,ccECP,cc-pVTZ,cc-pVTZ-ccECP,-ccECP,Si:cc-pVTZ-ccECP,PASS,source library name retained as the label stem; declared disambiguating suffix '-ccECP' appended: cc-pVTZ -> cc-pVTZ-ccECP,by_element/Si/Si.cc-pVTZ.cfour
Sn,recipes/Sn/ccECP,Sn.aug-cc-pV5Z.gamess,basis,ccECP,aug-cc-pV5Z,aug-cc-pV5Z-ccECP,-ccECP,Sn:aug-cc-pV5Z-ccECP,PASS,source library name retained as the label stem; declared disambiguating suffix '-ccECP' appended: aug-cc-pV5Z -> aug-cc-pV5Z-ccECP,by_element/Sn/Sn.aug-cc-pV5Z.cfour
Sn,recipes/Sn/ccECP,Sn.aug-cc-pV6Z.gamess,basis,ccECP,aug-cc-pV6Z,aug-cc-pV6Z-ccECP,-ccECP,Sn:aug-cc-pV6Z-ccECP,PASS,source library name retained as the label stem; declared disambiguating suffix '-ccECP' appended: aug-cc-pV6Z -> aug-cc-pV6Z-ccECP,by_element/Sn/Sn.aug-cc-pV6Z.cfour
Sn,recipes/Sn/ccECP,Sn.aug-cc-pVDZ.gamess,basis,ccECP,aug-cc-pVDZ,aug-cc-pVDZ-ccECP,-ccECP,Sn:aug-cc-pVDZ-ccECP,PASS,source library name retained as the label stem; declared disambiguating suffix '-ccECP' appended: aug-cc-pVDZ -> aug-cc-pVDZ-ccECP,by_element/Sn/Sn.aug-cc-pVDZ.cfour
Sn,recipes/Sn/ccECP,Sn.aug-cc-pVQZ.gamess,basis,ccECP,aug-cc-pVQZ,aug-cc-pVQZ-ccECP,-ccECP,Sn:aug-cc-pVQZ-ccECP,PASS,source library name retained as the label stem; declared disambiguating suffix '-ccECP' appended: aug-cc-pVQZ -> aug-cc-pVQZ-ccECP,by_element/Sn/Sn.aug-cc-pVQZ.cfour
Sn,recipes/Sn/ccECP,Sn.aug-cc-pVTZ.gamess,basis,ccECP,aug-cc-pVTZ,aug-cc-pVTZ-ccECP,-ccECP,Sn:aug-cc-pVTZ-ccECP,PASS,source library name retained as the label stem; declared disambiguating suffix '-ccECP' appended: aug-cc-pVTZ -> aug-cc-pVTZ-ccECP,by_element/Sn/Sn.aug-cc-pVTZ.cfour
Sn,recipes/Sn/ccECP,Sn.cc-pV5Z.gamess,basis,ccECP,cc-pV5Z,cc-pV5Z-ccECP,-ccECP,Sn:cc-pV5Z-ccECP,PASS,source library name retained as the label stem; declared disambiguating suffix '-ccECP' appended: cc-pV5Z -> cc-pV5Z-ccECP,by_element/Sn/Sn.cc-pV5Z.cfour
Sn,recipes/Sn/ccECP,Sn.cc-pV6Z.gamess,basis,ccECP,cc-pV6Z,cc-pV6Z-ccECP,-ccECP,Sn:cc-pV6Z-ccECP,PASS,source library name retained as the label stem; declared disambiguating suffix '-ccECP' appended: cc-pV6Z -> cc-pV6Z-ccECP,by_element/Sn/Sn.cc-pV6Z.cfour
Sn,recipes/Sn/ccECP,Sn.cc-pVDZ.gamess,basis,ccECP,cc-pVDZ,cc-pVDZ-ccECP,-ccECP,Sn:cc-pVDZ-ccECP,PASS,source library name retained as the label stem; declared disambiguating suffix '-ccECP' appended: cc-pVDZ -> cc-pVDZ-ccECP,by_element/Sn/Sn.cc-pVDZ.cfour
Sn,recipes/Sn/ccECP,Sn.cc-pVQZ.gamess,basis,ccECP,cc-pVQZ,cc-pVQZ-ccECP,-ccECP,Sn:cc-pVQZ-ccECP,PASS,source library name retained as the label stem; declared disambiguating suffix '-ccECP' appended: cc-pVQZ -> cc-pVQZ-ccECP,by_element/Sn/Sn.cc-pVQZ.cfour
Sn,recipes/Sn/ccECP,Sn.cc-pVTZ.gamess,basis,ccECP,cc-pVTZ,cc-pVTZ-ccECP,-ccECP,Sn:cc-pVTZ-ccECP,PASS,source library name retained as the label stem; declared disambiguating suffix '-ccECP' appended: cc-pVTZ -> cc-pVTZ-ccECP,by_element/Sn/Sn.cc-pVTZ.cfour
Ta,recipes/Ta/ccECP,Ta.aug-cc-pCV5Z.gamess,basis,ccECP,aug-cc-pCV5Z,aug-cc-pCV5Z-ccECP,-ccECP,Ta:aug-cc-pCV5Z-ccECP,PASS,source library name retained as the label stem; declared disambiguating suffix '-ccECP' appended: aug-cc-pCV5Z -> aug-cc-pCV5Z-ccECP,by_element/Ta/Ta.aug-cc-pCV5Z.cfour
Ta,recipes/Ta/ccECP,Ta.aug-cc-pCVDZ.gamess,basis,ccECP,aug-cc-pCVDZ,aug-cc-pCVDZ-ccECP,-ccECP,Ta:aug-cc-pCVDZ-ccECP,PASS,source library name retained as the label stem; declared disambiguating suffix '-ccECP' appended: aug-cc-pCVDZ -> aug-cc-pCVDZ-ccECP,by_element/Ta/Ta.aug-cc-pCVDZ.cfour
Ta,recipes/Ta/ccECP,Ta.aug-cc-pCVQZ.gamess,basis,ccECP,aug-cc-pCVQZ,aug-cc-pCVQZ-ccECP,-ccECP,Ta:aug-cc-pCVQZ-ccECP,PASS,source library name retained as the label stem; declared disambiguating suffix '-ccECP' appended: aug-cc-pCVQZ -> aug-cc-pCVQZ-ccECP,by_element/Ta/Ta.aug-cc-pCVQZ.cfour
Ta,recipes/Ta/ccECP,Ta.aug-cc-pCVTZ.gamess,basis,ccECP,aug-cc-pCVTZ,aug-cc-pCVTZ-ccECP,-ccECP,Ta:aug-cc-pCVTZ-ccECP,PASS,source library name retained as the label stem; declared disambiguating suffix '-ccECP' appended: aug-cc-pCVTZ -> aug-cc-pCVTZ-ccECP,by_element/Ta/Ta.aug-cc-pCVTZ.cfour
Ta,recipes/Ta/ccECP,Ta.aug-cc-pV5Z.gamess,basis,ccECP,aug-cc-pV5Z,aug-cc-pV5Z-ccECP,-ccECP,Ta:aug-cc-pV5Z-ccECP,PASS,source library name retained as the label stem; declared disambiguating suffix '-ccECP' appended: aug-cc-pV5Z -> aug-cc-pV5Z-ccECP,by_element/Ta/Ta.aug-cc-pV5Z.cfour
Ta,recipes/Ta/ccECP,Ta.aug-cc-pVDZ.gamess,basis,ccECP,aug-cc-pVDZ,aug-cc-pVDZ-ccECP,-ccECP,Ta:aug-cc-pVDZ-ccECP,PASS,source library name retained as the label stem; declared disambiguating suffix '-ccECP' appended: aug-cc-pVDZ -> aug-cc-pVDZ-ccECP,by_element/Ta/Ta.aug-cc-pVDZ.cfour
Ta,recipes/Ta/ccECP,Ta.aug-cc-pVQZ.gamess,basis,ccECP,aug-cc-pVQZ,aug-cc-pVQZ-ccECP,-ccECP,Ta:aug-cc-pVQZ-ccECP,PASS,source library name retained as the label stem; declared disambiguating suffix '-ccECP' appended: aug-cc-pVQZ -> aug-cc-pVQZ-ccECP,by_element/Ta/Ta.aug-cc-pVQZ.cfour
Ta,recipes/Ta/ccECP,Ta.aug-cc-pVTZ.gamess,basis,ccECP,aug-cc-pVTZ,aug-cc-pVTZ-ccECP,-ccECP,Ta:aug-cc-pVTZ-ccECP,PASS,source library name retained as the label stem; declared disambiguating suffix '-ccECP' appended: aug-cc-pVTZ -> aug-cc-pVTZ-ccECP,by_element/Ta/Ta.aug-cc-pVTZ.cfour
Ta,recipes/Ta/ccECP,Ta.cc-pCV5Z.gamess,basis,ccECP,cc-pCV5Z,cc-pCV5Z-ccECP,-ccECP,Ta:cc-pCV5Z-ccECP,PASS,source library name retained as the label stem; declared disambiguating suffix '-ccECP' appended: cc-pCV5Z -> cc-pCV5Z-ccECP,by_element/Ta/Ta.cc-pCV5Z.cfour
Ta,recipes/Ta/ccECP,Ta.cc-pCVDZ.gamess,basis,ccECP,cc-pCVDZ,cc-pCVDZ-ccECP,-ccECP,Ta:cc-pCVDZ-ccECP,PASS,source library name retained as the label stem; declared disambiguating suffix '-ccECP' appended: cc-pCVDZ -> cc-pCVDZ-ccECP,by_element/Ta/Ta.cc-pCVDZ.cfour
