element,atomic_number,source_recipe_dir,source_filename,source_format,all_source_formats,precision_digits_per_format,library_family,source_name,cfour_name,label_suffix,cfour_label,n_contracted,n_primitives,max_L,contracted_composition,primitive_composition,name_transformation,validation,cfour_file
Mg,12,recipes/Mg/ccECP,Mg.aug-cc-pVTZ.gamess,gamess,gamess;gaussian;molpro;nwchem,gamess:279;gaussian:279;nwchem:279,ccECP,aug-cc-pVTZ,aug-cc-pVTZ-ccECP,-ccECP,Mg:aug-cc-pVTZ-ccECP,13,31,f,"4s,4p,3d,2f","13s,13p,3d,2f",source library name plus declared suffix '-ccECP',PASS,by_element/Mg/Mg.aug-cc-pVTZ.cfour
Mg,12,recipes/Mg/ccECP,Mg.cc-pV5Z.gamess,gamess,gamess;gaussian;molpro;nwchem,gamess:330;gaussian:330;nwchem:330,ccECP,cc-pV5Z,cc-pV5Z-ccECP,-ccECP,Mg:cc-pV5Z-ccECP,20,38,h,"5s,5p,4d,3f,2g,1h","14s,14p,4d,3f,2g,1h",source library name plus declared suffix '-ccECP',PASS,by_element/Mg/Mg.cc-pV5Z.cfour
Mg,12,recipes/Mg/ccECP,Mg.cc-pV6Z.gamess,gamess,gamess;gaussian;molpro;nwchem,gamess:375;gaussian:375;nwchem:375,ccECP,cc-pV6Z,cc-pV6Z-ccECP,-ccECP,Mg:cc-pV6Z-ccECP,27,45,i,"6s,6p,5d,4f,3g,2h,1i","15s,15p,5d,4f,3g,2h,1i",source library name plus declared suffix '-ccECP',PASS,by_element/Mg/Mg.cc-pV6Z.cfour
Mg,12,recipes/Mg/ccECP,Mg.cc-pVDZ.gamess,gamess,gamess;gaussian;molpro;nwchem,gamess:226;gaussian:226;nwchem:226,ccECP,cc-pVDZ,cc-pVDZ-ccECP,-ccECP,Mg:cc-pVDZ-ccECP,5,23,d,"2s,2p,1d","11s,11p,1d",source library name plus declared suffix '-ccECP',PASS,by_element/Mg/Mg.cc-pVDZ.cfour
Mg,12,recipes/Mg/ccECP,Mg.cc-pVQZ.gamess,gamess,gamess;gaussian;molpro;nwchem,gamess:286;gaussian:286;nwchem:286,ccECP,cc-pVQZ,cc-pVQZ-ccECP,-ccECP,Mg:cc-pVQZ-ccECP,14,32,g,"4s,4p,3d,2f,1g","13s,13p,3d,2f,1g",source library name plus declared suffix '-ccECP',PASS,by_element/Mg/Mg.cc-pVQZ.cfour
Mg,12,recipes/Mg/ccECP,Mg.cc-pVTZ.gamess,gamess,gamess;gaussian;molpro;nwchem,gamess:253;gaussian:253;nwchem:253,ccECP,cc-pVTZ,cc-pVTZ-ccECP,-ccECP,Mg:cc-pVTZ-ccECP,9,27,f,"3s,3p,2d,1f","12s,12p,2d,1f",source library name plus declared suffix '-ccECP',PASS,by_element/Mg/Mg.cc-pVTZ.cfour
Mn,25,recipes/Mn/ccECP,Mn.aug-cc-pCV5Z.gamess,gamess,gamess;gaussian;molpro;nwchem,gamess:2745;gaussian:2745;nwchem:2745,ccECP,aug-cc-pCV5Z,aug-cc-pCV5Z-ccECP,-ccECP,Mn:aug-cc-pCV5Z-ccECP,47,241,i,"10s,10p,9d,6f,5g,4h,3i","16s,16p,14d,6f,5g,4h,3i",source library name plus declared suffix '-ccECP',PASS,by_element/Mn/Mn.aug-cc-pCV5Z.cfour
Mn,25,recipes/Mn/ccECP,Mn.aug-cc-pCVDZ.gamess,gamess,gamess;gaussian;molpro;nwchem,gamess:1251;gaussian:1251;nwchem:1251,ccECP,aug-cc-pCVDZ,aug-cc-pCVDZ-ccECP,-ccECP,Mn:aug-cc-pCVDZ-ccECP,23,115,f,"7s,7p,6d,3f","16s,16p,14d,3f",source library name plus declared suffix '-ccECP',PASS,by_element/Mn/Mn.aug-cc-pCVDZ.cfour
Mn,25,recipes/Mn/ccECP,Mn.aug-cc-pCVQZ.gamess,gamess,gamess;gaussian;molpro;nwchem,gamess:2230;gaussian:2230;nwchem:2230,ccECP,aug-cc-pCVQZ,aug-cc-pCVQZ-ccECP,-ccECP,Mn:aug-cc-pCVQZ-ccECP,38,198,h,"9s,9p,8d,5f,4g,3h","16s,16p,14d,5f,4g,3h",source library name plus declared suffix '-ccECP',PASS,by_element/Mn/Mn.aug-cc-pCVQZ.cfour
Mn,25,recipes/Mn/ccECP,Mn.aug-cc-pCVTZ.gamess,gamess,gamess;gaussian;molpro;nwchem,gamess:1726;gaussian:1726;nwchem:1726,ccECP,aug-cc-pCVTZ,aug-cc-pCVTZ-ccECP,-ccECP,Mn:aug-cc-pCVTZ-ccECP,30,156,g,"8s,8p,7d,4f,3g","16s,16p,14d,4f,3g",source library name plus declared suffix '-ccECP',PASS,by_element/Mn/Mn.aug-cc-pCVTZ.cfour
Mn,25,recipes/Mn/ccECP,Mn.aug-cc-pV5Z.gamess,gamess,gamess;gaussian;molpro;nwchem,gamess:2667;gaussian:2667;nwchem:2667,ccECP,aug-cc-pV5Z,aug-cc-pV5Z-ccECP,-ccECP,Mn:aug-cc-pV5Z-ccECP,37,231,i,"8s,8p,7d,5f,4g,3h,2i","14s,14p,12d,5f,4g,3h,2i",source library name plus declared suffix '-ccECP',PASS,by_element/Mn/Mn.aug-cc-pV5Z.cfour
Mn,25,recipes/Mn/ccECP,Mn.aug-cc-pVDZ.gamess,gamess,gamess;gaussian;molpro;nwchem,gamess:1197;gaussian:1197;nwchem:1197,ccECP,aug-cc-pVDZ,aug-cc-pVDZ-ccECP,-ccECP,Mn:aug-cc-pVDZ-ccECP,16,108,f,"5s,5p,4d,2f","14s,14p,12d,2f",source library name plus declared suffix '-ccECP',PASS,by_element/Mn/Mn.aug-cc-pVDZ.cfour
Mn,25,recipes/Mn/ccECP,Mn.aug-cc-pVQZ.gamess,gamess,gamess;gaussian;molpro;nwchem,gamess:2158;gaussian:2158;nwchem:2158,ccECP,aug-cc-pVQZ,aug-cc-pVQZ-ccECP,-ccECP,Mn:aug-cc-pVQZ-ccECP,29,189,h,"7s,7p,6d,4f,3g,2h","14s,14p,12d,4f,3g,2h",source library name plus declared suffix '-ccECP',PASS,by_element/Mn/Mn.aug-cc-pVQZ.cfour
Mn,25,recipes/Mn/ccECP,Mn.aug-cc-pVTZ.gamess,gamess,gamess;gaussian;molpro;nwchem,gamess:1663;gaussian:1663;nwchem:1663,ccECP,aug-cc-pVTZ,aug-cc-pVTZ-ccECP,-ccECP,Mn:aug-cc-pVTZ-ccECP,22,148,g,"6s,6p,5d,3f,2g","14s,14p,12d,3f,2g",source library name plus declared suffix '-ccECP',PASS,by_element/Mn/Mn.aug-cc-pVTZ.cfour
Mn,25,recipes/Mn/ccECP,Mn.cc-pCV5Z.gamess,gamess,gamess;gaussian;molpro;nwchem,gamess:2709;gaussian:2709;nwchem:2709,ccECP,cc-pCV5Z,cc-pCV5Z-ccECP,-ccECP,Mn:cc-pCV5Z-ccECP,40,234,i,"9s,9p,8d,5f,4g,3h,2i","15s,15p,13d,5f,4g,3h,2i",source library name plus declared suffix '-ccECP',PASS,by_element/Mn/Mn.cc-pCV5Z.cfour
Mn,25,recipes/Mn/ccECP,Mn.cc-pCVDZ.gamess,gamess,gamess;gaussian;molpro;nwchem,gamess:1235;gaussian:1235;nwchem:1235,ccECP,cc-pCVDZ,cc-pCVDZ-ccECP,-ccECP,Mn:cc-pCVDZ-ccECP,19,111,f,"6s,6p,5d,2f","15s,15p,13d,2f",source library name plus declared suffix '-ccECP',PASS,by_element/Mn/Mn.cc-pCVDZ.cfour
Mn,25,recipes/Mn/ccECP,Mn.cc-pCVQZ.gamess,gamess,gamess;gaussian;molpro;nwchem,gamess:2200;gaussian:2200;nwchem:2200,ccECP,cc-pCVQZ,cc-pCVQZ-ccECP,-ccECP,Mn:cc-pCVQZ-ccECP,32,192,h,"8s,8p,7d,4f,3g,2h","15s,15p,13d,4f,3g,2h",source library name plus declared suffix '-ccECP',PASS,by_element/Mn/Mn.cc-pCVQZ.cfour
Mn,25,recipes/Mn/ccECP,Mn.cc-pCVTZ.gamess,gamess,gamess;gaussian;molpro;nwchem,gamess:1703;gaussian:1703;nwchem:1703,ccECP,cc-pCVTZ,cc-pCVTZ-ccECP,-ccECP,Mn:cc-pCVTZ-ccECP,25,151,g,"7s,7p,6d,3f,2g","15s,15p,13d,3f,2g",source library name plus declared suffix '-ccECP',PASS,by_element/Mn/Mn.cc-pCVTZ.cfour
Mn,25,recipes/Mn/ccECP,Mn.cc-pV5Z.gamess,gamess,gamess;gaussian;molpro;nwchem,gamess:2631;gaussian:2631;nwchem:2631,ccECP,cc-pV5Z,cc-pV5Z-ccECP,-ccECP,Mn:cc-pV5Z-ccECP,30,224,i,"7s,7p,6d,4f,3g,2h,1i","13s,13p,11d,4f,3g,2h,1i",source library name plus declared suffix '-ccECP',PASS,by_element/Mn/Mn.cc-pV5Z.cfour
Mn,25,recipes/Mn/ccECP,Mn.cc-pVDZ.gamess,gamess,gamess;gaussian;molpro;nwchem,gamess:1181;gaussian:1181;nwchem:1181,ccECP,cc-pVDZ,cc-pVDZ-ccECP,-ccECP,Mn:cc-pVDZ-ccECP,12,104,f,"4s,4p,3d,1f","13s,13p,11d,1f",source library name plus declared suffix '-ccECP',PASS,by_element/Mn/Mn.cc-pVDZ.cfour
Mn,25,recipes/Mn/ccECP,Mn.cc-pVQZ.gamess,gamess,gamess;gaussian;molpro;nwchem,gamess:2128;gaussian:2128;nwchem:2128,ccECP,cc-pVQZ,cc-pVQZ-ccECP,-ccECP,Mn:cc-pVQZ-ccECP,23,183,h,"6s,6p,5d,3f,2g,1h","13s,13p,11d,3f,2g,1h",source library name plus declared suffix '-ccECP',PASS,by_element/Mn/Mn.cc-pVQZ.cfour
Mn,25,recipes/Mn/ccECP,Mn.cc-pVTZ.gamess,gamess,gamess;gaussian;molpro;nwchem,gamess:1640;gaussian:1640;nwchem:1640,ccECP,cc-pVTZ,cc-pVTZ-ccECP,-ccECP,Mn:cc-pVTZ-ccECP,17,143,g,"5s,5p,4d,2f,1g","13s,13p,11d,2f,1g",source library name plus declared suffix '-ccECP',PASS,by_element/Mn/Mn.cc-pVTZ.cfour
Mo,42,recipes/Mo/ccECP,Mo.aug-cc-pCV5Z.gamess,gamess,dirac;gamess;gaussian;molpro;nwchem,gamess:2798;gaussian:2798;nwchem:2798,ccECP,aug-cc-pCV5Z,aug-cc-pCV5Z-ccECP,-ccECP,Mo:aug-cc-pCV5Z-ccECP,47,251,i,"10s,10p,9d,6f,5g,4h,3i","16s,16p,16d,6f,5g,4h,3i",source library name plus declared suffix '-ccECP',PASS,by_element/Mo/Mo.aug-cc-pCV5Z.cfour
Mo,42,recipes/Mo/ccECP,Mo.aug-cc-pCVDZ.gamess,gamess,dirac;gamess;gaussian;molpro;nwchem,gamess:1254;gaussian:1254;nwchem:1254,ccECP,aug-cc-pCVDZ,aug-cc-pCVDZ-ccECP,-ccECP,Mo:aug-cc-pCVDZ-ccECP,20,116,f,"6s,6p,5d,3f","15s,15p,15d,3f",source library name plus declared suffix '-ccECP',PASS,by_element/Mo/Mo.aug-cc-pCVDZ.cfour
Mo,42,recipes/Mo/ccECP,Mo.aug-cc-pCVQZ.gamess,gamess,dirac;gamess;gaussian;molpro;nwchem,gamess:2262;gaussian:2262;nwchem:2262,ccECP,aug-cc-pCVQZ,aug-cc-pCVQZ-ccECP,-ccECP,Mo:aug-cc-pCVQZ-ccECP,38,206,h,"9s,9p,8d,5f,4g,3h","16s,16p,16d,5f,4g,3h",source library name plus declared suffix '-ccECP',PASS,by_element/Mo/Mo.aug-cc-pCVQZ.cfour
Mo,42,recipes/Mo/ccECP,Mo.aug-cc-pCVTZ.gamess,gamess,dirac;gamess;gaussian;molpro;nwchem,gamess:1761;gaussian:1761;nwchem:1761,ccECP,aug-cc-pCVTZ,aug-cc-pCVTZ-ccECP,-ccECP,Mo:aug-cc-pCVTZ-ccECP,30,162,g,"8s,8p,7d,4f,3g","16s,16p,16d,4f,3g",source library name plus declared suffix '-ccECP',PASS,by_element/Mo/Mo.aug-cc-pCVTZ.cfour
Mo,42,recipes/Mo/ccECP,Mo.aug-cc-pV5Z.gamess,gamess,dirac;gamess;gaussian;molpro;nwchem,gamess:2741;gaussian:2741;nwchem:2741,ccECP,aug-cc-pV5Z,aug-cc-pV5Z-ccECP,-ccECP,Mo:aug-cc-pV5Z-ccECP,37,241,i,"8s,8p,7d,5f,4g,3h,2i","14s,14p,14d,5f,4g,3h,2i",source library name plus declared suffix '-ccECP',PASS,by_element/Mo/Mo.aug-cc-pV5Z.cfour
Mo,42,recipes/Mo/ccECP,Mo.aug-cc-pVDZ.gamess,gamess,dirac;gamess;gaussian;molpro;nwchem,gamess:1232;gaussian:1232;nwchem:1232,ccECP,aug-cc-pVDZ,aug-cc-pVDZ-ccECP,-ccECP,Mo:aug-cc-pVDZ-ccECP,16,112,f,"5s,5p,4d,2f","14s,14p,14d,2f",source library name plus declared suffix '-ccECP',PASS,by_element/Mo/Mo.aug-cc-pVDZ.cfour
Mo,42,recipes/Mo/ccECP,Mo.aug-cc-pVQZ.gamess,gamess,dirac;gamess;gaussian;molpro;nwchem,gamess:2209;gaussian:2209;nwchem:2209,ccECP,aug-cc-pVQZ,aug-cc-pVQZ-ccECP,-ccECP,Mo:aug-cc-pVQZ-ccECP,29,197,h,"7s,7p,6d,4f,3g,2h","14s,14p,14d,4f,3g,2h",source library name plus declared suffix '-ccECP',PASS,by_element/Mo/Mo.aug-cc-pVQZ.cfour
Mo,42,recipes/Mo/ccECP,Mo.aug-cc-pVTZ.gamess,gamess,dirac;gamess;gaussian;molpro;nwchem,gamess:1718;gaussian:1718;nwchem:1718,ccECP,aug-cc-pVTZ,aug-cc-pVTZ-ccECP,-ccECP,Mo:aug-cc-pVTZ-ccECP,22,154,g,"6s,6p,5d,3f,2g","14s,14p,14d,3f,2g",source library name plus declared suffix '-ccECP',PASS,by_element/Mo/Mo.aug-cc-pVTZ.cfour
Mo,42,recipes/Mo/ccECP,Mo.cc-pCV5Z.gamess,gamess,dirac;gamess;gaussian;molpro;nwchem,gamess:2764;gaussian:2764;nwchem:2764,ccECP,cc-pCV5Z,cc-pCV5Z-ccECP,-ccECP,Mo:cc-pCV5Z-ccECP,40,244,i,"9s,9p,8d,5f,4g,3h,2i","15s,15p,15d,5f,4g,3h,2i",source library name plus declared suffix '-ccECP',PASS,by_element/Mo/Mo.cc-pCV5Z.cfour
Mo,42,recipes/Mo/ccECP,Mo.cc-pCVDZ.gamess,gamess,dirac;gamess;gaussian;molpro;nwchem,gamess:1235;gaussian:1235;nwchem:1235,ccECP,cc-pCVDZ,cc-pCVDZ-ccECP,-ccECP,Mo:cc-pCVDZ-ccECP,16,112,f,"5s,5p,4d,2f","14s,14p,14d,2f",source library name plus declared suffix '-ccECP',PASS,by_element/Mo/Mo.cc-pCVDZ.cfour
Mo,42,recipes/Mo/ccECP,Mo.cc-pCVQZ.gamess,gamess,dirac;gamess;gaussian;molpro;nwchem,gamess:2233;gaussian:2233;nwchem:2233,ccECP,cc-pCVQZ,cc-pCVQZ-ccECP,-ccECP,Mo:cc-pCVQZ-ccECP,32,200,h,"8s,8p,7d,4f,3g,2h","15s,15p,15d,4f,3g,2h",source library name plus declared suffix '-ccECP',PASS,by_element/Mo/Mo.cc-pCVQZ.cfour
Mo,42,recipes/Mo/ccECP,Mo.cc-pCVTZ.gamess,gamess,dirac;gamess;gaussian;molpro;nwchem,gamess:1736;gaussian:1736;nwchem:1736,ccECP,cc-pCVTZ,cc-pCVTZ-ccECP,-ccECP,Mo:cc-pCVTZ-ccECP,25,157,g,"7s,7p,6d,3f,2g","15s,15p,15d,3f,2g",source library name plus declared suffix '-ccECP',PASS,by_element/Mo/Mo.cc-pCVTZ.cfour
Mo,42,recipes/Mo/ccECP,Mo.cc-pV5Z.gamess,gamess,dirac;gamess;gaussian;molpro;nwchem,gamess:2707;gaussian:2707;nwchem:2707,ccECP,cc-pV5Z,cc-pV5Z-ccECP,-ccECP,Mo:cc-pV5Z-ccECP,30,234,i,"7s,7p,6d,4f,3g,2h,1i","13s,13p,13d,4f,3g,2h,1i",source library name plus declared suffix '-ccECP',PASS,by_element/Mo/Mo.cc-pV5Z.cfour
Mo,42,recipes/Mo/ccECP,Mo.cc-pVDZ.gamess,gamess,dirac;gamess;gaussian;molpro;nwchem,gamess:1213;gaussian:1213;nwchem:1213,ccECP,cc-pVDZ,cc-pVDZ-ccECP,-ccECP,Mo:cc-pVDZ-ccECP,12,108,f,"4s,4p,3d,1f","13s,13p,13d,1f",source library name plus declared suffix '-ccECP',PASS,by_element/Mo/Mo.cc-pVDZ.cfour
Mo,42,recipes/Mo/ccECP,Mo.cc-pVQZ.gamess,gamess,dirac;gamess;gaussian;molpro;nwchem,gamess:2180;gaussian:2180;nwchem:2180,ccECP,cc-pVQZ,cc-pVQZ-ccECP,-ccECP,Mo:cc-pVQZ-ccECP,23,191,h,"6s,6p,5d,3f,2g,1h","13s,13p,13d,3f,2g,1h",source library name plus declared suffix '-ccECP',PASS,by_element/Mo/Mo.cc-pVQZ.cfour
Mo,42,recipes/Mo/ccECP,Mo.cc-pVTZ.gamess,gamess,dirac;gamess;gaussian;molpro;nwchem,gamess:1693;gaussian:1693;nwchem:1693,ccECP,cc-pVTZ,cc-pVTZ-ccECP,-ccECP,Mo:cc-pVTZ-ccECP,17,149,g,"5s,5p,4d,2f,1g","13s,13p,13d,2f,1g",source library name plus declared suffix '-ccECP',PASS,by_element/Mo/Mo.cc-pVTZ.cfour
N,7,recipes/N/ccECP,N.aug-cc-pV5Z.gamess,gamess,gamess;gaussian;molpro;nwchem,gamess:400;gaussian:400;nwchem:400,ccECP,aug-cc-pV5Z,aug-cc-pV5Z-ccECP,-ccECP,N:aug-cc-pV5Z-ccECP,26,42,h,"6s,6p,5d,4f,3g,2h","14s,14p,5d,4f,3g,2h",source library name plus declared suffix '-ccECP',PASS,by_element/N/N.aug-cc-pV5Z.cfour
N,7,recipes/N/ccECP,N.aug-cc-pV6Z.gamess,gamess,gamess;gaussian;molpro;nwchem,gamess:451;gaussian:451;nwchem:451,ccECP,aug-cc-pV6Z,aug-cc-pV6Z-ccECP,-ccECP,N:aug-cc-pV6Z-ccECP,34,50,i,"7s,7p,6d,5f,4g,3h,2i","15s,15p,6d,5f,4g,3h,2i",source library name plus declared suffix '-ccECP',PASS,by_element/N/N.aug-cc-pV6Z.cfour
N,7,recipes/N/ccECP,N.aug-cc-pVDZ.gamess,gamess,gamess;gaussian;molpro;nwchem,gamess:268;gaussian:268;nwchem:268,ccECP,aug-cc-pVDZ,aug-cc-pVDZ-ccECP,-ccECP,N:aug-cc-pVDZ-ccECP,8,24,d,"3s,3p,2d","11s,11p,2d",source library name plus declared suffix '-ccECP',PASS,by_element/N/N.aug-cc-pVDZ.cfour
N,7,recipes/N/ccECP,N.aug-cc-pVQZ.gamess,gamess,gamess;gaussian;molpro;nwchem,gamess:350;gaussian:350;nwchem:350,ccECP,aug-cc-pVQZ,aug-cc-pVQZ-ccECP,-ccECP,N:aug-cc-pVQZ-ccECP,19,35,g,"5s,5p,4d,3f,2g","13s,13p,4d,3f,2g",source library name plus declared suffix '-ccECP',PASS,by_element/N/N.aug-cc-pVQZ.cfour
N,7,recipes/N/ccECP,N.aug-cc-pVTZ.gamess,gamess,gamess;gaussian;molpro;nwchem,gamess:306;gaussian:306;nwchem:306,ccECP,aug-cc-pVTZ,aug-cc-pVTZ-ccECP,-ccECP,N:aug-cc-pVTZ-ccECP,13,29,f,"4s,4p,3d,2f","12s,12p,3d,2f",source library name plus declared suffix '-ccECP',PASS,by_element/N/N.aug-cc-pVTZ.cfour
N,7,recipes/N/ccECP,N.cc-pV5Z.gamess,gamess,gamess;gaussian;molpro;nwchem,gamess:364;gaussian:362;nwchem:364,ccECP,cc-pV5Z,cc-pV5Z-ccECP,-ccECP,N:cc-pV5Z-ccECP,20,36,h,"5s,5p,4d,3f,2g,1h","13s,13p,4d,3f,2g,1h",source library name plus declared suffix '-ccECP',PASS,by_element/N/N.cc-pV5Z.cfour
N,7,recipes/N/ccECP,N.cc-pV6Z.gamess,gamess,gamess;gaussian;molpro;nwchem,gamess:409;gaussian:409;nwchem:409,ccECP,cc-pV6Z,cc-pV6Z-ccECP,-ccECP,N:cc-pV6Z-ccECP,27,43,i,"6s,6p,5d,4f,3g,2h,1i","14s,14p,5d,4f,3g,2h,1i",source library name plus declared suffix '-ccECP',PASS,by_element/N/N.cc-pV6Z.cfour
N,7,recipes/N/ccECP,N.cc-pVDZ.gamess,gamess,gamess;gaussian;molpro;nwchem,gamess:251;gaussian:249;nwchem:251,ccECP,cc-pVDZ,cc-pVDZ-ccECP,-ccECP,N:cc-pVDZ-ccECP,5,21,d,"2s,2p,1d","10s,10p,1d",source library name plus declared suffix '-ccECP',PASS,by_element/N/N.cc-pVDZ.cfour
N,7,recipes/N/ccECP,N.cc-pVQZ.gamess,gamess,gamess;gaussian;molpro;nwchem,gamess:319;gaussian:317;nwchem:319,ccECP,cc-pVQZ,cc-pVQZ-ccECP,-ccECP,N:cc-pVQZ-ccECP,14,30,g,"4s,4p,3d,2f,1g","12s,12p,3d,2f,1g",source library name plus declared suffix '-ccECP',PASS,by_element/N/N.cc-pVQZ.cfour
N,7,recipes/N/ccECP,N.cc-pVTZ.gamess,gamess,gamess;gaussian;molpro;nwchem,gamess:282;gaussian:280;nwchem:282,ccECP,cc-pVTZ,cc-pVTZ-ccECP,-ccECP,N:cc-pVTZ-ccECP,9,25,f,"3s,3p,2d,1f","11s,11p,2d,1f",source library name plus declared suffix '-ccECP',PASS,by_element/N/N.cc-pVTZ.cfour
Na,11,recipes/Na/ccECP,Na.aug-cc-pV5Z.gamess,gamess,gamess;gaussian;molpro;nwchem,gamess:329;gaussian:329;nwchem:329,ccECP,aug-cc-pV5Z,aug-cc-pV5Z-ccECP,-ccECP,Na:aug-cc-pV5Z-ccECP,26,44,h,"6s,6p,5d,4f,3g,2h","15s,15p,5d,4f,3g,2h",source library name plus declared suffix '-ccECP',PASS,by_element/Na/Na.aug-cc-pV5Z.cfour
Na,11,recipes/Na/ccECP,Na.aug-cc-pVDZ.gamess,gamess,gamess;gaussian;molpro;nwchem,gamess:241;gaussian:241;nwchem:241,ccECP,aug-cc-pVDZ,aug-cc-pVDZ-ccECP,-ccECP,Na:aug-cc-pVDZ-ccECP,8,26,d,"3s,3p,2d","12s,12p,2d",source library name plus declared suffix '-ccECP',PASS,by_element/Na/Na.aug-cc-pVDZ.cfour
Na,11,recipes/Na/ccECP,Na.aug-cc-pVQZ.gamess,gamess,gamess;gaussian;molpro;nwchem,gamess:309;gaussian:309;nwchem:309,ccECP,aug-cc-pVQZ,aug-cc-pVQZ-ccECP,-ccECP,Na:aug-cc-pVQZ-ccECP,19,37,g,"5s,5p,4d,3f,2g","14s,14p,4d,3f,2g",source library name plus declared suffix '-ccECP',PASS,by_element/Na/Na.aug-cc-pVQZ.cfour
Na,11,recipes/Na/ccECP,Na.aug-cc-pVTZ.gamess,gamess,gamess;gaussian;molpro;nwchem,gamess:272;gaussian:272;nwchem:272,ccECP,aug-cc-pVTZ,aug-cc-pVTZ-ccECP,-ccECP,Na:aug-cc-pVTZ-ccECP,13,31,f,"4s,4p,3d,2f","13s,13p,3d,2f",source library name plus declared suffix '-ccECP',PASS,by_element/Na/Na.aug-cc-pVTZ.cfour
Na,11,recipes/Na/ccECP,Na.cc-pV5Z.gamess,gamess,gamess;gaussian;molpro;nwchem,gamess:299;gaussian:299;nwchem:299,ccECP,cc-pV5Z,cc-pV5Z-ccECP,-ccECP,Na:cc-pV5Z-ccECP,20,38,h,"5s,5p,4d,3f,2g,1h","14s,14p,4d,3f,2g,1h",source library name plus declared suffix '-ccECP',PASS,by_element/Na/Na.cc-pV5Z.cfour
Na,11,recipes/Na/ccECP,Na.cc-pVDZ.gamess,gamess,gamess;gaussian;molpro;nwchem,gamess:223;gaussian:223;nwchem:223,ccECP,cc-pVDZ,cc-pVDZ-ccECP,-ccECP,Na:cc-pVDZ-ccECP,5,23,d,"2s,2p,1d","11s,11p,1d",source library name plus declared suffix '-ccECP',PASS,by_element/Na/Na.cc-pVDZ.cfour
Na,11,recipes/Na/ccECP,Na.cc-pVQZ.gamess,gamess,gamess;gaussian;molpro;nwchem,gamess:265;gaussian:265;nwchem:265,ccECP,cc-pVQZ,cc-pVQZ-ccECP,-ccECP,Na:cc-pVQZ-ccECP,14,32,g,"4s,4p,3d,2f,1g","13s,13p,3d,2f,1g",source library name plus declared suffix '-ccECP',PASS,by_element/Na/Na.cc-pVQZ.cfour
Na,11,recipes/Na/ccECP,Na.cc-pVTZ.gamess,gamess,gamess;gaussian;molpro;nwchem,gamess:235;gaussian:235;nwchem:235,ccECP,cc-pVTZ,cc-pVTZ-ccECP,-ccECP,Na:cc-pVTZ-ccECP,9,27,f,"3s,3p,2d,1f","12s,12p,2d,1f",source library name plus declared suffix '-ccECP',PASS,by_element/Na/Na.cc-pVTZ.cfour
Nb,41,recipes/Nb/ccECP,Nb.aug-cc-pCV5Z.gamess,gamess,dirac;gamess;gaussian;molpro;nwchem,gamess:2791;gaussian:2791;nwchem:2791,ccECP,aug-cc-pCV5Z,aug-cc-pCV5Z-ccECP,-ccECP,Nb:aug-cc-pCV5Z-ccECP,47,251,i,"10s,10p,9d,6f,5g,4h,3i","16s,16p,16d,6f,5g,4h,3i",source library name plus declared suffix '-ccECP',PASS,by_element/Nb/Nb.aug-cc-pCV5Z.cfour
Nb,41,recipes/Nb/ccECP,Nb.aug-cc-pCVDZ.gamess,gamess,dirac;gamess;gaussian;molpro;nwchem,gamess:1262;gaussian:1262;nwchem:1262,ccECP,aug-cc-pCVDZ,aug-cc-pCVDZ-ccECP,-ccECP,Nb:aug-cc-pCVDZ-ccECP,20,116,f,"6s,6p,5d,3f","15s,15p,15d,3f",source library name plus declared suffix '-ccECP',PASS,by_element/Nb/Nb.aug-cc-pCVDZ.cfour
Nb,41,recipes/Nb/ccECP,Nb.aug-cc-pCVQZ.gamess,gamess,dirac;gamess;gaussian;molpro;nwchem,gamess:2259;gaussian:2259;nwchem:2259,ccECP,aug-cc-pCVQZ,aug-cc-pCVQZ-ccECP,-ccECP,Nb:aug-cc-pCVQZ-ccECP,38,206,h,"9s,9p,8d,5f,4g,3h","16s,16p,16d,5f,4g,3h",source library name plus declared suffix '-ccECP',PASS,by_element/Nb/Nb.aug-cc-pCVQZ.cfour
Nb,41,recipes/Nb/ccECP,Nb.aug-cc-pCVTZ.gamess,gamess,dirac;gamess;gaussian;molpro;nwchem,gamess:1756;gaussian:1756;nwchem:1756,ccECP,aug-cc-pCVTZ,aug-cc-pCVTZ-ccECP,-ccECP,Nb:aug-cc-pCVTZ-ccECP,30,162,g,"8s,8p,7d,4f,3g","16s,16p,16d,4f,3g",source library name plus declared suffix '-ccECP',PASS,by_element/Nb/Nb.aug-cc-pCVTZ.cfour
Nb,41,recipes/Nb/ccECP,Nb.aug-cc-pV5Z.gamess,gamess,dirac;gamess;gaussian;molpro;nwchem,gamess:2739;gaussian:2739;nwchem:2739,ccECP,aug-cc-pV5Z,aug-cc-pV5Z-ccECP,-ccECP,Nb:aug-cc-pV5Z-ccECP,37,241,i,"8s,8p,7d,5f,4g,3h,2i","14s,14p,14d,5f,4g,3h,2i",source library name plus declared suffix '-ccECP',PASS,by_element/Nb/Nb.aug-cc-pV5Z.cfour
