element,atomic_number,source_recipe_dir,source_filename,source_format,all_source_formats,precision_digits_per_format,library_family,source_name,cfour_name,label_suffix,cfour_label,n_contracted,n_primitives,max_L,contracted_composition,primitive_composition,name_transformation,validation,cfour_file
Ag,47,recipes/Ag/ccECP,Ag.aug-cc-pCV5Z.gamess,gamess,dirac;gamess;gaussian;molpro;nwchem,gamess:2800;gaussian:2800;nwchem:2800,ccECP,aug-cc-pCV5Z,aug-cc-pCV5Z-ccECP,-ccECP,Ag:aug-cc-pCV5Z-ccECP,47,251,i,"10s,10p,9d,6f,5g,4h,3i","16s,16p,16d,6f,5g,4h,3i",source library name plus declared suffix '-ccECP',PASS,by_element/Ag/Ag.aug-cc-pCV5Z.cfour
Ag,47,recipes/Ag/ccECP,Ag.aug-cc-pCVDZ.gamess,gamess,dirac;gamess;gaussian;molpro;nwchem,gamess:1249;gaussian:1249;nwchem:1249,ccECP,aug-cc-pCVDZ,aug-cc-pCVDZ-ccECP,-ccECP,Ag:aug-cc-pCVDZ-ccECP,20,116,f,"6s,6p,5d,3f","15s,15p,15d,3f",source library name plus declared suffix '-ccECP',PASS,by_element/Ag/Ag.aug-cc-pCVDZ.cfour
Ag,47,recipes/Ag/ccECP,Ag.aug-cc-pCVQZ.gamess,gamess,dirac;gamess;gaussian;molpro;nwchem,gamess:2270;gaussian:2270;nwchem:2270,ccECP,aug-cc-pCVQZ,aug-cc-pCVQZ-ccECP,-ccECP,Ag:aug-cc-pCVQZ-ccECP,38,206,h,"9s,9p,8d,5f,4g,3h","16s,16p,16d,5f,4g,3h",source library name plus declared suffix '-ccECP',PASS,by_element/Ag/Ag.aug-cc-pCVQZ.cfour
Ag,47,recipes/Ag/ccECP,Ag.aug-cc-pCVTZ.gamess,gamess,dirac;gamess;gaussian;molpro;nwchem,gamess:1754;gaussian:1754;nwchem:1754,ccECP,aug-cc-pCVTZ,aug-cc-pCVTZ-ccECP,-ccECP,Ag:aug-cc-pCVTZ-ccECP,30,162,g,"8s,8p,7d,4f,3g","16s,16p,16d,4f,3g",source library name plus declared suffix '-ccECP',PASS,by_element/Ag/Ag.aug-cc-pCVTZ.cfour
Ag,47,recipes/Ag/ccECP,Ag.aug-cc-pV5Z.gamess,gamess,dirac;gamess;gaussian;molpro;nwchem,gamess:2738;gaussian:2738;nwchem:2738,ccECP,aug-cc-pV5Z,aug-cc-pV5Z-ccECP,-ccECP,Ag:aug-cc-pV5Z-ccECP,37,241,i,"8s,8p,7d,5f,4g,3h,2i","14s,14p,14d,5f,4g,3h,2i",source library name plus declared suffix '-ccECP',PASS,by_element/Ag/Ag.aug-cc-pV5Z.cfour
Ag,47,recipes/Ag/ccECP,Ag.aug-cc-pVDZ.gamess,gamess,dirac;gamess;gaussian;molpro;nwchem,gamess:1225;gaussian:1225;nwchem:1225,ccECP,aug-cc-pVDZ,aug-cc-pVDZ-ccECP,-ccECP,Ag:aug-cc-pVDZ-ccECP,16,112,f,"5s,5p,4d,2f","14s,14p,14d,2f",source library name plus declared suffix '-ccECP',PASS,by_element/Ag/Ag.aug-cc-pVDZ.cfour
Ag,47,recipes/Ag/ccECP,Ag.aug-cc-pVQZ.gamess,gamess,dirac;gamess;gaussian;molpro;nwchem,gamess:2217;gaussian:2217;nwchem:2217,ccECP,aug-cc-pVQZ,aug-cc-pVQZ-ccECP,-ccECP,Ag:aug-cc-pVQZ-ccECP,29,197,h,"7s,7p,6d,4f,3g,2h","14s,14p,14d,4f,3g,2h",source library name plus declared suffix '-ccECP',PASS,by_element/Ag/Ag.aug-cc-pVQZ.cfour
Ag,47,recipes/Ag/ccECP,Ag.aug-cc-pVTZ.gamess,gamess,dirac;gamess;gaussian;molpro;nwchem,gamess:1707;gaussian:1707;nwchem:1707,ccECP,aug-cc-pVTZ,aug-cc-pVTZ-ccECP,-ccECP,Ag:aug-cc-pVTZ-ccECP,22,154,g,"6s,6p,5d,3f,2g","14s,14p,14d,3f,2g",source library name plus declared suffix '-ccECP',PASS,by_element/Ag/Ag.aug-cc-pVTZ.cfour
Ag,47,recipes/Ag/ccECP,Ag.cc-pCV5Z.gamess,gamess,dirac;gamess;gaussian;molpro;nwchem,gamess:2761;gaussian:2761;nwchem:2761,ccECP,cc-pCV5Z,cc-pCV5Z-ccECP,-ccECP,Ag:cc-pCV5Z-ccECP,40,244,i,"9s,9p,8d,5f,4g,3h,2i","15s,15p,15d,5f,4g,3h,2i",source library name plus declared suffix '-ccECP',PASS,by_element/Ag/Ag.cc-pCV5Z.cfour
Ag,47,recipes/Ag/ccECP,Ag.cc-pCVDZ.gamess,gamess,dirac;gamess;gaussian;molpro;nwchem,gamess:1226;gaussian:1226;nwchem:1226,ccECP,cc-pCVDZ,cc-pCVDZ-ccECP,-ccECP,Ag:cc-pCVDZ-ccECP,16,112,f,"5s,5p,4d,2f","14s,14p,14d,2f",source library name plus declared suffix '-ccECP',PASS,by_element/Ag/Ag.cc-pCVDZ.cfour
Ag,47,recipes/Ag/ccECP,Ag.cc-pCVQZ.gamess,gamess,dirac;gamess;gaussian;molpro;nwchem,gamess:2237;gaussian:2237;nwchem:2237,ccECP,cc-pCVQZ,cc-pCVQZ-ccECP,-ccECP,Ag:cc-pCVQZ-ccECP,32,200,h,"8s,8p,7d,4f,3g,2h","15s,15p,15d,4f,3g,2h",source library name plus declared suffix '-ccECP',PASS,by_element/Ag/Ag.cc-pCVQZ.cfour
Ag,47,recipes/Ag/ccECP,Ag.cc-pCVTZ.gamess,gamess,dirac;gamess;gaussian;molpro;nwchem,gamess:1727;gaussian:1727;nwchem:1727,ccECP,cc-pCVTZ,cc-pCVTZ-ccECP,-ccECP,Ag:cc-pCVTZ-ccECP,25,157,g,"7s,7p,6d,3f,2g","15s,15p,15d,3f,2g",source library name plus declared suffix '-ccECP',PASS,by_element/Ag/Ag.cc-pCVTZ.cfour
Ag,47,recipes/Ag/ccECP,Ag.cc-pV5Z.gamess,gamess,dirac;gamess;gaussian;molpro;nwchem,gamess:2699;gaussian:2699;nwchem:2699,ccECP,cc-pV5Z,cc-pV5Z-ccECP,-ccECP,Ag:cc-pV5Z-ccECP,30,234,i,"7s,7p,6d,4f,3g,2h,1i","13s,13p,13d,4f,3g,2h,1i",source library name plus declared suffix '-ccECP',PASS,by_element/Ag/Ag.cc-pV5Z.cfour
Ag,47,recipes/Ag/ccECP,Ag.cc-pVDZ.gamess,gamess,dirac;gamess;gaussian;molpro;nwchem,gamess:1202;gaussian:1202;nwchem:1202,ccECP,cc-pVDZ,cc-pVDZ-ccECP,-ccECP,Ag:cc-pVDZ-ccECP,12,108,f,"4s,4p,3d,1f","13s,13p,13d,1f",source library name plus declared suffix '-ccECP',PASS,by_element/Ag/Ag.cc-pVDZ.cfour
Ag,47,recipes/Ag/ccECP,Ag.cc-pVQZ.gamess,gamess,dirac;gamess;gaussian;molpro;nwchem,gamess:2184;gaussian:2184;nwchem:2184,ccECP,cc-pVQZ,cc-pVQZ-ccECP,-ccECP,Ag:cc-pVQZ-ccECP,23,191,h,"6s,6p,5d,3f,2g,1h","13s,13p,13d,3f,2g,1h",source library name plus declared suffix '-ccECP',PASS,by_element/Ag/Ag.cc-pVQZ.cfour
Ag,47,recipes/Ag/ccECP,Ag.cc-pVTZ.gamess,gamess,dirac;gamess;gaussian;molpro;nwchem,gamess:1680;gaussian:1680;nwchem:1680,ccECP,cc-pVTZ,cc-pVTZ-ccECP,-ccECP,Ag:cc-pVTZ-ccECP,17,149,g,"5s,5p,4d,2f,1g","13s,13p,13d,2f,1g",source library name plus declared suffix '-ccECP',PASS,by_element/Ag/Ag.cc-pVTZ.cfour
Al,13,recipes/Al/ccECP,Al.aug-cc-pV5Z.gamess,gamess,gamess;gaussian;molpro;nwchem,gamess:380;gaussian:380;nwchem:380,ccECP,aug-cc-pV5Z,aug-cc-pV5Z-ccECP,-ccECP,Al:aug-cc-pV5Z-ccECP,26,44,h,"6s,6p,5d,4f,3g,2h","15s,15p,5d,4f,3g,2h",source library name plus declared suffix '-ccECP',PASS,by_element/Al/Al.aug-cc-pV5Z.cfour
Al,13,recipes/Al/ccECP,Al.aug-cc-pV6Z.gamess,gamess,gamess;gaussian;molpro;nwchem,gamess:434;gaussian:434;nwchem:434,ccECP,aug-cc-pV6Z,aug-cc-pV6Z-ccECP,-ccECP,Al:aug-cc-pV6Z-ccECP,34,52,i,"7s,7p,6d,5f,4g,3h,2i","16s,16p,6d,5f,4g,3h,2i",source library name plus declared suffix '-ccECP',PASS,by_element/Al/Al.aug-cc-pV6Z.cfour
Al,13,recipes/Al/ccECP,Al.aug-cc-pVDZ.gamess,gamess,gamess;gaussian;molpro;nwchem,gamess:261;gaussian:261;nwchem:261,ccECP,aug-cc-pVDZ,aug-cc-pVDZ-ccECP,-ccECP,Al:aug-cc-pVDZ-ccECP,8,26,d,"3s,3p,2d","12s,12p,2d",source library name plus declared suffix '-ccECP',PASS,by_element/Al/Al.aug-cc-pVDZ.cfour
Al,13,recipes/Al/ccECP,Al.aug-cc-pVQZ.gamess,gamess,gamess;gaussian;molpro;nwchem,gamess:331;gaussian:331;nwchem:331,ccECP,aug-cc-pVQZ,aug-cc-pVQZ-ccECP,-ccECP,Al:aug-cc-pVQZ-ccECP,19,37,g,"5s,5p,4d,3f,2g","14s,14p,4d,3f,2g",source library name plus declared suffix '-ccECP',PASS,by_element/Al/Al.aug-cc-pVQZ.cfour
Al,13,recipes/Al/ccECP,Al.aug-cc-pVTZ.gamess,gamess,gamess;gaussian;molpro;nwchem,gamess:291;gaussian:291;nwchem:291,ccECP,aug-cc-pVTZ,aug-cc-pVTZ-ccECP,-ccECP,Al:aug-cc-pVTZ-ccECP,13,31,f,"4s,4p,3d,2f","13s,13p,3d,2f",source library name plus declared suffix '-ccECP',PASS,by_element/Al/Al.aug-cc-pVTZ.cfour
Al,13,recipes/Al/ccECP,Al.cc-pV5Z.gamess,gamess,gamess;gaussian;molpro;nwchem,gamess:344;gaussian:344;nwchem:344,ccECP,cc-pV5Z,cc-pV5Z-ccECP,-ccECP,Al:cc-pV5Z-ccECP,20,38,h,"5s,5p,4d,3f,2g,1h","14s,14p,4d,3f,2g,1h",source library name plus declared suffix '-ccECP',PASS,by_element/Al/Al.cc-pV5Z.cfour
Al,13,recipes/Al/ccECP,Al.cc-pV6Z.gamess,gamess,gamess;gaussian;molpro;nwchem,gamess:391;gaussian:391;nwchem:391,ccECP,cc-pV6Z,cc-pV6Z-ccECP,-ccECP,Al:cc-pV6Z-ccECP,27,45,i,"6s,6p,5d,4f,3g,2h,1i","15s,15p,5d,4f,3g,2h,1i",source library name plus declared suffix '-ccECP',PASS,by_element/Al/Al.cc-pV6Z.cfour
Al,13,recipes/Al/ccECP,Al.cc-pVDZ.gamess,gamess,gamess;gaussian;molpro;nwchem,gamess:243;gaussian:243;nwchem:243,ccECP,cc-pVDZ,cc-pVDZ-ccECP,-ccECP,Al:cc-pVDZ-ccECP,5,23,d,"2s,2p,1d","11s,11p,1d",source library name plus declared suffix '-ccECP',PASS,by_element/Al/Al.cc-pVDZ.cfour
Al,13,recipes/Al/ccECP,Al.cc-pVQZ.gamess,gamess,gamess;gaussian;molpro;nwchem,gamess:300;gaussian:300;nwchem:300,ccECP,cc-pVQZ,cc-pVQZ-ccECP,-ccECP,Al:cc-pVQZ-ccECP,14,32,g,"4s,4p,3d,2f,1g","13s,13p,3d,2f,1g",source library name plus declared suffix '-ccECP',PASS,by_element/Al/Al.cc-pVQZ.cfour
Al,13,recipes/Al/ccECP,Al.cc-pVTZ.gamess,gamess,gamess;gaussian;molpro;nwchem,gamess:269;gaussian:269;nwchem:269,ccECP,cc-pVTZ,cc-pVTZ-ccECP,-ccECP,Al:cc-pVTZ-ccECP,9,27,f,"3s,3p,2d,1f","12s,12p,2d,1f",source library name plus declared suffix '-ccECP',PASS,by_element/Al/Al.cc-pVTZ.cfour
Ar,18,recipes/Ar/ccECP,Ar.aug-cc-pV5Z.gamess,gamess,gamess;gaussian;molpro;nwchem,gamess:409;gaussian:409;nwchem:409,ccECP,aug-cc-pV5Z,aug-cc-pV5Z-ccECP,-ccECP,Ar:aug-cc-pV5Z-ccECP,26,44,h,"6s,6p,5d,4f,3g,2h","15s,15p,5d,4f,3g,2h",source library name plus declared suffix '-ccECP',PASS,by_element/Ar/Ar.aug-cc-pV5Z.cfour
Ar,18,recipes/Ar/ccECP,Ar.aug-cc-pV6Z.gamess,gamess,gamess;gaussian;molpro;nwchem,gamess:463;gaussian:463;nwchem:463,ccECP,aug-cc-pV6Z,aug-cc-pV6Z-ccECP,-ccECP,Ar:aug-cc-pV6Z-ccECP,34,52,i,"7s,7p,6d,5f,4g,3h,2i","16s,16p,6d,5f,4g,3h,2i",source library name plus declared suffix '-ccECP',PASS,by_element/Ar/Ar.aug-cc-pV6Z.cfour
Ar,18,recipes/Ar/ccECP,Ar.aug-cc-pVDZ.gamess,gamess,gamess;gaussian;molpro;nwchem,gamess:276;gaussian:276;nwchem:276,ccECP,aug-cc-pVDZ,aug-cc-pVDZ-ccECP,-ccECP,Ar:aug-cc-pVDZ-ccECP,8,26,d,"3s,3p,2d","12s,12p,2d",source library name plus declared suffix '-ccECP',PASS,by_element/Ar/Ar.aug-cc-pVDZ.cfour
Ar,18,recipes/Ar/ccECP,Ar.aug-cc-pVQZ.gamess,gamess,gamess;gaussian;molpro;nwchem,gamess:356;gaussian:356;nwchem:356,ccECP,aug-cc-pVQZ,aug-cc-pVQZ-ccECP,-ccECP,Ar:aug-cc-pVQZ-ccECP,19,37,g,"5s,5p,4d,3f,2g","14s,14p,4d,3f,2g",source library name plus declared suffix '-ccECP',PASS,by_element/Ar/Ar.aug-cc-pVQZ.cfour
Ar,18,recipes/Ar/ccECP,Ar.aug-cc-pVTZ.gamess,gamess,gamess;gaussian;molpro;nwchem,gamess:313;gaussian:313;nwchem:313,ccECP,aug-cc-pVTZ,aug-cc-pVTZ-ccECP,-ccECP,Ar:aug-cc-pVTZ-ccECP,13,31,f,"4s,4p,3d,2f","13s,13p,3d,2f",source library name plus declared suffix '-ccECP',PASS,by_element/Ar/Ar.aug-cc-pVTZ.cfour
Ar,18,recipes/Ar/ccECP,Ar.cc-pV5Z.gamess,gamess,gamess;gaussian;molpro;nwchem,gamess:368;gaussian:368;nwchem:368,ccECP,cc-pV5Z,cc-pV5Z-ccECP,-ccECP,Ar:cc-pV5Z-ccECP,20,38,h,"5s,5p,4d,3f,2g,1h","14s,14p,4d,3f,2g,1h",source library name plus declared suffix '-ccECP',PASS,by_element/Ar/Ar.cc-pV5Z.cfour
Ar,18,recipes/Ar/ccECP,Ar.cc-pV6Z.gamess,gamess,gamess;gaussian;molpro;nwchem,gamess:418;gaussian:418;nwchem:418,ccECP,cc-pV6Z,cc-pV6Z-ccECP,-ccECP,Ar:cc-pV6Z-ccECP,27,45,i,"6s,6p,5d,4f,3g,2h,1i","15s,15p,5d,4f,3g,2h,1i",source library name plus declared suffix '-ccECP',PASS,by_element/Ar/Ar.cc-pV6Z.cfour
Ar,18,recipes/Ar/ccECP,Ar.cc-pVDZ.gamess,gamess,gamess;gaussian;molpro;nwchem,gamess:255;gaussian:255;nwchem:255,ccECP,cc-pVDZ,cc-pVDZ-ccECP,-ccECP,Ar:cc-pVDZ-ccECP,5,23,d,"2s,2p,1d","11s,11p,1d",source library name plus declared suffix '-ccECP',PASS,by_element/Ar/Ar.cc-pVDZ.cfour
Ar,18,recipes/Ar/ccECP,Ar.cc-pVQZ.gamess,gamess,gamess;gaussian;molpro;nwchem,gamess:323;gaussian:323;nwchem:323,ccECP,cc-pVQZ,cc-pVQZ-ccECP,-ccECP,Ar:cc-pVQZ-ccECP,14,32,g,"4s,4p,3d,2f,1g","13s,13p,3d,2f,1g",source library name plus declared suffix '-ccECP',PASS,by_element/Ar/Ar.cc-pVQZ.cfour
Ar,18,recipes/Ar/ccECP,Ar.cc-pVTZ.gamess,gamess,gamess;gaussian;molpro;nwchem,gamess:287;gaussian:287;nwchem:287,ccECP,cc-pVTZ,cc-pVTZ-ccECP,-ccECP,Ar:cc-pVTZ-ccECP,9,27,f,"3s,3p,2d,1f","12s,12p,2d,1f",source library name plus declared suffix '-ccECP',PASS,by_element/Ar/Ar.cc-pVTZ.cfour
As,33,recipes/As/ccECP,As.aug-cc-pV5Z.gamess,gamess,gamess;gaussian;molpro;nwchem,gamess:368;gaussian:368;nwchem:368,ccECP,aug-cc-pV5Z,aug-cc-pV5Z-ccECP,-ccECP,As:aug-cc-pV5Z-ccECP,26,42,h,"6s,6p,5d,4f,3g,2h","14s,14p,5d,4f,3g,2h",source library name plus declared suffix '-ccECP',PASS,by_element/As/As.aug-cc-pV5Z.cfour
As,33,recipes/As/ccECP,As.aug-cc-pV6Z.gamess,gamess,gamess;gaussian;molpro;nwchem,gamess:426;gaussian:426;nwchem:426,ccECP,aug-cc-pV6Z,aug-cc-pV6Z-ccECP,-ccECP,As:aug-cc-pV6Z-ccECP,34,50,i,"7s,7p,6d,5f,4g,3h,2i","15s,15p,6d,5f,4g,3h,2i",source library name plus declared suffix '-ccECP',PASS,by_element/As/As.aug-cc-pV6Z.cfour
As,33,recipes/As/ccECP,As.aug-cc-pVDZ.gamess,gamess,gamess;gaussian;molpro;nwchem,gamess:248;gaussian:248;nwchem:248,ccECP,aug-cc-pVDZ,aug-cc-pVDZ-ccECP,-ccECP,As:aug-cc-pVDZ-ccECP,8,24,d,"3s,3p,2d","11s,11p,2d",source library name plus declared suffix '-ccECP',PASS,by_element/As/As.aug-cc-pVDZ.cfour
As,33,recipes/As/ccECP,As.aug-cc-pVQZ.gamess,gamess,gamess;gaussian;molpro;nwchem,gamess:326;gaussian:326;nwchem:326,ccECP,aug-cc-pVQZ,aug-cc-pVQZ-ccECP,-ccECP,As:aug-cc-pVQZ-ccECP,19,35,g,"5s,5p,4d,3f,2g","13s,13p,4d,3f,2g",source library name plus declared suffix '-ccECP',PASS,by_element/As/As.aug-cc-pVQZ.cfour
As,33,recipes/As/ccECP,As.aug-cc-pVTZ.gamess,gamess,gamess;gaussian;molpro;nwchem,gamess:284;gaussian:284;nwchem:284,ccECP,aug-cc-pVTZ,aug-cc-pVTZ-ccECP,-ccECP,As:aug-cc-pVTZ-ccECP,13,29,f,"4s,4p,3d,2f","12s,12p,3d,2f",source library name plus declared suffix '-ccECP',PASS,by_element/As/As.aug-cc-pVTZ.cfour
As,33,recipes/As/ccECP,As.cc-pV5Z.gamess,gamess,gamess;gaussian;molpro;nwchem,gamess:331;gaussian:331;nwchem:331,ccECP,cc-pV5Z,cc-pV5Z-ccECP,-ccECP,As:cc-pV5Z-ccECP,20,36,h,"5s,5p,4d,3f,2g,1h","13s,13p,4d,3f,2g,1h",source library name plus declared suffix '-ccECP',PASS,by_element/As/As.cc-pV5Z.cfour
As,33,recipes/As/ccECP,As.cc-pV6Z.gamess,gamess,gamess;gaussian;molpro;nwchem,gamess:385;gaussian:385;nwchem:385,ccECP,cc-pV6Z,cc-pV6Z-ccECP,-ccECP,As:cc-pV6Z-ccECP,27,43,i,"6s,6p,5d,4f,3g,2h,1i","14s,14p,5d,4f,3g,2h,1i",source library name plus declared suffix '-ccECP',PASS,by_element/As/As.cc-pV6Z.cfour
As,33,recipes/As/ccECP,As.cc-pVDZ.gamess,gamess,gamess;gaussian;molpro;nwchem,gamess:229;gaussian:229;nwchem:229,ccECP,cc-pVDZ,cc-pVDZ-ccECP,-ccECP,As:cc-pVDZ-ccECP,5,21,d,"2s,2p,1d","10s,10p,1d",source library name plus declared suffix '-ccECP',PASS,by_element/As/As.cc-pVDZ.cfour
As,33,recipes/As/ccECP,As.cc-pVQZ.gamess,gamess,gamess;gaussian;molpro;nwchem,gamess:295;gaussian:295;nwchem:295,ccECP,cc-pVQZ,cc-pVQZ-ccECP,-ccECP,As:cc-pVQZ-ccECP,14,30,g,"4s,4p,3d,2f,1g","12s,12p,3d,2f,1g",source library name plus declared suffix '-ccECP',PASS,by_element/As/As.cc-pVQZ.cfour
As,33,recipes/As/ccECP,As.cc-pVTZ.gamess,gamess,gamess;gaussian;molpro;nwchem,gamess:259;gaussian:259;nwchem:259,ccECP,cc-pVTZ,cc-pVTZ-ccECP,-ccECP,As:cc-pVTZ-ccECP,9,25,f,"3s,3p,2d,1f","11s,11p,2d,1f",source library name plus declared suffix '-ccECP',PASS,by_element/As/As.cc-pVTZ.cfour
Au,79,recipes/Au/ccECP,Au.aug-cc-pCV5Z.gamess,gamess,dirac;gamess;gaussian;molpro;nwchem,gamess:2844;gaussian:2844;nwchem:2844,ccECP,aug-cc-pCV5Z,aug-cc-pCV5Z-ccECP,-ccECP,Au:aug-cc-pCV5Z-ccECP,47,251,i,"10s,10p,9d,6f,5g,4h,3i","16s,16p,16d,6f,5g,4h,3i",source library name plus declared suffix '-ccECP',PASS,by_element/Au/Au.aug-cc-pCV5Z.cfour
Au,79,recipes/Au/ccECP,Au.aug-cc-pCVDZ.gamess,gamess,dirac;gamess;gaussian;molpro;nwchem,gamess:1269;gaussian:1269;nwchem:1269,ccECP,aug-cc-pCVDZ,aug-cc-pCVDZ-ccECP,-ccECP,Au:aug-cc-pCVDZ-ccECP,20,116,f,"6s,6p,5d,3f","15s,15p,15d,3f",source library name plus declared suffix '-ccECP',PASS,by_element/Au/Au.aug-cc-pCVDZ.cfour
Au,79,recipes/Au/ccECP,Au.aug-cc-pCVQZ.gamess,gamess,dirac;gamess;gaussian;molpro;nwchem,gamess:2307;gaussian:2307;nwchem:2307,ccECP,aug-cc-pCVQZ,aug-cc-pCVQZ-ccECP,-ccECP,Au:aug-cc-pCVQZ-ccECP,38,206,h,"9s,9p,8d,5f,4g,3h","16s,16p,16d,5f,4g,3h",source library name plus declared suffix '-ccECP',PASS,by_element/Au/Au.aug-cc-pCVQZ.cfour
Au,79,recipes/Au/ccECP,Au.aug-cc-pCVTZ.gamess,gamess,dirac;gamess;gaussian;molpro;nwchem,gamess:1789;gaussian:1789;nwchem:1789,ccECP,aug-cc-pCVTZ,aug-cc-pCVTZ-ccECP,-ccECP,Au:aug-cc-pCVTZ-ccECP,30,162,g,"8s,8p,7d,4f,3g","16s,16p,16d,4f,3g",source library name plus declared suffix '-ccECP',PASS,by_element/Au/Au.aug-cc-pCVTZ.cfour
Au,79,recipes/Au/ccECP,Au.aug-cc-pV5Z.gamess,gamess,dirac;gamess;gaussian;molpro;nwchem,gamess:2785;gaussian:2785;nwchem:2785,ccECP,aug-cc-pV5Z,aug-cc-pV5Z-ccECP,-ccECP,Au:aug-cc-pV5Z-ccECP,37,241,i,"8s,8p,7d,5f,4g,3h,2i","14s,14p,14d,5f,4g,3h,2i",source library name plus declared suffix '-ccECP',PASS,by_element/Au/Au.aug-cc-pV5Z.cfour
Au,79,recipes/Au/ccECP,Au.aug-cc-pVDZ.gamess,gamess,dirac;gamess;gaussian;molpro;nwchem,gamess:1245;gaussian:1245;nwchem:1245,ccECP,aug-cc-pVDZ,aug-cc-pVDZ-ccECP,-ccECP,Au:aug-cc-pVDZ-ccECP,16,112,f,"5s,5p,4d,2f","14s,14p,14d,2f",source library name plus declared suffix '-ccECP',PASS,by_element/Au/Au.aug-cc-pVDZ.cfour
Au,79,recipes/Au/ccECP,Au.aug-cc-pVQZ.gamess,gamess,dirac;gamess;gaussian;molpro;nwchem,gamess:2255;gaussian:2255;nwchem:2255,ccECP,aug-cc-pVQZ,aug-cc-pVQZ-ccECP,-ccECP,Au:aug-cc-pVQZ-ccECP,29,197,h,"7s,7p,6d,4f,3g,2h","14s,14p,14d,4f,3g,2h",source library name plus declared suffix '-ccECP',PASS,by_element/Au/Au.aug-cc-pVQZ.cfour
Au,79,recipes/Au/ccECP,Au.aug-cc-pVTZ.gamess,gamess,dirac;gamess;gaussian;molpro;nwchem,gamess:1742;gaussian:1742;nwchem:1742,ccECP,aug-cc-pVTZ,aug-cc-pVTZ-ccECP,-ccECP,Au:aug-cc-pVTZ-ccECP,22,154,g,"6s,6p,5d,3f,2g","14s,14p,14d,3f,2g",source library name plus declared suffix '-ccECP',PASS,by_element/Au/Au.aug-cc-pVTZ.cfour
Au,79,recipes/Au/ccECP,Au.cc-pCV5Z.gamess,gamess,dirac;gamess;gaussian;molpro;nwchem,gamess:2806;gaussian:2806;nwchem:2806,ccECP,cc-pCV5Z,cc-pCV5Z-ccECP,-ccECP,Au:cc-pCV5Z-ccECP,40,244,i,"9s,9p,8d,5f,4g,3h,2i","15s,15p,15d,5f,4g,3h,2i",source library name plus declared suffix '-ccECP',PASS,by_element/Au/Au.cc-pCV5Z.cfour
Au,79,recipes/Au/ccECP,Au.cc-pCVDZ.gamess,gamess,dirac;gamess;gaussian;molpro;nwchem,gamess:1246;gaussian:1246;nwchem:1246,ccECP,cc-pCVDZ,cc-pCVDZ-ccECP,-ccECP,Au:cc-pCVDZ-ccECP,16,112,f,"5s,5p,4d,2f","14s,14p,14d,2f",source library name plus declared suffix '-ccECP',PASS,by_element/Au/Au.cc-pCVDZ.cfour
Au,79,recipes/Au/ccECP,Au.cc-pCVQZ.gamess,gamess,dirac;gamess;gaussian;molpro;nwchem,gamess:2274;gaussian:2274;nwchem:2274,ccECP,cc-pCVQZ,cc-pCVQZ-ccECP,-ccECP,Au:cc-pCVQZ-ccECP,32,200,h,"8s,8p,7d,4f,3g,2h","15s,15p,15d,4f,3g,2h",source library name plus declared suffix '-ccECP',PASS,by_element/Au/Au.cc-pCVQZ.cfour
Au,79,recipes/Au/ccECP,Au.cc-pCVTZ.gamess,gamess,dirac;gamess;gaussian;molpro;nwchem,gamess:1761;gaussian:1761;nwchem:1761,ccECP,cc-pCVTZ,cc-pCVTZ-ccECP,-ccECP,Au:cc-pCVTZ-ccECP,25,157,g,"7s,7p,6d,3f,2g","15s,15p,15d,3f,2g",source library name plus declared suffix '-ccECP',PASS,by_element/Au/Au.cc-pCVTZ.cfour
Au,79,recipes/Au/ccECP,Au.cc-pV5Z.gamess,gamess,dirac;gamess;gaussian;molpro;nwchem,gamess:2747;gaussian:2747;nwchem:2747,ccECP,cc-pV5Z,cc-pV5Z-ccECP,-ccECP,Au:cc-pV5Z-ccECP,30,234,i,"7s,7p,6d,4f,3g,2h,1i","13s,13p,13d,4f,3g,2h,1i",source library name plus declared suffix '-ccECP',PASS,by_element/Au/Au.cc-pV5Z.cfour
Au,79,recipes/Au/ccECP,Au.cc-pVDZ.gamess,gamess,dirac;gamess;gaussian;molpro;nwchem,gamess:1222;gaussian:1222;nwchem:1222,ccECP,cc-pVDZ,cc-pVDZ-ccECP,-ccECP,Au:cc-pVDZ-ccECP,12,108,f,"4s,4p,3d,1f","13s,13p,13d,1f",source library name plus declared suffix '-ccECP',PASS,by_element/Au/Au.cc-pVDZ.cfour
Au,79,recipes/Au/ccECP,Au.cc-pVQZ.gamess,gamess,dirac;gamess;gaussian;molpro;nwchem,gamess:2222;gaussian:2222;nwchem:2222,ccECP,cc-pVQZ,cc-pVQZ-ccECP,-ccECP,Au:cc-pVQZ-ccECP,23,191,h,"6s,6p,5d,3f,2g,1h","13s,13p,13d,3f,2g,1h",source library name plus declared suffix '-ccECP',PASS,by_element/Au/Au.cc-pVQZ.cfour
Au,79,recipes/Au/ccECP,Au.cc-pVTZ.gamess,gamess,dirac;gamess;gaussian;molpro;nwchem,gamess:1714;gaussian:1714;nwchem:1714,ccECP,cc-pVTZ,cc-pVTZ-ccECP,-ccECP,Au:cc-pVTZ-ccECP,17,149,g,"5s,5p,4d,2f,1g","13s,13p,13d,2f,1g",source library name plus declared suffix '-ccECP',PASS,by_element/Au/Au.cc-pVTZ.cfour
