element,atomic_number,source_recipe_dir,source_filename,source_format,source_origin,library_family,orbital_basis,source_name,cfour_name,ri_infix,label_suffix,cfour_label,n_functions,n_primitives,max_L,composition,uncontracted,name_transformation,cfour_file
S,16,recipes/S/ccECP,S.aug-cc-pV5Z.AutoAuxC.orca,AutoAuxC.orca,library,ccECP,aug-cc-pV5Z,aug-cc-pV5Z,aug-cc-pV5Z-RI-ccECP,-RI,-ccECP,S:aug-cc-pV5Z-RI-ccECP,53,53,i,s11 p11 d10 f6 g6 h5 i4,yes,orbital name plus '-RI' plus declared suffix '-ccECP',by_element/S/S.aug-cc-pV5Z-RI.cfour
S,16,recipes/S/ccECP,S.aug-cc-pV6Z.AutoAuxC.orca,AutoAuxC.orca,library,ccECP,aug-cc-pV6Z,aug-cc-pV6Z,aug-cc-pV6Z-RI-ccECP,-RI,-ccECP,S:aug-cc-pV6Z-RI-ccECP,61,61,k,s12 p11 d11 f7 g6 h6 i4 k4,yes,orbital name plus '-RI' plus declared suffix '-ccECP',by_element/S/S.aug-cc-pV6Z-RI.cfour
S,16,recipes/S/ccECP,S.aug-cc-pVDZ.AutoAuxC.orca,AutoAuxC.orca,library,ccECP,aug-cc-pVDZ,aug-cc-pVDZ,aug-cc-pVDZ-RI-ccECP,-RI,-ccECP,S:aug-cc-pVDZ-RI-ccECP,31,31,f,s11 p9 d8 f3,yes,orbital name plus '-RI' plus declared suffix '-ccECP',by_element/S/S.aug-cc-pVDZ-RI.cfour
S,16,recipes/S/ccECP,S.aug-cc-pVQZ.AutoAuxC.orca,AutoAuxC.orca,library,ccECP,aug-cc-pVQZ,aug-cc-pVQZ,aug-cc-pVQZ-RI-ccECP,-RI,-ccECP,S:aug-cc-pVQZ-RI-ccECP,47,47,h,s11 p11 d10 f6 g5 h4,yes,orbital name plus '-RI' plus declared suffix '-ccECP',by_element/S/S.aug-cc-pVQZ-RI.cfour
S,16,recipes/S/ccECP,S.aug-cc-pVTZ.AutoAuxC.orca,AutoAuxC.orca,library,ccECP,aug-cc-pVTZ,aug-cc-pVTZ,aug-cc-pVTZ-RI-ccECP,-RI,-ccECP,S:aug-cc-pVTZ-RI-ccECP,39,39,g,s11 p10 d9 f5 g4,yes,orbital name plus '-RI' plus declared suffix '-ccECP',by_element/S/S.aug-cc-pVTZ-RI.cfour
S,16,recipes/S/ccECP,S.cc-pV5Z.AutoAuxC.orca,AutoAuxC.orca,library,ccECP,cc-pV5Z,cc-pV5Z,cc-pV5Z-RI-ccECP,-RI,-ccECP,S:cc-pV5Z-RI-ccECP,50,50,i,s11 p11 d10 f6 g5 h4 i3,yes,orbital name plus '-RI' plus declared suffix '-ccECP',by_element/S/S.cc-pV5Z-RI.cfour
S,16,recipes/S/ccECP,S.cc-pV6Z.AutoAuxC.orca,AutoAuxC.orca,library,ccECP,cc-pV6Z,cc-pV6Z,cc-pV6Z-RI-ccECP,-RI,-ccECP,S:cc-pV6Z-RI-ccECP,56,56,k,s11 p11 d10 f6 g6 h5 i4 k3,yes,orbital name plus '-RI' plus declared suffix '-ccECP',by_element/S/S.cc-pV6Z-RI.cfour
S,16,recipes/S/ccECP,S.cc-pVDZ.AutoAuxC.orca,AutoAuxC.orca,library,ccECP,cc-pVDZ,cc-pVDZ,cc-pVDZ-RI-ccECP,-RI,-ccECP,S:cc-pVDZ-RI-ccECP,30,30,f,s11 p9 d8 f2,yes,orbital name plus '-RI' plus declared suffix '-ccECP',by_element/S/S.cc-pVDZ-RI.cfour
S,16,recipes/S/ccECP,S.cc-pVQZ.AutoAuxC.orca,AutoAuxC.orca,library,ccECP,cc-pVQZ,cc-pVQZ,cc-pVQZ-RI-ccECP,-RI,-ccECP,S:cc-pVQZ-RI-ccECP,44,44,h,s11 p11 d10 f5 g4 h3,yes,orbital name plus '-RI' plus declared suffix '-ccECP',by_element/S/S.cc-pVQZ-RI.cfour
S,16,recipes/S/ccECP,S.cc-pVTZ.AutoAuxC.orca,AutoAuxC.orca,library,ccECP,cc-pVTZ,cc-pVTZ,cc-pVTZ-RI-ccECP,-RI,-ccECP,S:cc-pVTZ-RI-ccECP,37,37,g,s11 p10 d9 f4 g3,yes,orbital name plus '-RI' plus declared suffix '-ccECP',by_element/S/S.cc-pVTZ-RI.cfour
Sb,51,recipes/Sb/ccECP,Sb.aug-cc-pV5Z.AutoAuxC.orca,AutoAuxC.orca,library,ccECP,aug-cc-pV5Z,aug-cc-pV5Z,aug-cc-pV5Z-RI-ccECP,-RI,-ccECP,Sb:aug-cc-pV5Z-RI-ccECP,57,57,k,s13 p11 d10 f6 g5 h5 i4 k3,yes,orbital name plus '-RI' plus declared suffix '-ccECP',by_element/Sb/Sb.aug-cc-pV5Z-RI.cfour
Sb,51,recipes/Sb/ccECP,Sb.aug-cc-pV6Z.AutoAuxC.orca,AutoAuxC.orca,library,ccECP,aug-cc-pV6Z,aug-cc-pV6Z,aug-cc-pV6Z-RI-ccECP,-RI,-ccECP,Sb:aug-cc-pV6Z-RI-ccECP,63,63,k,s14 p12 d11 f7 g6 h5 i4 k4,yes,orbital name plus '-RI' plus declared suffix '-ccECP',by_element/Sb/Sb.aug-cc-pV6Z-RI.cfour
Sb,51,recipes/Sb/ccECP,Sb.aug-cc-pVDZ.AutoAuxC.orca,AutoAuxC.orca,library,ccECP,aug-cc-pVDZ,aug-cc-pVDZ,aug-cc-pVDZ-RI-ccECP,-RI,-ccECP,Sb:aug-cc-pVDZ-RI-ccECP,33,33,g,s11 p9 d7 f3 g3,yes,orbital name plus '-RI' plus declared suffix '-ccECP',by_element/Sb/Sb.aug-cc-pVDZ-RI.cfour
Sb,51,recipes/Sb/ccECP,Sb.aug-cc-pVQZ.AutoAuxC.orca,AutoAuxC.orca,library,ccECP,aug-cc-pVQZ,aug-cc-pVQZ,aug-cc-pVQZ-RI-ccECP,-RI,-ccECP,Sb:aug-cc-pVQZ-RI-ccECP,50,50,i,s12 p11 d10 f5 g5 h4 i3,yes,orbital name plus '-RI' plus declared suffix '-ccECP',by_element/Sb/Sb.aug-cc-pVQZ-RI.cfour
Sb,51,recipes/Sb/ccECP,Sb.aug-cc-pVTZ.AutoAuxC.orca,AutoAuxC.orca,library,ccECP,aug-cc-pVTZ,aug-cc-pVTZ,aug-cc-pVTZ-RI-ccECP,-RI,-ccECP,Sb:aug-cc-pVTZ-RI-ccECP,44,44,h,s12 p10 d9 f5 g5 h3,yes,orbital name plus '-RI' plus declared suffix '-ccECP',by_element/Sb/Sb.aug-cc-pVTZ-RI.cfour
Sb,51,recipes/Sb/ccECP,Sb.cc-pV5Z.AutoAuxC.orca,AutoAuxC.orca,library,ccECP,cc-pV5Z,cc-pV5Z,cc-pV5Z-RI-ccECP,-RI,-ccECP,Sb:cc-pV5Z-RI-ccECP,52,52,k,s12 p11 d10 f5 g4 h4 i3 k3,yes,orbital name plus '-RI' plus declared suffix '-ccECP',by_element/Sb/Sb.cc-pV5Z-RI.cfour
Sb,51,recipes/Sb/ccECP,Sb.cc-pV6Z.AutoAuxC.orca,AutoAuxC.orca,library,ccECP,cc-pV6Z,cc-pV6Z,cc-pV6Z-RI-ccECP,-RI,-ccECP,Sb:cc-pV6Z-RI-ccECP,55,55,k,s13 p11 d10 f6 g5 h4 i3 k3,yes,orbital name plus '-RI' plus declared suffix '-ccECP',by_element/Sb/Sb.cc-pV6Z-RI.cfour
Sb,51,recipes/Sb/ccECP,Sb.cc-pVDZ.AutoAuxC.orca,AutoAuxC.orca,library,ccECP,cc-pVDZ,cc-pVDZ,cc-pVDZ-RI-ccECP,-RI,-ccECP,Sb:cc-pVDZ-RI-ccECP,27,27,g,s9 p8 d7 f2 g1,yes,orbital name plus '-RI' plus declared suffix '-ccECP',by_element/Sb/Sb.cc-pVDZ-RI.cfour
Sb,51,recipes/Sb/ccECP,Sb.cc-pVQZ.AutoAuxC.orca,AutoAuxC.orca,library,ccECP,cc-pVQZ,cc-pVQZ,cc-pVQZ-RI-ccECP,-RI,-ccECP,Sb:cc-pVQZ-RI-ccECP,45,45,i,s12 p10 d9 f4 g4 h3 i3,yes,orbital name plus '-RI' plus declared suffix '-ccECP',by_element/Sb/Sb.cc-pVQZ-RI.cfour
Sb,51,recipes/Sb/ccECP,Sb.cc-pVTZ.AutoAuxC.orca,AutoAuxC.orca,library,ccECP,cc-pVTZ,cc-pVTZ,cc-pVTZ-RI-ccECP,-RI,-ccECP,Sb:cc-pVTZ-RI-ccECP,41,41,h,s12 p10 d9 f4 g4 h2,yes,orbital name plus '-RI' plus declared suffix '-ccECP',by_element/Sb/Sb.cc-pVTZ-RI.cfour
Sc,21,recipes/Sc/ccECP,Sc.aug-cc-pCV5Z.AutoAuxC.orca,AutoAuxC.orca,library,ccECP,aug-cc-pCV5Z,aug-cc-pCV5Z,aug-cc-pCV5Z-RI-ccECP,-RI,-ccECP,Sc:aug-cc-pCV5Z-RI-ccECP,94,94,k,s17 p15 d14 f14 g14 h8 i6 k6,yes,orbital name plus '-RI' plus declared suffix '-ccECP',by_element/Sc/Sc.aug-cc-pCV5Z-RI.cfour
Sc,21,recipes/Sc/ccECP,Sc.aug-cc-pCVDZ.AutoAuxC.orca,AutoAuxC.orca,library,ccECP,aug-cc-pCVDZ,aug-cc-pCVDZ,aug-cc-pCVDZ-RI-ccECP,-RI,-ccECP,Sc:aug-cc-pCVDZ-RI-ccECP,80,80,h,s17 p15 d14 f14 g14 h6,yes,orbital name plus '-RI' plus declared suffix '-ccECP',by_element/Sc/Sc.aug-cc-pCVDZ-RI.cfour
Sc,21,recipes/Sc/ccECP,Sc.aug-cc-pCVQZ.AutoAuxC.orca,AutoAuxC.orca,library,ccECP,aug-cc-pCVQZ,aug-cc-pCVQZ,aug-cc-pCVQZ-RI-ccECP,-RI,-ccECP,Sc:aug-cc-pCVQZ-RI-ccECP,93,93,k,s17 p15 d14 f14 g14 h8 i6 k5,yes,orbital name plus '-RI' plus declared suffix '-ccECP',by_element/Sc/Sc.aug-cc-pCVQZ-RI.cfour
Sc,21,recipes/Sc/ccECP,Sc.aug-cc-pCVTZ.AutoAuxC.orca,AutoAuxC.orca,library,ccECP,aug-cc-pCVTZ,aug-cc-pCVTZ,aug-cc-pCVTZ-RI-ccECP,-RI,-ccECP,Sc:aug-cc-pCVTZ-RI-ccECP,83,83,i,s16 p15 d14 f13 g13 h7 i5,yes,orbital name plus '-RI' plus declared suffix '-ccECP',by_element/Sc/Sc.aug-cc-pCVTZ-RI.cfour
Sc,21,recipes/Sc/ccECP,Sc.aug-cc-pV5Z.AutoAuxC.orca,AutoAuxC.orca,library,ccECP,aug-cc-pV5Z,aug-cc-pV5Z,aug-cc-pV5Z-RI-ccECP,-RI,-ccECP,Sc:aug-cc-pV5Z-RI-ccECP,87,87,k,s16 p14 d13 f13 g13 h7 i6 k5,yes,orbital name plus '-RI' plus declared suffix '-ccECP',by_element/Sc/Sc.aug-cc-pV5Z-RI.cfour
Sc,21,recipes/Sc/ccECP,Sc.aug-cc-pVDZ.AutoAuxC.orca,AutoAuxC.orca,library,ccECP,aug-cc-pVDZ,aug-cc-pVDZ,aug-cc-pVDZ-RI-ccECP,-RI,-ccECP,Sc:aug-cc-pVDZ-RI-ccECP,62,62,h,s14 p12 d11 f11 g10 h4,yes,orbital name plus '-RI' plus declared suffix '-ccECP',by_element/Sc/Sc.aug-cc-pVDZ-RI.cfour
Sc,21,recipes/Sc/ccECP,Sc.aug-cc-pVQZ.AutoAuxC.orca,AutoAuxC.orca,library,ccECP,aug-cc-pVQZ,aug-cc-pVQZ,aug-cc-pVQZ-RI-ccECP,-RI,-ccECP,Sc:aug-cc-pVQZ-RI-ccECP,90,90,k,s16 p15 d14 f14 g13 h7 i6 k5,yes,orbital name plus '-RI' plus declared suffix '-ccECP',by_element/Sc/Sc.aug-cc-pVQZ-RI.cfour
Sc,21,recipes/Sc/ccECP,Sc.aug-cc-pVTZ.AutoAuxC.orca,AutoAuxC.orca,library,ccECP,aug-cc-pVTZ,aug-cc-pVTZ,aug-cc-pVTZ-RI-ccECP,-RI,-ccECP,Sc:aug-cc-pVTZ-RI-ccECP,69,69,i,s14 p12 d11 f11 g11 h6 i4,yes,orbital name plus '-RI' plus declared suffix '-ccECP',by_element/Sc/Sc.aug-cc-pVTZ-RI.cfour
Sc,21,recipes/Sc/ccECP,Sc.cc-pCV5Z.AutoAuxC.orca,AutoAuxC.orca,library,ccECP,cc-pCV5Z,cc-pCV5Z,cc-pCV5Z-RI-ccECP,-RI,-ccECP,Sc:cc-pCV5Z-RI-ccECP,84,84,k,s15 p14 d13 f13 g12 h7 i5 k5,yes,orbital name plus '-RI' plus declared suffix '-ccECP',by_element/Sc/Sc.cc-pCV5Z-RI.cfour
Sc,21,recipes/Sc/ccECP,Sc.cc-pCVDZ.AutoAuxC.orca,AutoAuxC.orca,library,ccECP,cc-pCVDZ,cc-pCVDZ,cc-pCVDZ-RI-ccECP,-RI,-ccECP,Sc:cc-pCVDZ-RI-ccECP,73,73,h,s15 p14 d13 f13 g13 h5,yes,orbital name plus '-RI' plus declared suffix '-ccECP',by_element/Sc/Sc.cc-pCVDZ-RI.cfour
Sc,21,recipes/Sc/ccECP,Sc.cc-pCVQZ.AutoAuxC.orca,AutoAuxC.orca,library,ccECP,cc-pCVQZ,cc-pCVQZ,cc-pCVQZ-RI-ccECP,-RI,-ccECP,Sc:cc-pCVQZ-RI-ccECP,81,81,k,s15 p14 d13 f12 g12 h6 i5 k4,yes,orbital name plus '-RI' plus declared suffix '-ccECP',by_element/Sc/Sc.cc-pCVQZ-RI.cfour
Sc,21,recipes/Sc/ccECP,Sc.cc-pCVTZ.AutoAuxC.orca,AutoAuxC.orca,library,ccECP,cc-pCVTZ,cc-pCVTZ,cc-pCVTZ-RI-ccECP,-RI,-ccECP,Sc:cc-pCVTZ-RI-ccECP,73,73,i,s15 p13 d12 f12 g12 h5 i4,yes,orbital name plus '-RI' plus declared suffix '-ccECP',by_element/Sc/Sc.cc-pCVTZ-RI.cfour
Sc,21,recipes/Sc/ccECP,Sc.cc-pV5Z.AutoAuxC.orca,AutoAuxC.orca,library,ccECP,cc-pV5Z,cc-pV5Z,cc-pV5Z-RI-ccECP,-RI,-ccECP,Sc:cc-pV5Z-RI-ccECP,79,79,k,s15 p13 d12 f12 g12 h6 i5 k4,yes,orbital name plus '-RI' plus declared suffix '-ccECP',by_element/Sc/Sc.cc-pV5Z-RI.cfour
Sc,21,recipes/Sc/ccECP,Sc.cc-pVDZ.AutoAuxC.orca,AutoAuxC.orca,library,ccECP,cc-pVDZ,cc-pVDZ,cc-pVDZ-RI-ccECP,-RI,-ccECP,Sc:cc-pVDZ-RI-ccECP,54,54,h,s13 p11 d10 f9 g9 h2,yes,orbital name plus '-RI' plus declared suffix '-ccECP',by_element/Sc/Sc.cc-pVDZ-RI.cfour
Sc,21,recipes/Sc/ccECP,Sc.cc-pVQZ.AutoAuxC.orca,AutoAuxC.orca,library,ccECP,cc-pVQZ,cc-pVQZ,cc-pVQZ-RI-ccECP,-RI,-ccECP,Sc:cc-pVQZ-RI-ccECP,78,78,k,s15 p13 d12 f12 g12 h6 i4 k4,yes,orbital name plus '-RI' plus declared suffix '-ccECP',by_element/Sc/Sc.cc-pVQZ-RI.cfour
Sc,21,recipes/Sc/ccECP,Sc.cc-pVTZ.AutoAuxC.orca,AutoAuxC.orca,library,ccECP,cc-pVTZ,cc-pVTZ,cc-pVTZ-RI-ccECP,-RI,-ccECP,Sc:cc-pVTZ-RI-ccECP,61,61,i,s13 p11 d10 f10 g10 h4 i3,yes,orbital name plus '-RI' plus declared suffix '-ccECP',by_element/Sc/Sc.cc-pVTZ-RI.cfour
Se,34,recipes/Se/ccECP,Se.aug-cc-pV5Z.AutoAuxC.orca,AutoAuxC.orca,library,ccECP,aug-cc-pV5Z,aug-cc-pV5Z,aug-cc-pV5Z-RI-ccECP,-RI,-ccECP,Se:aug-cc-pV5Z-RI-ccECP,61,61,k,s13 p12 d11 f6 g6 h5 i4 k4,yes,orbital name plus '-RI' plus declared suffix '-ccECP',by_element/Se/Se.aug-cc-pV5Z-RI.cfour
Se,34,recipes/Se/ccECP,Se.aug-cc-pV6Z.AutoAuxC.orca,AutoAuxC.orca,library,ccECP,aug-cc-pV6Z,aug-cc-pV6Z,aug-cc-pV6Z-RI-ccECP,-RI,-ccECP,Se:aug-cc-pV6Z-RI-ccECP,62,62,k,s14 p12 d11 f6 g6 h5 i4 k4,yes,orbital name plus '-RI' plus declared suffix '-ccECP',by_element/Se/Se.aug-cc-pV6Z-RI.cfour
Se,34,recipes/Se/ccECP,Se.aug-cc-pVDZ.AutoAuxC.orca,AutoAuxC.orca,library,ccECP,aug-cc-pVDZ,aug-cc-pVDZ,aug-cc-pVDZ-RI-ccECP,-RI,-ccECP,Se:aug-cc-pVDZ-RI-ccECP,34,34,g,s11 p9 d8 f3 g3,yes,orbital name plus '-RI' plus declared suffix '-ccECP',by_element/Se/Se.aug-cc-pVDZ-RI.cfour
Se,34,recipes/Se/ccECP,Se.aug-cc-pVQZ.AutoAuxC.orca,AutoAuxC.orca,library,ccECP,aug-cc-pVQZ,aug-cc-pVQZ,aug-cc-pVQZ-RI-ccECP,-RI,-ccECP,Se:aug-cc-pVQZ-RI-ccECP,51,51,i,s13 p11 d10 f5 g5 h4 i3,yes,orbital name plus '-RI' plus declared suffix '-ccECP',by_element/Se/Se.aug-cc-pVQZ-RI.cfour
Se,34,recipes/Se/ccECP,Se.aug-cc-pVTZ.AutoAuxC.orca,AutoAuxC.orca,library,ccECP,aug-cc-pVTZ,aug-cc-pVTZ,aug-cc-pVTZ-RI-ccECP,-RI,-ccECP,Se:aug-cc-pVTZ-RI-ccECP,42,42,h,s12 p10 d9 f4 g4 h3,yes,orbital name plus '-RI' plus declared suffix '-ccECP',by_element/Se/Se.aug-cc-pVTZ-RI.cfour
Se,34,recipes/Se/ccECP,Se.cc-pV5Z.AutoAuxC.orca,AutoAuxC.orca,library,ccECP,cc-pV5Z,cc-pV5Z,cc-pV5Z-RI-ccECP,-RI,-ccECP,Se:cc-pV5Z-RI-ccECP,52,52,k,s12 p10 d10 f5 g5 h4 i3 k3,yes,orbital name plus '-RI' plus declared suffix '-ccECP',by_element/Se/Se.cc-pV5Z-RI.cfour
Se,34,recipes/Se/ccECP,Se.cc-pV6Z.AutoAuxC.orca,AutoAuxC.orca,library,ccECP,cc-pV6Z,cc-pV6Z,cc-pV6Z-RI-ccECP,-RI,-ccECP,Se:cc-pV6Z-RI-ccECP,54,54,k,s13 p11 d10 f5 g5 h4 i3 k3,yes,orbital name plus '-RI' plus declared suffix '-ccECP',by_element/Se/Se.cc-pV6Z-RI.cfour
Se,34,recipes/Se/ccECP,Se.cc-pVDZ.AutoAuxC.orca,AutoAuxC.orca,library,ccECP,cc-pVDZ,cc-pVDZ,cc-pVDZ-RI-ccECP,-RI,-ccECP,Se:cc-pVDZ-RI-ccECP,28,28,g,s10 p8 d7 f2 g1,yes,orbital name plus '-RI' plus declared suffix '-ccECP',by_element/Se/Se.cc-pVDZ-RI.cfour
Se,34,recipes/Se/ccECP,Se.cc-pVQZ.AutoAuxC.orca,AutoAuxC.orca,library,ccECP,cc-pVQZ,cc-pVQZ,cc-pVQZ-RI-ccECP,-RI,-ccECP,Se:cc-pVQZ-RI-ccECP,45,45,i,s12 p10 d9 f4 g4 h3 i3,yes,orbital name plus '-RI' plus declared suffix '-ccECP',by_element/Se/Se.cc-pVQZ-RI.cfour
Se,34,recipes/Se/ccECP,Se.cc-pVTZ.AutoAuxC.orca,AutoAuxC.orca,library,ccECP,cc-pVTZ,cc-pVTZ,cc-pVTZ-RI-ccECP,-RI,-ccECP,Se:cc-pVTZ-RI-ccECP,36,36,h,s11 p9 d8 f3 g3 h2,yes,orbital name plus '-RI' plus declared suffix '-ccECP',by_element/Se/Se.cc-pVTZ-RI.cfour
Si,14,recipes/Si/ccECP,Si.aug-cc-pV5Z.AutoAuxC.orca,AutoAuxC.orca,library,ccECP,aug-cc-pV5Z,aug-cc-pV5Z,aug-cc-pV5Z-RI-ccECP,-RI,-ccECP,Si:aug-cc-pV5Z-RI-ccECP,54,54,i,s11 p11 d10 f7 g6 h5 i4,yes,orbital name plus '-RI' plus declared suffix '-ccECP',by_element/Si/Si.aug-cc-pV5Z-RI.cfour
Si,14,recipes/Si/ccECP,Si.aug-cc-pV6Z.AutoAuxC.orca,AutoAuxC.orca,library,ccECP,aug-cc-pV6Z,aug-cc-pV6Z,aug-cc-pV6Z-RI-ccECP,-RI,-ccECP,Si:aug-cc-pV6Z-RI-ccECP,63,63,k,s12 p12 d11 f7 g7 h6 i4 k4,yes,orbital name plus '-RI' plus declared suffix '-ccECP',by_element/Si/Si.aug-cc-pV6Z-RI.cfour
Si,14,recipes/Si/ccECP,Si.aug-cc-pVDZ.AutoAuxC.orca,AutoAuxC.orca,library,ccECP,aug-cc-pVDZ,aug-cc-pVDZ,aug-cc-pVDZ-RI-ccECP,-RI,-ccECP,Si:aug-cc-pVDZ-RI-ccECP,31,31,f,s11 p9 d8 f3,yes,orbital name plus '-RI' plus declared suffix '-ccECP',by_element/Si/Si.aug-cc-pVDZ-RI.cfour
Si,14,recipes/Si/ccECP,Si.aug-cc-pVQZ.AutoAuxC.orca,AutoAuxC.orca,library,ccECP,aug-cc-pVQZ,aug-cc-pVQZ,aug-cc-pVQZ-RI-ccECP,-RI,-ccECP,Si:aug-cc-pVQZ-RI-ccECP,49,49,h,s12 p11 d10 f6 g5 h5,yes,orbital name plus '-RI' plus declared suffix '-ccECP',by_element/Si/Si.aug-cc-pVQZ-RI.cfour
Si,14,recipes/Si/ccECP,Si.aug-cc-pVTZ.AutoAuxC.orca,AutoAuxC.orca,library,ccECP,aug-cc-pVTZ,aug-cc-pVTZ,aug-cc-pVTZ-RI-ccECP,-RI,-ccECP,Si:aug-cc-pVTZ-RI-ccECP,40,40,g,s12 p10 d9 f5 g4,yes,orbital name plus '-RI' plus declared suffix '-ccECP',by_element/Si/Si.aug-cc-pVTZ-RI.cfour
Si,14,recipes/Si/ccECP,Si.cc-pV5Z.AutoAuxC.orca,AutoAuxC.orca,library,ccECP,cc-pV5Z,cc-pV5Z,cc-pV5Z-RI-ccECP,-RI,-ccECP,Si:cc-pV5Z-RI-ccECP,50,50,i,s11 p11 d10 f6 g5 h4 i3,yes,orbital name plus '-RI' plus declared suffix '-ccECP',by_element/Si/Si.cc-pV5Z-RI.cfour
Si,14,recipes/Si/ccECP,Si.cc-pV6Z.AutoAuxC.orca,AutoAuxC.orca,library,ccECP,cc-pV6Z,cc-pV6Z,cc-pV6Z-RI-ccECP,-RI,-ccECP,Si:cc-pV6Z-RI-ccECP,56,56,k,s11 p11 d10 f6 g6 h5 i4 k3,yes,orbital name plus '-RI' plus declared suffix '-ccECP',by_element/Si/Si.cc-pV6Z-RI.cfour
Si,14,recipes/Si/ccECP,Si.cc-pVDZ.AutoAuxC.orca,AutoAuxC.orca,library,ccECP,cc-pVDZ,cc-pVDZ,cc-pVDZ-RI-ccECP,-RI,-ccECP,Si:cc-pVDZ-RI-ccECP,30,30,f,s11 p9 d8 f2,yes,orbital name plus '-RI' plus declared suffix '-ccECP',by_element/Si/Si.cc-pVDZ-RI.cfour
Si,14,recipes/Si/ccECP,Si.cc-pVQZ.AutoAuxC.orca,AutoAuxC.orca,library,ccECP,cc-pVQZ,cc-pVQZ,cc-pVQZ-RI-ccECP,-RI,-ccECP,Si:cc-pVQZ-RI-ccECP,44,44,h,s11 p11 d10 f5 g4 h3,yes,orbital name plus '-RI' plus declared suffix '-ccECP',by_element/Si/Si.cc-pVQZ-RI.cfour
Si,14,recipes/Si/ccECP,Si.cc-pVTZ.AutoAuxC.orca,AutoAuxC.orca,library,ccECP,cc-pVTZ,cc-pVTZ,cc-pVTZ-RI-ccECP,-RI,-ccECP,Si:cc-pVTZ-RI-ccECP,37,37,g,s11 p10 d9 f4 g3,yes,orbital name plus '-RI' plus declared suffix '-ccECP',by_element/Si/Si.cc-pVTZ-RI.cfour
Sn,50,recipes/Sn/ccECP,Sn.aug-cc-pV5Z.AutoAuxC.orca,AutoAuxC.orca,library,ccECP,aug-cc-pV5Z,aug-cc-pV5Z,aug-cc-pV5Z-RI-ccECP,-RI,-ccECP,Sn:aug-cc-pV5Z-RI-ccECP,68,68,k,s13 p13 d12 f8 g7 h7 i5 k3,yes,orbital name plus '-RI' plus declared suffix '-ccECP',by_element/Sn/Sn.aug-cc-pV5Z-RI.cfour
Sn,50,recipes/Sn/ccECP,Sn.aug-cc-pV6Z.AutoAuxC.orca,AutoAuxC.orca,library,ccECP,aug-cc-pV6Z,aug-cc-pV6Z,aug-cc-pV6Z-RI-ccECP,-RI,-ccECP,Sn:aug-cc-pV6Z-RI-ccECP,82,82,k,s14 p14 d14 f9 g9 h9 i7 k6,yes,orbital name plus '-RI' plus declared suffix '-ccECP',by_element/Sn/Sn.aug-cc-pV6Z-RI.cfour
Sn,50,recipes/Sn/ccECP,Sn.aug-cc-pVDZ.AutoAuxC.orca,AutoAuxC.orca,library,ccECP,aug-cc-pVDZ,aug-cc-pVDZ,aug-cc-pVDZ-RI-ccECP,-RI,-ccECP,Sn:aug-cc-pVDZ-RI-ccECP,33,33,g,s11 p9 d7 f3 g3,yes,orbital name plus '-RI' plus declared suffix '-ccECP',by_element/Sn/Sn.aug-cc-pVDZ-RI.cfour
Sn,50,recipes/Sn/ccECP,Sn.aug-cc-pVQZ.AutoAuxC.orca,AutoAuxC.orca,library,ccECP,aug-cc-pVQZ,aug-cc-pVQZ,aug-cc-pVQZ-RI-ccECP,-RI,-ccECP,Sn:aug-cc-pVQZ-RI-ccECP,55,55,i,s13 p12 d11 f6 g5 h5 i3,yes,orbital name plus '-RI' plus declared suffix '-ccECP',by_element/Sn/Sn.aug-cc-pVQZ-RI.cfour
Sn,50,recipes/Sn/ccECP,Sn.aug-cc-pVTZ.AutoAuxC.orca,AutoAuxC.orca,library,ccECP,aug-cc-pVTZ,aug-cc-pVTZ,aug-cc-pVTZ-RI-ccECP,-RI,-ccECP,Sn:aug-cc-pVTZ-RI-ccECP,39,39,h,s11 p9 d8 f4 g4 h3,yes,orbital name plus '-RI' plus declared suffix '-ccECP',by_element/Sn/Sn.aug-cc-pVTZ-RI.cfour
Sn,50,recipes/Sn/ccECP,Sn.cc-pV5Z.AutoAuxC.orca,AutoAuxC.orca,library,ccECP,cc-pV5Z,cc-pV5Z,cc-pV5Z-RI-ccECP,-RI,-ccECP,Sn:cc-pV5Z-RI-ccECP,62,62,k,s13 p12 d12 f7 g6 h6 i4 k2,yes,orbital name plus '-RI' plus declared suffix '-ccECP',by_element/Sn/Sn.cc-pV5Z-RI.cfour
Sn,50,recipes/Sn/ccECP,Sn.cc-pV6Z.AutoAuxC.orca,AutoAuxC.orca,library,ccECP,cc-pV6Z,cc-pV6Z,cc-pV6Z-RI-ccECP,-RI,-ccECP,Sn:cc-pV6Z-RI-ccECP,75,75,k,s13 p13 d13 f9 g8 h7 i6 k6,yes,orbital name plus '-RI' plus declared suffix '-ccECP',by_element/Sn/Sn.cc-pV6Z-RI.cfour
Sn,50,recipes/Sn/ccECP,Sn.cc-pVDZ.AutoAuxC.orca,AutoAuxC.orca,library,ccECP,cc-pVDZ,cc-pVDZ,cc-pVDZ-RI-ccECP,-RI,-ccECP,Sn:cc-pVDZ-RI-ccECP,28,28,g,s10 p8 d7 f2 g1,yes,orbital name plus '-RI' plus declared suffix '-ccECP',by_element/Sn/Sn.cc-pVDZ-RI.cfour
