element,atomic_number,source_recipe_dir,source_filename,source_format,source_origin,library_family,orbital_basis,source_name,cfour_name,ri_infix,label_suffix,cfour_label,n_functions,n_primitives,max_L,composition,uncontracted,name_transformation,cfour_file
Ag,47,recipes/Ag/ccECP,Ag.aug-cc-pCV5Z.AutoAuxC.orca,AutoAuxC.orca,library,ccECP,aug-cc-pCV5Z,aug-cc-pCV5Z,aug-cc-pCV5Z-RI-ccECP,-RI,-ccECP,Ag:aug-cc-pCV5Z-RI-ccECP,96,96,k,s18 p16 d16 f15 g14 h7 i5 k5,yes,orbital name plus '-RI' plus declared suffix '-ccECP',by_element/Ag/Ag.aug-cc-pCV5Z-RI.cfour
Ag,47,recipes/Ag/ccECP,Ag.aug-cc-pCVDZ.AutoAuxC.orca,AutoAuxC.orca,library,ccECP,aug-cc-pCVDZ,aug-cc-pCVDZ,aug-cc-pCVDZ-RI-ccECP,-RI,-ccECP,Ag:aug-cc-pCVDZ-RI-ccECP,77,77,h,s17 p15 d14 f13 g13 h5,yes,orbital name plus '-RI' plus declared suffix '-ccECP',by_element/Ag/Ag.aug-cc-pCVDZ-RI.cfour
Ag,47,recipes/Ag/ccECP,Ag.aug-cc-pCVQZ.AutoAuxC.orca,AutoAuxC.orca,library,ccECP,aug-cc-pCVQZ,aug-cc-pCVQZ,aug-cc-pCVQZ-RI-ccECP,-RI,-ccECP,Ag:aug-cc-pCVQZ-RI-ccECP,93,93,k,s18 p16 d15 f14 g14 h7 i5 k4,yes,orbital name plus '-RI' plus declared suffix '-ccECP',by_element/Ag/Ag.aug-cc-pCVQZ-RI.cfour
Ag,47,recipes/Ag/ccECP,Ag.aug-cc-pCVTZ.AutoAuxC.orca,AutoAuxC.orca,library,ccECP,aug-cc-pCVTZ,aug-cc-pCVTZ,aug-cc-pCVTZ-RI-ccECP,-RI,-ccECP,Ag:aug-cc-pCVTZ-RI-ccECP,83,83,i,s17 p15 d14 f14 g13 h6 i4,yes,orbital name plus '-RI' plus declared suffix '-ccECP',by_element/Ag/Ag.aug-cc-pCVTZ-RI.cfour
Ag,47,recipes/Ag/ccECP,Ag.aug-cc-pV5Z.AutoAuxC.orca,AutoAuxC.orca,library,ccECP,aug-cc-pV5Z,aug-cc-pV5Z,aug-cc-pV5Z-RI-ccECP,-RI,-ccECP,Ag:aug-cc-pV5Z-RI-ccECP,93,93,k,s18 p16 d15 f14 g14 h7 i5 k4,yes,orbital name plus '-RI' plus declared suffix '-ccECP',by_element/Ag/Ag.aug-cc-pV5Z-RI.cfour
Ag,47,recipes/Ag/ccECP,Ag.aug-cc-pVDZ.AutoAuxC.orca,AutoAuxC.orca,library,ccECP,aug-cc-pVDZ,aug-cc-pVDZ,aug-cc-pVDZ-RI-ccECP,-RI,-ccECP,Ag:aug-cc-pVDZ-RI-ccECP,67,67,h,s15 p13 d12 f12 g11 h4,yes,orbital name plus '-RI' plus declared suffix '-ccECP',by_element/Ag/Ag.aug-cc-pVDZ-RI.cfour
Ag,47,recipes/Ag/ccECP,Ag.aug-cc-pVQZ.AutoAuxC.orca,AutoAuxC.orca,library,ccECP,aug-cc-pVQZ,aug-cc-pVQZ,aug-cc-pVQZ-RI-ccECP,-RI,-ccECP,Ag:aug-cc-pVQZ-RI-ccECP,87,87,k,s17 p15 d14 f14 g13 h6 i4 k4,yes,orbital name plus '-RI' plus declared suffix '-ccECP',by_element/Ag/Ag.aug-cc-pVQZ-RI.cfour
Ag,47,recipes/Ag/ccECP,Ag.aug-cc-pVTZ.AutoAuxC.orca,AutoAuxC.orca,library,ccECP,aug-cc-pVTZ,aug-cc-pVTZ,aug-cc-pVTZ-RI-ccECP,-RI,-ccECP,Ag:aug-cc-pVTZ-RI-ccECP,76,76,i,s16 p14 d13 f13 g12 h5 i3,yes,orbital name plus '-RI' plus declared suffix '-ccECP',by_element/Ag/Ag.aug-cc-pVTZ-RI.cfour
Ag,47,recipes/Ag/ccECP,Ag.cc-pCV5Z.AutoAuxC.orca,AutoAuxC.orca,library,ccECP,cc-pCV5Z,cc-pCV5Z,cc-pCV5Z-RI-ccECP,-RI,-ccECP,Ag:cc-pCV5Z-RI-ccECP,87,87,k,s17 p15 d14 f13 g13 h6 i5 k4,yes,orbital name plus '-RI' plus declared suffix '-ccECP',by_element/Ag/Ag.cc-pCV5Z-RI.cfour
Ag,47,recipes/Ag/ccECP,Ag.cc-pCVDZ.AutoAuxC.orca,AutoAuxC.orca,library,ccECP,cc-pCVDZ,cc-pCVDZ,cc-pCVDZ-RI-ccECP,-RI,-ccECP,Ag:cc-pCVDZ-RI-ccECP,67,67,h,s15 p13 d12 f12 g11 h4,yes,orbital name plus '-RI' plus declared suffix '-ccECP',by_element/Ag/Ag.cc-pCVDZ-RI.cfour
Ag,47,recipes/Ag/ccECP,Ag.cc-pCVQZ.AutoAuxC.orca,AutoAuxC.orca,library,ccECP,cc-pCVQZ,cc-pCVQZ,cc-pCVQZ-RI-ccECP,-RI,-ccECP,Ag:cc-pCVQZ-RI-ccECP,80,80,k,s16 p14 d13 f13 g12 h5 i4 k3,yes,orbital name plus '-RI' plus declared suffix '-ccECP',by_element/Ag/Ag.cc-pCVQZ-RI.cfour
Ag,47,recipes/Ag/ccECP,Ag.cc-pCVTZ.AutoAuxC.orca,AutoAuxC.orca,library,ccECP,cc-pCVTZ,cc-pCVTZ,cc-pCVTZ-RI-ccECP,-RI,-ccECP,Ag:cc-pCVTZ-RI-ccECP,74,74,i,s15 p14 d13 f12 g12 h5 i3,yes,orbital name plus '-RI' plus declared suffix '-ccECP',by_element/Ag/Ag.cc-pCVTZ-RI.cfour
Ag,47,recipes/Ag/ccECP,Ag.cc-pV5Z.AutoAuxC.orca,AutoAuxC.orca,library,ccECP,cc-pV5Z,cc-pV5Z,cc-pV5Z-RI-ccECP,-RI,-ccECP,Ag:cc-pV5Z-RI-ccECP,82,82,k,s16 p14 d13 f13 g12 h6 i4 k4,yes,orbital name plus '-RI' plus declared suffix '-ccECP',by_element/Ag/Ag.cc-pV5Z-RI.cfour
Ag,47,recipes/Ag/ccECP,Ag.cc-pVDZ.AutoAuxC.orca,AutoAuxC.orca,library,ccECP,cc-pVDZ,cc-pVDZ,cc-pVDZ-RI-ccECP,-RI,-ccECP,Ag:cc-pVDZ-RI-ccECP,56,56,h,s13 p11 d11 f10 g9 h2,yes,orbital name plus '-RI' plus declared suffix '-ccECP',by_element/Ag/Ag.cc-pVDZ-RI.cfour
Ag,47,recipes/Ag/ccECP,Ag.cc-pVQZ.AutoAuxC.orca,AutoAuxC.orca,library,ccECP,cc-pVQZ,cc-pVQZ,cc-pVQZ-RI-ccECP,-RI,-ccECP,Ag:cc-pVQZ-RI-ccECP,74,74,k,s15 p13 d12 f12 g11 h5 i3 k3,yes,orbital name plus '-RI' plus declared suffix '-ccECP',by_element/Ag/Ag.cc-pVQZ-RI.cfour
Ag,47,recipes/Ag/ccECP,Ag.cc-pVTZ.AutoAuxC.orca,AutoAuxC.orca,library,ccECP,cc-pVTZ,cc-pVTZ,cc-pVTZ-RI-ccECP,-RI,-ccECP,Ag:cc-pVTZ-RI-ccECP,68,68,i,s14 p13 d12 f11 g11 h4 i3,yes,orbital name plus '-RI' plus declared suffix '-ccECP',by_element/Ag/Ag.cc-pVTZ-RI.cfour
Al,13,recipes/Al/ccECP,Al.aug-cc-pV5Z.AutoAuxC.orca,AutoAuxC.orca,library,ccECP,aug-cc-pV5Z,aug-cc-pV5Z,aug-cc-pV5Z-RI-ccECP,-RI,-ccECP,Al:aug-cc-pV5Z-RI-ccECP,56,56,i,s12 p11 d11 f7 g6 h5 i4,yes,orbital name plus '-RI' plus declared suffix '-ccECP',by_element/Al/Al.aug-cc-pV5Z-RI.cfour
Al,13,recipes/Al/ccECP,Al.aug-cc-pV6Z.AutoAuxC.orca,AutoAuxC.orca,library,ccECP,aug-cc-pV6Z,aug-cc-pV6Z,aug-cc-pV6Z-RI-ccECP,-RI,-ccECP,Al:aug-cc-pV6Z-RI-ccECP,64,64,k,s12 p12 d12 f7 g7 h6 i4 k4,yes,orbital name plus '-RI' plus declared suffix '-ccECP',by_element/Al/Al.aug-cc-pV6Z-RI.cfour
Al,13,recipes/Al/ccECP,Al.aug-cc-pVDZ.AutoAuxC.orca,AutoAuxC.orca,library,ccECP,aug-cc-pVDZ,aug-cc-pVDZ,aug-cc-pVDZ-RI-ccECP,-RI,-ccECP,Al:aug-cc-pVDZ-RI-ccECP,32,32,f,s11 p9 d8 f4,yes,orbital name plus '-RI' plus declared suffix '-ccECP',by_element/Al/Al.aug-cc-pVDZ-RI.cfour
Al,13,recipes/Al/ccECP,Al.aug-cc-pVQZ.AutoAuxC.orca,AutoAuxC.orca,library,ccECP,aug-cc-pVQZ,aug-cc-pVQZ,aug-cc-pVQZ-RI-ccECP,-RI,-ccECP,Al:aug-cc-pVQZ-RI-ccECP,49,49,h,s12 p11 d10 f6 g5 h5,yes,orbital name plus '-RI' plus declared suffix '-ccECP',by_element/Al/Al.aug-cc-pVQZ-RI.cfour
Al,13,recipes/Al/ccECP,Al.aug-cc-pVTZ.AutoAuxC.orca,AutoAuxC.orca,library,ccECP,aug-cc-pVTZ,aug-cc-pVTZ,aug-cc-pVTZ-RI-ccECP,-RI,-ccECP,Al:aug-cc-pVTZ-RI-ccECP,40,40,g,s12 p10 d9 f5 g4,yes,orbital name plus '-RI' plus declared suffix '-ccECP',by_element/Al/Al.aug-cc-pVTZ-RI.cfour
Al,13,recipes/Al/ccECP,Al.cc-pV5Z.AutoAuxC.orca,AutoAuxC.orca,library,ccECP,cc-pV5Z,cc-pV5Z,cc-pV5Z-RI-ccECP,-RI,-ccECP,Al:cc-pV5Z-RI-ccECP,52,52,i,s12 p11 d11 f6 g5 h4 i3,yes,orbital name plus '-RI' plus declared suffix '-ccECP',by_element/Al/Al.cc-pV5Z-RI.cfour
Al,13,recipes/Al/ccECP,Al.cc-pV6Z.AutoAuxC.orca,AutoAuxC.orca,library,ccECP,cc-pV6Z,cc-pV6Z,cc-pV6Z-RI-ccECP,-RI,-ccECP,Al:cc-pV6Z-RI-ccECP,58,58,k,s12 p11 d11 f6 g6 h5 i4 k3,yes,orbital name plus '-RI' plus declared suffix '-ccECP',by_element/Al/Al.cc-pV6Z-RI.cfour
Al,13,recipes/Al/ccECP,Al.cc-pVDZ.AutoAuxC.orca,AutoAuxC.orca,library,ccECP,cc-pVDZ,cc-pVDZ,cc-pVDZ-RI-ccECP,-RI,-ccECP,Al:cc-pVDZ-RI-ccECP,30,30,f,s11 p9 d8 f2,yes,orbital name plus '-RI' plus declared suffix '-ccECP',by_element/Al/Al.cc-pVDZ-RI.cfour
Al,13,recipes/Al/ccECP,Al.cc-pVQZ.AutoAuxC.orca,AutoAuxC.orca,library,ccECP,cc-pVQZ,cc-pVQZ,cc-pVQZ-RI-ccECP,-RI,-ccECP,Al:cc-pVQZ-RI-ccECP,45,45,h,s12 p11 d10 f5 g4 h3,yes,orbital name plus '-RI' plus declared suffix '-ccECP',by_element/Al/Al.cc-pVQZ-RI.cfour
Al,13,recipes/Al/ccECP,Al.cc-pVTZ.AutoAuxC.orca,AutoAuxC.orca,library,ccECP,cc-pVTZ,cc-pVTZ,cc-pVTZ-RI-ccECP,-RI,-ccECP,Al:cc-pVTZ-RI-ccECP,37,37,g,s11 p10 d9 f4 g3,yes,orbital name plus '-RI' plus declared suffix '-ccECP',by_element/Al/Al.cc-pVTZ-RI.cfour
Ar,18,recipes/Ar/ccECP,Ar.aug-cc-pV5Z.AutoAuxC.orca,AutoAuxC.orca,library,ccECP,aug-cc-pV5Z,aug-cc-pV5Z,aug-cc-pV5Z-RI-ccECP,-RI,-ccECP,Ar:aug-cc-pV5Z-RI-ccECP,52,52,i,s11 p10 d10 f6 g6 h5 i4,yes,orbital name plus '-RI' plus declared suffix '-ccECP',by_element/Ar/Ar.aug-cc-pV5Z-RI.cfour
Ar,18,recipes/Ar/ccECP,Ar.aug-cc-pV6Z.AutoAuxC.orca,AutoAuxC.orca,library,ccECP,aug-cc-pV6Z,aug-cc-pV6Z,aug-cc-pV6Z-RI-ccECP,-RI,-ccECP,Ar:aug-cc-pV6Z-RI-ccECP,61,61,k,s12 p11 d11 f7 g6 h6 i4 k4,yes,orbital name plus '-RI' plus declared suffix '-ccECP',by_element/Ar/Ar.aug-cc-pV6Z-RI.cfour
Ar,18,recipes/Ar/ccECP,Ar.aug-cc-pVDZ.AutoAuxC.orca,AutoAuxC.orca,library,ccECP,aug-cc-pVDZ,aug-cc-pVDZ,aug-cc-pVDZ-RI-ccECP,-RI,-ccECP,Ar:aug-cc-pVDZ-RI-ccECP,31,31,f,s11 p9 d8 f3,yes,orbital name plus '-RI' plus declared suffix '-ccECP',by_element/Ar/Ar.aug-cc-pVDZ-RI.cfour
Ar,18,recipes/Ar/ccECP,Ar.aug-cc-pVQZ.AutoAuxC.orca,AutoAuxC.orca,library,ccECP,aug-cc-pVQZ,aug-cc-pVQZ,aug-cc-pVQZ-RI-ccECP,-RI,-ccECP,Ar:aug-cc-pVQZ-RI-ccECP,46,46,h,s11 p10 d10 f6 g5 h4,yes,orbital name plus '-RI' plus declared suffix '-ccECP',by_element/Ar/Ar.aug-cc-pVQZ-RI.cfour
Ar,18,recipes/Ar/ccECP,Ar.aug-cc-pVTZ.AutoAuxC.orca,AutoAuxC.orca,library,ccECP,aug-cc-pVTZ,aug-cc-pVTZ,aug-cc-pVTZ-RI-ccECP,-RI,-ccECP,Ar:aug-cc-pVTZ-RI-ccECP,39,39,g,s11 p10 d9 f5 g4,yes,orbital name plus '-RI' plus declared suffix '-ccECP',by_element/Ar/Ar.aug-cc-pVTZ-RI.cfour
Ar,18,recipes/Ar/ccECP,Ar.cc-pV5Z.AutoAuxC.orca,AutoAuxC.orca,library,ccECP,cc-pV5Z,cc-pV5Z,cc-pV5Z-RI-ccECP,-RI,-ccECP,Ar:cc-pV5Z-RI-ccECP,48,48,i,s11 p10 d10 f5 g5 h4 i3,yes,orbital name plus '-RI' plus declared suffix '-ccECP',by_element/Ar/Ar.cc-pV5Z-RI.cfour
Ar,18,recipes/Ar/ccECP,Ar.cc-pV6Z.AutoAuxC.orca,AutoAuxC.orca,library,ccECP,cc-pV6Z,cc-pV6Z,cc-pV6Z-RI-ccECP,-RI,-ccECP,Ar:cc-pV6Z-RI-ccECP,53,53,k,s11 p10 d10 f6 g5 h4 i4 k3,yes,orbital name plus '-RI' plus declared suffix '-ccECP',by_element/Ar/Ar.cc-pV6Z-RI.cfour
Ar,18,recipes/Ar/ccECP,Ar.cc-pVDZ.AutoAuxC.orca,AutoAuxC.orca,library,ccECP,cc-pVDZ,cc-pVDZ,cc-pVDZ-RI-ccECP,-RI,-ccECP,Ar:cc-pVDZ-RI-ccECP,30,30,f,s11 p9 d8 f2,yes,orbital name plus '-RI' plus declared suffix '-ccECP',by_element/Ar/Ar.cc-pVDZ-RI.cfour
Ar,18,recipes/Ar/ccECP,Ar.cc-pVQZ.AutoAuxC.orca,AutoAuxC.orca,library,ccECP,cc-pVQZ,cc-pVQZ,cc-pVQZ-RI-ccECP,-RI,-ccECP,Ar:cc-pVQZ-RI-ccECP,43,43,h,s11 p10 d10 f5 g4 h3,yes,orbital name plus '-RI' plus declared suffix '-ccECP',by_element/Ar/Ar.cc-pVQZ-RI.cfour
Ar,18,recipes/Ar/ccECP,Ar.cc-pVTZ.AutoAuxC.orca,AutoAuxC.orca,library,ccECP,cc-pVTZ,cc-pVTZ,cc-pVTZ-RI-ccECP,-RI,-ccECP,Ar:cc-pVTZ-RI-ccECP,37,37,g,s11 p10 d9 f4 g3,yes,orbital name plus '-RI' plus declared suffix '-ccECP',by_element/Ar/Ar.cc-pVTZ-RI.cfour
As,33,recipes/As/ccECP,As.aug-cc-pV5Z.AutoAuxC.orca,AutoAuxC.orca,library,ccECP,aug-cc-pV5Z,aug-cc-pV5Z,aug-cc-pV5Z-RI-ccECP,-RI,-ccECP,As:aug-cc-pV5Z-RI-ccECP,61,61,k,s13 p12 d11 f6 g6 h5 i4 k4,yes,orbital name plus '-RI' plus declared suffix '-ccECP',by_element/As/As.aug-cc-pV5Z-RI.cfour
As,33,recipes/As/ccECP,As.aug-cc-pV6Z.AutoAuxC.orca,AutoAuxC.orca,library,ccECP,aug-cc-pV6Z,aug-cc-pV6Z,aug-cc-pV6Z-RI-ccECP,-RI,-ccECP,As:aug-cc-pV6Z-RI-ccECP,62,62,k,s14 p12 d11 f6 g6 h5 i4 k4,yes,orbital name plus '-RI' plus declared suffix '-ccECP',by_element/As/As.aug-cc-pV6Z-RI.cfour
As,33,recipes/As/ccECP,As.aug-cc-pVDZ.AutoAuxC.orca,AutoAuxC.orca,library,ccECP,aug-cc-pVDZ,aug-cc-pVDZ,aug-cc-pVDZ-RI-ccECP,-RI,-ccECP,As:aug-cc-pVDZ-RI-ccECP,33,33,g,s11 p9 d7 f3 g3,yes,orbital name plus '-RI' plus declared suffix '-ccECP',by_element/As/As.aug-cc-pVDZ-RI.cfour
As,33,recipes/As/ccECP,As.aug-cc-pVQZ.AutoAuxC.orca,AutoAuxC.orca,library,ccECP,aug-cc-pVQZ,aug-cc-pVQZ,aug-cc-pVQZ-RI-ccECP,-RI,-ccECP,As:aug-cc-pVQZ-RI-ccECP,53,53,i,s13 p11 d10 f6 g5 h4 i4,yes,orbital name plus '-RI' plus declared suffix '-ccECP',by_element/As/As.aug-cc-pVQZ-RI.cfour
As,33,recipes/As/ccECP,As.aug-cc-pVTZ.AutoAuxC.orca,AutoAuxC.orca,library,ccECP,aug-cc-pVTZ,aug-cc-pVTZ,aug-cc-pVTZ-RI-ccECP,-RI,-ccECP,As:aug-cc-pVTZ-RI-ccECP,39,39,h,s11 p9 d8 f4 g4 h3,yes,orbital name plus '-RI' plus declared suffix '-ccECP',by_element/As/As.aug-cc-pVTZ-RI.cfour
As,33,recipes/As/ccECP,As.cc-pV5Z.AutoAuxC.orca,AutoAuxC.orca,library,ccECP,cc-pV5Z,cc-pV5Z,cc-pV5Z-RI-ccECP,-RI,-ccECP,As:cc-pV5Z-RI-ccECP,53,53,k,s12 p11 d10 f5 g5 h4 i3 k3,yes,orbital name plus '-RI' plus declared suffix '-ccECP',by_element/As/As.cc-pV5Z-RI.cfour
As,33,recipes/As/ccECP,As.cc-pV6Z.AutoAuxC.orca,AutoAuxC.orca,library,ccECP,cc-pV6Z,cc-pV6Z,cc-pV6Z-RI-ccECP,-RI,-ccECP,As:cc-pV6Z-RI-ccECP,54,54,k,s13 p11 d10 f5 g5 h4 i3 k3,yes,orbital name plus '-RI' plus declared suffix '-ccECP',by_element/As/As.cc-pV6Z-RI.cfour
As,33,recipes/As/ccECP,As.cc-pVDZ.AutoAuxC.orca,AutoAuxC.orca,library,ccECP,cc-pVDZ,cc-pVDZ,cc-pVDZ-RI-ccECP,-RI,-ccECP,As:cc-pVDZ-RI-ccECP,28,28,g,s10 p8 d7 f2 g1,yes,orbital name plus '-RI' plus declared suffix '-ccECP',by_element/As/As.cc-pVDZ-RI.cfour
As,33,recipes/As/ccECP,As.cc-pVQZ.AutoAuxC.orca,AutoAuxC.orca,library,ccECP,cc-pVQZ,cc-pVQZ,cc-pVQZ-RI-ccECP,-RI,-ccECP,As:cc-pVQZ-RI-ccECP,47,47,i,s12 p10 d10 f5 g4 h3 i3,yes,orbital name plus '-RI' plus declared suffix '-ccECP',by_element/As/As.cc-pVQZ-RI.cfour
As,33,recipes/As/ccECP,As.cc-pVTZ.AutoAuxC.orca,AutoAuxC.orca,library,ccECP,cc-pVTZ,cc-pVTZ,cc-pVTZ-RI-ccECP,-RI,-ccECP,As:cc-pVTZ-RI-ccECP,36,36,h,s11 p9 d8 f3 g3 h2,yes,orbital name plus '-RI' plus declared suffix '-ccECP',by_element/As/As.cc-pVTZ-RI.cfour
Au,79,recipes/Au/ccECP,Au.aug-cc-pCV5Z.AutoAuxC.orca,AutoAuxC.orca,library,ccECP,aug-cc-pCV5Z,aug-cc-pCV5Z,aug-cc-pCV5Z-RI-ccECP,-RI,-ccECP,Au:aug-cc-pCV5Z-RI-ccECP,90,90,k,s17 p15 d14 f14 g13 h7 i5 k5,yes,orbital name plus '-RI' plus declared suffix '-ccECP',by_element/Au/Au.aug-cc-pCV5Z-RI.cfour
Au,79,recipes/Au/ccECP,Au.aug-cc-pCVDZ.AutoAuxC.orca,AutoAuxC.orca,library,ccECP,aug-cc-pCVDZ,aug-cc-pCVDZ,aug-cc-pCVDZ-RI-ccECP,-RI,-ccECP,Au:aug-cc-pCVDZ-RI-ccECP,69,69,h,s15 p14 d12 f12 g12 h4,yes,orbital name plus '-RI' plus declared suffix '-ccECP',by_element/Au/Au.aug-cc-pCVDZ-RI.cfour
Au,79,recipes/Au/ccECP,Au.aug-cc-pCVQZ.AutoAuxC.orca,AutoAuxC.orca,library,ccECP,aug-cc-pCVQZ,aug-cc-pCVQZ,aug-cc-pCVQZ-RI-ccECP,-RI,-ccECP,Au:aug-cc-pCVQZ-RI-ccECP,83,83,k,s16 p14 d13 f13 g13 h6 i4 k4,yes,orbital name plus '-RI' plus declared suffix '-ccECP',by_element/Au/Au.aug-cc-pCVQZ-RI.cfour
Au,79,recipes/Au/ccECP,Au.aug-cc-pCVTZ.AutoAuxC.orca,AutoAuxC.orca,library,ccECP,aug-cc-pCVTZ,aug-cc-pCVTZ,aug-cc-pCVTZ-RI-ccECP,-RI,-ccECP,Au:aug-cc-pCVTZ-RI-ccECP,79,79,i,s16 p14 d13 f13 g13 h6 i4,yes,orbital name plus '-RI' plus declared suffix '-ccECP',by_element/Au/Au.aug-cc-pCVTZ-RI.cfour
Au,79,recipes/Au/ccECP,Au.aug-cc-pV5Z.AutoAuxC.orca,AutoAuxC.orca,library,ccECP,aug-cc-pV5Z,aug-cc-pV5Z,aug-cc-pV5Z-RI-ccECP,-RI,-ccECP,Au:aug-cc-pV5Z-RI-ccECP,82,82,k,s16 p14 d13 f13 g12 h6 i4 k4,yes,orbital name plus '-RI' plus declared suffix '-ccECP',by_element/Au/Au.aug-cc-pV5Z-RI.cfour
Au,79,recipes/Au/ccECP,Au.aug-cc-pVDZ.AutoAuxC.orca,AutoAuxC.orca,library,ccECP,aug-cc-pVDZ,aug-cc-pVDZ,aug-cc-pVDZ-RI-ccECP,-RI,-ccECP,Au:aug-cc-pVDZ-RI-ccECP,61,61,h,s14 p12 d11 f11 g10 h3,yes,orbital name plus '-RI' plus declared suffix '-ccECP',by_element/Au/Au.aug-cc-pVDZ-RI.cfour
Au,79,recipes/Au/ccECP,Au.aug-cc-pVQZ.AutoAuxC.orca,AutoAuxC.orca,library,ccECP,aug-cc-pVQZ,aug-cc-pVQZ,aug-cc-pVQZ-RI-ccECP,-RI,-ccECP,Au:aug-cc-pVQZ-RI-ccECP,76,76,k,s15 p13 d12 f12 g12 h5 i4 k3,yes,orbital name plus '-RI' plus declared suffix '-ccECP',by_element/Au/Au.aug-cc-pVQZ-RI.cfour
Au,79,recipes/Au/ccECP,Au.aug-cc-pVTZ.AutoAuxC.orca,AutoAuxC.orca,library,ccECP,aug-cc-pVTZ,aug-cc-pVTZ,aug-cc-pVTZ-RI-ccECP,-RI,-ccECP,Au:aug-cc-pVTZ-RI-ccECP,71,71,i,s15 p13 d12 f12 g11 h5 i3,yes,orbital name plus '-RI' plus declared suffix '-ccECP',by_element/Au/Au.aug-cc-pVTZ-RI.cfour
Au,79,recipes/Au/ccECP,Au.cc-pCV5Z.AutoAuxC.orca,AutoAuxC.orca,library,ccECP,cc-pCV5Z,cc-pCV5Z,cc-pCV5Z-RI-ccECP,-RI,-ccECP,Au:cc-pCV5Z-RI-ccECP,81,81,k,s16 p14 d13 f12 g12 h6 i4 k4,yes,orbital name plus '-RI' plus declared suffix '-ccECP',by_element/Au/Au.cc-pCV5Z-RI.cfour
Au,79,recipes/Au/ccECP,Au.cc-pCVDZ.AutoAuxC.orca,AutoAuxC.orca,library,ccECP,cc-pCVDZ,cc-pCVDZ,cc-pCVDZ-RI-ccECP,-RI,-ccECP,Au:cc-pCVDZ-RI-ccECP,61,61,h,s14 p12 d11 f11 g10 h3,yes,orbital name plus '-RI' plus declared suffix '-ccECP',by_element/Au/Au.cc-pCVDZ-RI.cfour
Au,79,recipes/Au/ccECP,Au.cc-pCVQZ.AutoAuxC.orca,AutoAuxC.orca,library,ccECP,cc-pCVQZ,cc-pCVQZ,cc-pCVQZ-RI-ccECP,-RI,-ccECP,Au:cc-pCVQZ-RI-ccECP,75,75,k,s15 p13 d12 f12 g11 h5 i4 k3,yes,orbital name plus '-RI' plus declared suffix '-ccECP',by_element/Au/Au.cc-pCVQZ-RI.cfour
Au,79,recipes/Au/ccECP,Au.cc-pCVTZ.AutoAuxC.orca,AutoAuxC.orca,library,ccECP,cc-pCVTZ,cc-pCVTZ,cc-pCVTZ-RI-ccECP,-RI,-ccECP,Au:cc-pCVTZ-RI-ccECP,69,69,i,s15 p13 d12 f11 g11 h4 i3,yes,orbital name plus '-RI' plus declared suffix '-ccECP',by_element/Au/Au.cc-pCVTZ-RI.cfour
Au,79,recipes/Au/ccECP,Au.cc-pV5Z.AutoAuxC.orca,AutoAuxC.orca,library,ccECP,cc-pV5Z,cc-pV5Z,cc-pV5Z-RI-ccECP,-RI,-ccECP,Au:cc-pV5Z-RI-ccECP,71,71,k,s14 p12 d11 f11 g11 h5 i4 k3,yes,orbital name plus '-RI' plus declared suffix '-ccECP',by_element/Au/Au.cc-pV5Z-RI.cfour
Au,79,recipes/Au/ccECP,Au.cc-pVDZ.AutoAuxC.orca,AutoAuxC.orca,library,ccECP,cc-pVDZ,cc-pVDZ,cc-pVDZ-RI-ccECP,-RI,-ccECP,Au:cc-pVDZ-RI-ccECP,51,51,h,s12 p10 d9 f9 g9 h2,yes,orbital name plus '-RI' plus declared suffix '-ccECP',by_element/Au/Au.cc-pVDZ-RI.cfour
Au,79,recipes/Au/ccECP,Au.cc-pVQZ.AutoAuxC.orca,AutoAuxC.orca,library,ccECP,cc-pVQZ,cc-pVQZ,cc-pVQZ-RI-ccECP,-RI,-ccECP,Au:cc-pVQZ-RI-ccECP,67,67,k,s14 p12 d11 f10 g10 h4 i3 k3,yes,orbital name plus '-RI' plus declared suffix '-ccECP',by_element/Au/Au.cc-pVQZ-RI.cfour
Au,79,recipes/Au/ccECP,Au.cc-pVTZ.AutoAuxC.orca,AutoAuxC.orca,library,ccECP,cc-pVTZ,cc-pVTZ,cc-pVTZ-RI-ccECP,-RI,-ccECP,Au:cc-pVTZ-RI-ccECP,60,60,i,s13 p11 d10 f10 g10 h4 i2,yes,orbital name plus '-RI' plus declared suffix '-ccECP',by_element/Au/Au.cc-pVTZ-RI.cfour
B,5,recipes/B/ccECP,B.aug-cc-pV5Z.AutoAuxC.orca,AutoAuxC.orca,library,ccECP,aug-cc-pV5Z,aug-cc-pV5Z,aug-cc-pV5Z-RI-ccECP,-RI,-ccECP,B:aug-cc-pV5Z-RI-ccECP,53,53,i,s12 p11 d10 f6 g5 h5 i4,yes,orbital name plus '-RI' plus declared suffix '-ccECP',by_element/B/B.aug-cc-pV5Z-RI.cfour
B,5,recipes/B/ccECP,B.aug-cc-pV6Z.AutoAuxC.orca,AutoAuxC.orca,library,ccECP,aug-cc-pV6Z,aug-cc-pV6Z,aug-cc-pV6Z-RI-ccECP,-RI,-ccECP,B:aug-cc-pV6Z-RI-ccECP,64,64,k,s12 p12 d11 f7 g7 h6 i5 k4,yes,orbital name plus '-RI' plus declared suffix '-ccECP',by_element/B/B.aug-cc-pV6Z-RI.cfour
