filename,element,orbital_basis,origin,source,n_functions,composition,max_L,sha256_16
Y.cc-pVQZ.AutoAuxC.orca,Y,cc-pVQZ,library,recipes/Y/ccECP/Y.cc-pVQZ.AutoAuxC.orca,65,S13 P11 D10 F10 G9 H5 I4 K3,k,0bac32ecbf730055
Y.cc-pVTZ.AutoAuxC.orca,Y,cc-pVTZ,library,recipes/Y/ccECP/Y.cc-pVTZ.AutoAuxC.orca,55,S12 P10 D9 F9 G8 H4 I3,i,f91d56e99df8d5eb
Zn.aug-cc-pCV5Z.AutoAuxC.orca,Zn,aug-cc-pCV5Z,library,recipes/Zn/ccECP/Zn.aug-cc-pCV5Z.AutoAuxC.orca,93,S18 P16 D15 F14 G13 H7 I5 K5,k,0540a70e2e51e140
Zn.aug-cc-pCVDZ.AutoAuxC.orca,Zn,aug-cc-pCVDZ,library,recipes/Zn/ccECP/Zn.aug-cc-pCVDZ.AutoAuxC.orca,76,S17 P15 D14 F13 G12 H5,h,220ee308e654f19c
Zn.aug-cc-pCVQZ.AutoAuxC.orca,Zn,aug-cc-pCVQZ,library,recipes/Zn/ccECP/Zn.aug-cc-pCVQZ.AutoAuxC.orca,88,S18 P16 D14 F13 G12 H6 I5 K4,k,a2bb3575d2378f57
Zn.aug-cc-pCVTZ.AutoAuxC.orca,Zn,aug-cc-pCVTZ,library,recipes/Zn/ccECP/Zn.aug-cc-pCVTZ.AutoAuxC.orca,85,S18 P16 D14 F13 G13 H6 I5,i,52710e1ab102a7b9
Zn.aug-cc-pV5Z.AutoAuxC.orca,Zn,aug-cc-pV5Z,library,recipes/Zn/ccECP/Zn.aug-cc-pV5Z.AutoAuxC.orca,93,S18 P16 D15 F14 G13 H7 I5 K5,k,0540a70e2e51e140
Zn.aug-cc-pVDZ.AutoAuxC.orca,Zn,aug-cc-pVDZ,library,recipes/Zn/ccECP/Zn.aug-cc-pVDZ.AutoAuxC.orca,66,S16 P13 D12 F11 G10 H4,h,70bcdb8da882a4ba
Zn.aug-cc-pVQZ.AutoAuxC.orca,Zn,aug-cc-pVQZ,library,recipes/Zn/ccECP/Zn.aug-cc-pVQZ.AutoAuxC.orca,87,S18 P15 D14 F13 G12 H6 I5 K4,k,a0efc583029a27c2
Zn.aug-cc-pVTZ.AutoAuxC.orca,Zn,aug-cc-pVTZ,library,recipes/Zn/ccECP/Zn.aug-cc-pVTZ.AutoAuxC.orca,77,S17 P15 D13 F12 G11 H5 I4,i,da13305e713985f1
Zn.cc-pCV5Z.AutoAuxC.orca,Zn,cc-pCV5Z,library,recipes/Zn/ccECP/Zn.cc-pCV5Z.AutoAuxC.orca,82,S17 P15 D13 F12 G11 H6 I4 K4,k,d91cff3e4af78086
Zn.cc-pCVDZ.AutoAuxC.orca,Zn,cc-pCVDZ,library,recipes/Zn/ccECP/Zn.cc-pCVDZ.AutoAuxC.orca,70,S16 P14 D13 F12 G11 H4,h,527a79ecbaaed645
Zn.cc-pCVQZ.AutoAuxC.orca,Zn,cc-pCVQZ,library,recipes/Zn/ccECP/Zn.cc-pCVQZ.AutoAuxC.orca,79,S17 P14 D13 F12 G11 H5 I4 K3,k,6aa2a8d687b685ae
Zn.cc-pCVTZ.AutoAuxC.orca,Zn,cc-pCVTZ,library,recipes/Zn/ccECP/Zn.cc-pCVTZ.AutoAuxC.orca,75,S17 P14 D13 F12 G11 H5 I3,i,36a05114f3b6a14e
Zn.cc-pV5Z.AutoAuxC.orca,Zn,cc-pV5Z,library,recipes/Zn/ccECP/Zn.cc-pV5Z.AutoAuxC.orca,82,S17 P15 D13 F12 G11 H6 I4 K4,k,d91cff3e4af78086
Zn.cc-pVDZ.AutoAuxC.orca,Zn,cc-pVDZ,library,recipes/Zn/ccECP/Zn.cc-pVDZ.AutoAuxC.orca,58,S14 P12 D11 F10 G9 H2,h,b8dd24ee97d980ad
Zn.cc-pVQZ.AutoAuxC.orca,Zn,cc-pVQZ,library,recipes/Zn/ccECP/Zn.cc-pVQZ.AutoAuxC.orca,78,S16 P14 D13 F12 G11 H5 I4 K3,k,a4148a997f51c505
Zn.cc-pVTZ.AutoAuxC.orca,Zn,cc-pVTZ,library,recipes/Zn/ccECP/Zn.cc-pVTZ.AutoAuxC.orca,69,S16 P13 D12 F11 G10 H4 I3,i,232493726e3032d4
Zr.aug-cc-pCV5Z.AutoAuxC.orca,Zr,aug-cc-pCV5Z,library,recipes/Zr/ccECP/Zr.aug-cc-pCV5Z.AutoAuxC.orca,90,S16 P15 D14 F14 G13 H7 I6 K5,k,7d60c3f80b78a988
Zr.aug-cc-pCVDZ.AutoAuxC.orca,Zr,aug-cc-pCVDZ,library,recipes/Zr/ccECP/Zr.aug-cc-pCVDZ.AutoAuxC.orca,68,S15 P13 D12 F12 G11 H5,h,aba87c39e23636ec
Zr.aug-cc-pCVQZ.AutoAuxC.orca,Zr,aug-cc-pCVQZ,library,recipes/Zr/ccECP/Zr.aug-cc-pCVQZ.AutoAuxC.orca,86,S16 P14 D13 F13 G13 H7 I5 K5,k,6bd1d146e4650ac4
Zr.aug-cc-pCVTZ.AutoAuxC.orca,Zr,aug-cc-pCVTZ,library,recipes/Zr/ccECP/Zr.aug-cc-pCVTZ.AutoAuxC.orca,77,S15 P14 D13 F12 G12 H6 I5,i,bf31b1d600c98023
Zr.aug-cc-pV5Z.AutoAuxC.orca,Zr,aug-cc-pV5Z,library,recipes/Zr/ccECP/Zr.aug-cc-pV5Z.AutoAuxC.orca,86,S16 P14 D13 F13 G13 H7 I5 K5,k,4a6d3a90f1f4ab17
Zr.aug-cc-pVDZ.AutoAuxC.orca,Zr,aug-cc-pVDZ,library,recipes/Zr/ccECP/Zr.aug-cc-pVDZ.AutoAuxC.orca,60,S13 P12 D11 F10 G10 H4,h,1f544d3e4ed42edf
Zr.aug-cc-pVQZ.AutoAuxC.orca,Zr,aug-cc-pVQZ,library,recipes/Zr/ccECP/Zr.aug-cc-pVQZ.AutoAuxC.orca,79,S15 P13 D12 F12 G12 H6 I5 K4,k,31c624c0a3fab4ca
Zr.aug-cc-pVTZ.AutoAuxC.orca,Zr,aug-cc-pVTZ,library,recipes/Zr/ccECP/Zr.aug-cc-pVTZ.AutoAuxC.orca,68,S14 P12 D11 F11 G11 H5 I4,i,8589d3b57272c2d3
Zr.cc-pCV5Z.AutoAuxC.orca,Zr,cc-pCV5Z,library,recipes/Zr/ccECP/Zr.cc-pCV5Z.AutoAuxC.orca,79,S15 P13 D12 F12 G12 H6 I5 K4,k,38f4ed05f9d74f77
Zr.cc-pCVDZ.AutoAuxC.orca,Zr,cc-pCVDZ,library,recipes/Zr/ccECP/Zr.cc-pCVDZ.AutoAuxC.orca,58,S13 P11 D10 F10 G10 H4,h,a36c1eaa684bba5b
Zr.cc-pCVQZ.AutoAuxC.orca,Zr,cc-pCVQZ,library,recipes/Zr/ccECP/Zr.cc-pCVQZ.AutoAuxC.orca,72,S14 P12 D11 F11 G11 H5 I4 K4,k,5effd62b23a33b94
Zr.cc-pCVTZ.AutoAuxC.orca,Zr,cc-pCVTZ,library,recipes/Zr/ccECP/Zr.cc-pCVTZ.AutoAuxC.orca,67,S14 P12 D11 F11 G11 H5 I3,i,55dd820e77b67eb3
Zr.cc-pV5Z.AutoAuxC.orca,Zr,cc-pV5Z,library,recipes/Zr/ccECP/Zr.cc-pV5Z.AutoAuxC.orca,73,S14 P12 D11 F11 G11 H6 I4 K4,k,b769e3497f0a382c
Zr.cc-pVDZ.AutoAuxC.orca,Zr,cc-pVDZ,library,recipes/Zr/ccECP/Zr.cc-pVDZ.AutoAuxC.orca,50,S12 P10 D9 F9 G8 H2,h,bcd66141ca8968b7
Zr.cc-pVQZ.AutoAuxC.orca,Zr,cc-pVQZ,library,recipes/Zr/ccECP/Zr.cc-pVQZ.AutoAuxC.orca,66,S13 P11 D10 F10 G10 H5 I4 K3,k,d76a0f82aa11cb79
Zr.cc-pVTZ.AutoAuxC.orca,Zr,cc-pVTZ,library,recipes/Zr/ccECP/Zr.cc-pVTZ.AutoAuxC.orca,56,S12 P10 D9 F9 G9 H4 I3,i,8e518ada2f6845b8
