filename,element,orbital_basis,origin,source,n_functions,composition,max_L,sha256_16
Pt.cc-pCVQZ.AutoAuxC.orca,Pt,cc-pCVQZ,library,recipes/Pt/ccECP/Pt.cc-pCVQZ.AutoAuxC.orca,76,S15 P13 D12 F12 G12 H5 I4 K3,k,ca09fc265f7c1d91
Pt.cc-pCVTZ.AutoAuxC.orca,Pt,cc-pCVTZ,library,recipes/Pt/ccECP/Pt.cc-pCVTZ.AutoAuxC.orca,69,S14 P13 D12 F12 G11 H4 I3,i,1bbbf599462ac325
Pt.cc-pV5Z.AutoAuxC.orca,Pt,cc-pV5Z,library,recipes/Pt/ccECP/Pt.cc-pV5Z.AutoAuxC.orca,71,S14 P12 D11 F11 G11 H5 I4 K3,k,6f9df324c7b6cb42
Pt.cc-pVDZ.AutoAuxC.orca,Pt,cc-pVDZ,library,recipes/Pt/ccECP/Pt.cc-pVDZ.AutoAuxC.orca,51,S12 P10 D9 F9 G9 H2,h,92bba59fb1792667
Pt.cc-pVQZ.AutoAuxC.orca,Pt,cc-pVQZ,library,recipes/Pt/ccECP/Pt.cc-pVQZ.AutoAuxC.orca,67,S13 P12 D11 F11 G10 H4 I3 K3,k,c116b349f3d2e145
Pt.cc-pVTZ.AutoAuxC.orca,Pt,cc-pVTZ,library,recipes/Pt/ccECP/Pt.cc-pVTZ.AutoAuxC.orca,61,S13 P11 D10 F10 G10 H4 I3,i,dd68bc77348e655e
Rb.aug-cc-pCV5Z.AutoAuxC.orca,Rb,aug-cc-pCV5Z,library,recipes/Rb/ccECP/Rb.aug-cc-pCV5Z.AutoAuxC.orca,77,S16 P16 D15 F8 G7 H6 I5 K4,k,6494e762b665509b
Rb.aug-cc-pCV6Z.AutoAuxC.orca,Rb,aug-cc-pCV6Z,library,recipes/Rb/ccECP/Rb.aug-cc-pCV6Z.AutoAuxC.orca,84,S18 P16 D16 F9 G8 H7 I5 K5,k,fc6b0be5ac96c1bb
Rb.aug-cc-pCVDZ.AutoAuxC.orca,Rb,aug-cc-pCVDZ,library,recipes/Rb/ccECP/Rb.aug-cc-pCVDZ.AutoAuxC.orca,44,S14 P12 D11 F4 G3,g,42df015f34ffccb7
Rb.aug-cc-pCVQZ.AutoAuxC.orca,Rb,aug-cc-pCVQZ,library,recipes/Rb/ccECP/Rb.aug-cc-pCVQZ.AutoAuxC.orca,71,S18 P16 D15 F7 G6 H5 I4,i,2c0d2beb12af2a3c
Rb.aug-cc-pCVTZ.AutoAuxC.orca,Rb,aug-cc-pCVTZ,library,recipes/Rb/ccECP/Rb.aug-cc-pCVTZ.AutoAuxC.orca,58,S16 P14 D13 F6 G5 H4,h,9e5aab1fd2ecf6ea
Rb.aug-cc-pV5Z.AutoAuxC.orca,Rb,aug-cc-pV5Z,library,recipes/Rb/ccECP/Rb.aug-cc-pV5Z.AutoAuxC.orca,68,S16 P14 D13 F6 G6 H5 I4 K4,k,fdd768d509d7e66f
Rb.aug-cc-pV6Z.AutoAuxC.orca,Rb,aug-cc-pV6Z,library,recipes/Rb/ccECP/Rb.aug-cc-pV6Z.AutoAuxC.orca,72,S18 P15 D13 F7 G6 H5 I4 K4,k,6c216a2b3b319aa2
Rb.aug-cc-pVDZ.AutoAuxC.orca,Rb,aug-cc-pVDZ,library,recipes/Rb/ccECP/Rb.aug-cc-pVDZ.AutoAuxC.orca,42,S14 P12 D10 F3 G3,g,7b7d0ea7f737b984
Rb.aug-cc-pVQZ.AutoAuxC.orca,Rb,aug-cc-pVQZ,library,recipes/Rb/ccECP/Rb.aug-cc-pVQZ.AutoAuxC.orca,61,S17 P14 D13 F5 G5 H4 I3,i,17b6d09394d4027a
Rb.aug-cc-pVTZ.AutoAuxC.orca,Rb,aug-cc-pVTZ,library,recipes/Rb/ccECP/Rb.aug-cc-pVTZ.AutoAuxC.orca,50,S15 P12 D11 F5 G4 H3,h,6874b3684a3ae43e
Rb.cc-pCV5Z.AutoAuxC.orca,Rb,cc-pCV5Z,library,recipes/Rb/ccECP/Rb.cc-pCV5Z.AutoAuxC.orca,72,S16 P16 D15 F7 G6 H5 I4 K3,k,388a2520003b8356
Rb.cc-pCV6Z.AutoAuxC.orca,Rb,cc-pCV6Z,library,recipes/Rb/ccECP/Rb.cc-pCV6Z.AutoAuxC.orca,78,S16 P16 D16 F8 G7 H6 I5 K4,k,20bd77fb2538c451
Rb.cc-pCVDZ.AutoAuxC.orca,Rb,cc-pCVDZ,library,recipes/Rb/ccECP/Rb.cc-pCVDZ.AutoAuxC.orca,42,S14 P12 D11 F3 G2,g,bbd70a3457f71418
Rb.cc-pCVQZ.AutoAuxC.orca,Rb,cc-pCVQZ,library,recipes/Rb/ccECP/Rb.cc-pCVQZ.AutoAuxC.orca,62,S16 P15 D13 F6 G5 H4 I3,i,d2d2c5fdc4c5670e
Rb.cc-pCVTZ.AutoAuxC.orca,Rb,cc-pCVTZ,library,recipes/Rb/ccECP/Rb.cc-pCVTZ.AutoAuxC.orca,55,S16 P14 D13 F5 G4 H3,h,5120aaacfa54028a
Rb.cc-pV5Z.AutoAuxC.orca,Rb,cc-pV5Z,library,recipes/Rb/ccECP/Rb.cc-pV5Z.AutoAuxC.orca,63,S16 P14 D13 F5 G5 H4 I3 K3,k,13aadd05157a6e78
Rb.cc-pV6Z.AutoAuxC.orca,Rb,cc-pV6Z,library,recipes/Rb/ccECP/Rb.cc-pV6Z.AutoAuxC.orca,64,S16 P14 D13 F6 G5 H4 I3 K3,k,0d002846f70aeeda
Rb.cc-pVDZ.AutoAuxC.orca,Rb,cc-pVDZ,library,recipes/Rb/ccECP/Rb.cc-pVDZ.AutoAuxC.orca,37,S13 P11 D10 F2 G1,g,5cf700df0d536f89
Rb.cc-pVQZ.AutoAuxC.orca,Rb,cc-pVQZ,library,recipes/Rb/ccECP/Rb.cc-pVQZ.AutoAuxC.orca,52,S15 P13 D12 F4 G3 H3 I2,i,328f7d7db59eb6f3
Rb.cc-pVTZ.AutoAuxC.orca,Rb,cc-pVTZ,library,recipes/Rb/ccECP/Rb.cc-pVTZ.AutoAuxC.orca,46,S14 P12 D11 F4 G3 H2,h,cd935c23fde96ffd
Re.aug-cc-pCV5Z.AutoAuxC.orca,Re,aug-cc-pCV5Z,library,recipes/Re/ccECP/Re.aug-cc-pCV5Z.AutoAuxC.orca,91,S17 P15 D14 F14 G14 H7 I5 K5,k,63c601f25ce319d9
Re.aug-cc-pCVDZ.AutoAuxC.orca,Re,aug-cc-pCVDZ,library,recipes/Re/ccECP/Re.aug-cc-pCVDZ.AutoAuxC.orca,69,S15 P13 D12 F12 G12 H5,h,e7b085f56e6ba97e
Re.aug-cc-pCVQZ.AutoAuxC.orca,Re,aug-cc-pCVQZ,library,recipes/Re/ccECP/Re.aug-cc-pCVQZ.AutoAuxC.orca,84,S16 P14 D13 F13 G13 H6 I5 K4,k,360d14462146af64
Re.aug-cc-pCVTZ.AutoAuxC.orca,Re,aug-cc-pCVTZ,library,recipes/Re/ccECP/Re.aug-cc-pCVTZ.AutoAuxC.orca,79,S16 P14 D13 F13 G13 H6 I4,i,b2adaa5220ef913a
Re.aug-cc-pV5Z.AutoAuxC.orca,Re,aug-cc-pV5Z,library,recipes/Re/ccECP/Re.aug-cc-pV5Z.AutoAuxC.orca,79,S15 P13 D12 F12 G12 H6 I5 K4,k,adb1255c12add94b
Re.aug-cc-pVDZ.AutoAuxC.orca,Re,aug-cc-pVDZ,library,recipes/Re/ccECP/Re.aug-cc-pVDZ.AutoAuxC.orca,61,S14 P12 D11 F11 G10 H3,h,8f34f41d30fc80b0
Re.aug-cc-pVQZ.AutoAuxC.orca,Re,aug-cc-pVQZ,library,recipes/Re/ccECP/Re.aug-cc-pVQZ.AutoAuxC.orca,78,S15 P13 D12 F12 G12 H6 I4 K4,k,4e48b0db7595c25e
Re.aug-cc-pVTZ.AutoAuxC.orca,Re,aug-cc-pVTZ,library,recipes/Re/ccECP/Re.aug-cc-pVTZ.AutoAuxC.orca,67,S14 P12 D11 F11 G11 H5 I3,i,92f66ae4d99c931f
Re.cc-pCV5Z.AutoAuxC.orca,Re,cc-pCV5Z,library,recipes/Re/ccECP/Re.cc-pCV5Z.AutoAuxC.orca,80,S15 P14 D13 F12 G12 H6 I4 K4,k,3cfac3a879887c8d
Re.cc-pCVDZ.AutoAuxC.orca,Re,cc-pCVDZ,library,recipes/Re/ccECP/Re.cc-pCVDZ.AutoAuxC.orca,61,S14 P12 D11 F11 G10 H3,h,da6191819d1eae76
Re.cc-pCVQZ.AutoAuxC.orca,Re,cc-pCVQZ,library,recipes/Re/ccECP/Re.cc-pCVQZ.AutoAuxC.orca,74,S14 P13 D12 F12 G11 H5 I4 K3,k,51bbc3d7b526b6fa
Re.cc-pCVTZ.AutoAuxC.orca,Re,cc-pCVTZ,library,recipes/Re/ccECP/Re.cc-pCVTZ.AutoAuxC.orca,67,S14 P12 D11 F11 G11 H5 I3,i,c4f8a8d77cd7cc79
Re.cc-pV5Z.AutoAuxC.orca,Re,cc-pV5Z,library,recipes/Re/ccECP/Re.cc-pV5Z.AutoAuxC.orca,71,S14 P12 D11 F11 G11 H5 I4 K3,k,2eb58ec49f17d164
Re.cc-pVDZ.AutoAuxC.orca,Re,cc-pVDZ,library,recipes/Re/ccECP/Re.cc-pVDZ.AutoAuxC.orca,51,S12 P10 D9 F9 G9 H2,h,51e0d961c0265029
Re.cc-pVQZ.AutoAuxC.orca,Re,cc-pVQZ,library,recipes/Re/ccECP/Re.cc-pVQZ.AutoAuxC.orca,64,S13 P11 D10 F10 G10 H4 I3 K3,k,e4a8c95f30dcfbb9
Re.cc-pVTZ.AutoAuxC.orca,Re,cc-pVTZ,library,recipes/Re/ccECP/Re.cc-pVTZ.AutoAuxC.orca,61,S13 P11 D10 F10 G10 H4 I3,i,06d17c98ce3d2060
Rh.aug-cc-pCV5Z.AutoAuxC.orca,Rh,aug-cc-pCV5Z,library,recipes/Rh/ccECP/Rh.aug-cc-pCV5Z.AutoAuxC.orca,95,S17 P16 D15 F15 G15 H7 I5 K5,k,88ccae8dc5f0857a
Rh.aug-cc-pCVDZ.AutoAuxC.orca,Rh,aug-cc-pCVDZ,library,recipes/Rh/ccECP/Rh.aug-cc-pCVDZ.AutoAuxC.orca,74,S16 P14 D13 F13 G13 H5,h,5d3812ebc0e38404
Rh.aug-cc-pCVQZ.AutoAuxC.orca,Rh,aug-cc-pCVQZ,library,recipes/Rh/ccECP/Rh.aug-cc-pCVQZ.AutoAuxC.orca,90,S17 P15 D14 F14 G14 H7 I5 K4,k,fcb01739f42a706f
Rh.aug-cc-pCVTZ.AutoAuxC.orca,Rh,aug-cc-pCVTZ,library,recipes/Rh/ccECP/Rh.aug-cc-pCVTZ.AutoAuxC.orca,83,S16 P15 D14 F14 G14 H6 I4,i,75ac3458ee0a129e
Rh.aug-cc-pV5Z.AutoAuxC.orca,Rh,aug-cc-pV5Z,library,recipes/Rh/ccECP/Rh.aug-cc-pV5Z.AutoAuxC.orca,91,S17 P15 D14 F14 G14 H7 I5 K5,k,0848882bb32979be
Rh.aug-cc-pVDZ.AutoAuxC.orca,Rh,aug-cc-pVDZ,library,recipes/Rh/ccECP/Rh.aug-cc-pVDZ.AutoAuxC.orca,63,S14 P12 D11 F11 G11 H4,h,c3c75df755228da0
Rh.aug-cc-pVQZ.AutoAuxC.orca,Rh,aug-cc-pVQZ,library,recipes/Rh/ccECP/Rh.aug-cc-pVQZ.AutoAuxC.orca,83,S16 P14 D13 F13 G13 H6 I4 K4,k,e93b47ea180ed8e2
Rh.aug-cc-pVTZ.AutoAuxC.orca,Rh,aug-cc-pVTZ,library,recipes/Rh/ccECP/Rh.aug-cc-pVTZ.AutoAuxC.orca,76,S15 P14 D13 F13 G12 H5 I4,i,188cf5112a1f3f48
Rh.cc-pCV5Z.AutoAuxC.orca,Rh,cc-pCV5Z,library,recipes/Rh/ccECP/Rh.cc-pCV5Z.AutoAuxC.orca,83,S15 P14 D13 F13 G13 H6 I5 K4,k,26312a7fa1fcb3c8
Rh.cc-pCVDZ.AutoAuxC.orca,Rh,cc-pCVDZ,library,recipes/Rh/ccECP/Rh.cc-pCVDZ.AutoAuxC.orca,68,S15 P13 D12 F12 G12 H4,h,1136f9d6af4a4619
Rh.cc-pCVQZ.AutoAuxC.orca,Rh,cc-pCVQZ,library,recipes/Rh/ccECP/Rh.cc-pCVQZ.AutoAuxC.orca,80,S15 P14 D13 F13 G13 H5 I4 K3,k,9afb1541c4d1475f
Rh.cc-pCVTZ.AutoAuxC.orca,Rh,cc-pCVTZ,library,recipes/Rh/ccECP/Rh.cc-pCVTZ.AutoAuxC.orca,72,S15 P13 D12 F12 G12 H5 I3,i,fad95b3517f48d73
Rh.cc-pV5Z.AutoAuxC.orca,Rh,cc-pV5Z,library,recipes/Rh/ccECP/Rh.cc-pV5Z.AutoAuxC.orca,82,S15 P14 D13 F13 G13 H6 I4 K4,k,00528770e33e3733
Rh.cc-pVDZ.AutoAuxC.orca,Rh,cc-pVDZ,library,recipes/Rh/ccECP/Rh.cc-pVDZ.AutoAuxC.orca,56,S13 P11 D10 F10 G10 H2,h,74c8c49b8d895ffc
Rh.cc-pVQZ.AutoAuxC.orca,Rh,cc-pVQZ,library,recipes/Rh/ccECP/Rh.cc-pVQZ.AutoAuxC.orca,76,S15 P13 D12 F12 G12 H5 I4 K3,k,9159047912bdebe6
Rh.cc-pVTZ.AutoAuxC.orca,Rh,cc-pVTZ,library,recipes/Rh/ccECP/Rh.cc-pVTZ.AutoAuxC.orca,66,S14 P12 D11 F11 G11 H4 I3,i,2b343f1935d4de18
Ru.aug-cc-pCV5Z.AutoAuxC.orca,Ru,aug-cc-pCV5Z,library,recipes/Ru/ccECP/Ru.aug-cc-pCV5Z.AutoAuxC.orca,95,S17 P16 D15 F15 G15 H7 I5 K5,k,4e96d0520a76b8de
Ru.aug-cc-pCVDZ.AutoAuxC.orca,Ru,aug-cc-pCVDZ,library,recipes/Ru/ccECP/Ru.aug-cc-pCVDZ.AutoAuxC.orca,74,S16 P14 D13 F13 G13 H5,h,a5b89d986952bf6d
Ru.aug-cc-pCVQZ.AutoAuxC.orca,Ru,aug-cc-pCVQZ,library,recipes/Ru/ccECP/Ru.aug-cc-pCVQZ.AutoAuxC.orca,89,S17 P15 D14 F14 G14 H6 I5 K4,k,397e8739936b04dd
Ru.aug-cc-pCVTZ.AutoAuxC.orca,Ru,aug-cc-pCVTZ,library,recipes/Ru/ccECP/Ru.aug-cc-pCVTZ.AutoAuxC.orca,82,S16 P15 D14 F14 G13 H6 I4,i,59053b2e29620992
Ru.aug-cc-pV5Z.AutoAuxC.orca,Ru,aug-cc-pV5Z,library,recipes/Ru/ccECP/Ru.aug-cc-pV5Z.AutoAuxC.orca,88,S16 P15 D14 F14 G13 H7 I5 K4,k,8e7f1011b11e5dc1
Ru.aug-cc-pVDZ.AutoAuxC.orca,Ru,aug-cc-pVDZ,library,recipes/Ru/ccECP/Ru.aug-cc-pVDZ.AutoAuxC.orca,62,S14 P12 D11 F11 G11 H3,h,7a3079390d3451e0
Ru.aug-cc-pVQZ.AutoAuxC.orca,Ru,aug-cc-pVQZ,library,recipes/Ru/ccECP/Ru.aug-cc-pVQZ.AutoAuxC.orca,83,S16 P14 D13 F13 G13 H6 I4 K4,k,2eafcc4d0ffec8c1
Ru.aug-cc-pVTZ.AutoAuxC.orca,Ru,aug-cc-pVTZ,library,recipes/Ru/ccECP/Ru.aug-cc-pVTZ.AutoAuxC.orca,72,S15 P13 D12 F12 G12 H5 I3,i,7dffb832c598d454
Ru.cc-pCV5Z.AutoAuxC.orca,Ru,cc-pCV5Z,library,recipes/Ru/ccECP/Ru.cc-pCV5Z.AutoAuxC.orca,83,S15 P14 D13 F13 G13 H6 I5 K4,k,cd6bfe05a41274a0
Ru.cc-pCVDZ.AutoAuxC.orca,Ru,cc-pCVDZ,library,recipes/Ru/ccECP/Ru.cc-pCVDZ.AutoAuxC.orca,63,S14 P12 D11 F11 G11 H4,h,f430c4e15702f087
Ru.cc-pCVQZ.AutoAuxC.orca,Ru,cc-pCVQZ,library,recipes/Ru/ccECP/Ru.cc-pCVQZ.AutoAuxC.orca,76,S15 P13 D12 F12 G12 H5 I4 K3,k,a2f0bc055cc8e4a5
Ru.cc-pCVTZ.AutoAuxC.orca,Ru,cc-pCVTZ,library,recipes/Ru/ccECP/Ru.cc-pCVTZ.AutoAuxC.orca,72,S15 P13 D12 F12 G12 H5 I3,i,9c7bcccad3a23420
Ru.cc-pV5Z.AutoAuxC.orca,Ru,cc-pV5Z,library,recipes/Ru/ccECP/Ru.cc-pV5Z.AutoAuxC.orca,77,S15 P13 D12 F12 G12 H5 I4 K4,k,367a2cc2942de1d4
Ru.cc-pVDZ.AutoAuxC.orca,Ru,cc-pVDZ,library,recipes/Ru/ccECP/Ru.cc-pVDZ.AutoAuxC.orca,54,S12 P11 D10 F10 G9 H2,h,f95fe2ab26030e9c
Ru.cc-pVQZ.AutoAuxC.orca,Ru,cc-pVQZ,library,recipes/Ru/ccECP/Ru.cc-pVQZ.AutoAuxC.orca,72,S14 P12 D12 F12 G11 H5 I3 K3,k,2ab5deb77ddb5cc8
Ru.cc-pVTZ.AutoAuxC.orca,Ru,cc-pVTZ,library,recipes/Ru/ccECP/Ru.cc-pVTZ.AutoAuxC.orca,66,S14 P12 D11 F11 G11 H4 I3,i,7923c447d1ac0ff9
S.aug-cc-pV5Z.AutoAuxC.orca,S,aug-cc-pV5Z,library,recipes/S/ccECP/S.aug-cc-pV5Z.AutoAuxC.orca,53,S11 P11 D10 F6 G6 H5 I4,i,372ebe0366ac74a8
S.aug-cc-pV6Z.AutoAuxC.orca,S,aug-cc-pV6Z,library,recipes/S/ccECP/S.aug-cc-pV6Z.AutoAuxC.orca,61,S12 P11 D11 F7 G6 H6 I4 K4,k,ee24d66e2ab21710
S.aug-cc-pVDZ.AutoAuxC.orca,S,aug-cc-pVDZ,library,recipes/S/ccECP/S.aug-cc-pVDZ.AutoAuxC.orca,31,S11 P9 D8 F3,f,54d8d9ff0535fba7
S.aug-cc-pVQZ.AutoAuxC.orca,S,aug-cc-pVQZ,library,recipes/S/ccECP/S.aug-cc-pVQZ.AutoAuxC.orca,47,S11 P11 D10 F6 G5 H4,h,4128ae51c47ce9ba
S.aug-cc-pVTZ.AutoAuxC.orca,S,aug-cc-pVTZ,library,recipes/S/ccECP/S.aug-cc-pVTZ.AutoAuxC.orca,39,S11 P10 D9 F5 G4,g,2e244b233e48f007
S.cc-pV5Z.AutoAuxC.orca,S,cc-pV5Z,library,recipes/S/ccECP/S.cc-pV5Z.AutoAuxC.orca,50,S11 P11 D10 F6 G5 H4 I3,i,d75d9ce251d4a5d4
S.cc-pV6Z.AutoAuxC.orca,S,cc-pV6Z,library,recipes/S/ccECP/S.cc-pV6Z.AutoAuxC.orca,56,S11 P11 D10 F6 G6 H5 I4 K3,k,49e5d0a336c3157e
S.cc-pVDZ.AutoAuxC.orca,S,cc-pVDZ,library,recipes/S/ccECP/S.cc-pVDZ.AutoAuxC.orca,30,S11 P9 D8 F2,f,73148fe4435fa047
S.cc-pVQZ.AutoAuxC.orca,S,cc-pVQZ,library,recipes/S/ccECP/S.cc-pVQZ.AutoAuxC.orca,44,S11 P11 D10 F5 G4 H3,h,3a7c2df5374a5cc4
S.cc-pVTZ.AutoAuxC.orca,S,cc-pVTZ,library,recipes/S/ccECP/S.cc-pVTZ.AutoAuxC.orca,37,S11 P10 D9 F4 G3,g,5e7724b82a0f136c
Sb.aug-cc-pV5Z.AutoAuxC.orca,Sb,aug-cc-pV5Z,library,recipes/Sb/ccECP/Sb.aug-cc-pV5Z.AutoAuxC.orca,57,S13 P11 D10 F6 G5 H5 I4 K3,k,b3dd5ec80f59a8ed
Sb.aug-cc-pV6Z.AutoAuxC.orca,Sb,aug-cc-pV6Z,library,recipes/Sb/ccECP/Sb.aug-cc-pV6Z.AutoAuxC.orca,63,S14 P12 D11 F7 G6 H5 I4 K4,k,13eb265f65961e6e
Sb.aug-cc-pVDZ.AutoAuxC.orca,Sb,aug-cc-pVDZ,library,recipes/Sb/ccECP/Sb.aug-cc-pVDZ.AutoAuxC.orca,33,S11 P9 D7 F3 G3,g,9d89574f2a3f6049
Sb.aug-cc-pVQZ.AutoAuxC.orca,Sb,aug-cc-pVQZ,library,recipes/Sb/ccECP/Sb.aug-cc-pVQZ.AutoAuxC.orca,50,S12 P11 D10 F5 G5 H4 I3,i,a4c18af3d243441d
Sb.aug-cc-pVTZ.AutoAuxC.orca,Sb,aug-cc-pVTZ,library,recipes/Sb/ccECP/Sb.aug-cc-pVTZ.AutoAuxC.orca,44,S12 P10 D9 F5 G5 H3,h,979577188a892a37
Sb.cc-pV5Z.AutoAuxC.orca,Sb,cc-pV5Z,library,recipes/Sb/ccECP/Sb.cc-pV5Z.AutoAuxC.orca,52,S12 P11 D10 F5 G4 H4 I3 K3,k,deac36b8786d0418
Sb.cc-pV6Z.AutoAuxC.orca,Sb,cc-pV6Z,library,recipes/Sb/ccECP/Sb.cc-pV6Z.AutoAuxC.orca,55,S13 P11 D10 F6 G5 H4 I3 K3,k,cbd61261f294793f
Sb.cc-pVDZ.AutoAuxC.orca,Sb,cc-pVDZ,library,recipes/Sb/ccECP/Sb.cc-pVDZ.AutoAuxC.orca,27,S9 P8 D7 F2 G1,g,15b17ab5ad1adeae
Sb.cc-pVQZ.AutoAuxC.orca,Sb,cc-pVQZ,library,recipes/Sb/ccECP/Sb.cc-pVQZ.AutoAuxC.orca,45,S12 P10 D9 F4 G4 H3 I3,i,113d4125ab374df3
Sb.cc-pVTZ.AutoAuxC.orca,Sb,cc-pVTZ,library,recipes/Sb/ccECP/Sb.cc-pVTZ.AutoAuxC.orca,41,S12 P10 D9 F4 G4 H2,h,1331af2f4e4c33f9
Sc.aug-cc-pCV5Z.AutoAuxC.orca,Sc,aug-cc-pCV5Z,library,recipes/Sc/ccECP/Sc.aug-cc-pCV5Z.AutoAuxC.orca,94,S17 P15 D14 F14 G14 H8 I6 K6,k,c4c6607fea29114a
Sc.aug-cc-pCVDZ.AutoAuxC.orca,Sc,aug-cc-pCVDZ,library,recipes/Sc/ccECP/Sc.aug-cc-pCVDZ.AutoAuxC.orca,80,S17 P15 D14 F14 G14 H6,h,96e9bc68cabf5766
Sc.aug-cc-pCVQZ.AutoAuxC.orca,Sc,aug-cc-pCVQZ,library,recipes/Sc/ccECP/Sc.aug-cc-pCVQZ.AutoAuxC.orca,93,S17 P15 D14 F14 G14 H8 I6 K5,k,1dc6ce4325006ef3
Sc.aug-cc-pCVTZ.AutoAuxC.orca,Sc,aug-cc-pCVTZ,library,recipes/Sc/ccECP/Sc.aug-cc-pCVTZ.AutoAuxC.orca,83,S16 P15 D14 F13 G13 H7 I5,i,4f0d7f11ee571286
Sc.aug-cc-pV5Z.AutoAuxC.orca,Sc,aug-cc-pV5Z,library,recipes/Sc/ccECP/Sc.aug-cc-pV5Z.AutoAuxC.orca,87,S16 P14 D13 F13 G13 H7 I6 K5,k,d2cc27b4d3b1c46a
Sc.aug-cc-pVDZ.AutoAuxC.orca,Sc,aug-cc-pVDZ,library,recipes/Sc/ccECP/Sc.aug-cc-pVDZ.AutoAuxC.orca,62,S14 P12 D11 F11 G10 H4,h,db30e08046993921
Sc.aug-cc-pVQZ.AutoAuxC.orca,Sc,aug-cc-pVQZ,library,recipes/Sc/ccECP/Sc.aug-cc-pVQZ.AutoAuxC.orca,90,S16 P15 D14 F14 G13 H7 I6 K5,k,17d46e69d8c402b8
Sc.aug-cc-pVTZ.AutoAuxC.orca,Sc,aug-cc-pVTZ,library,recipes/Sc/ccECP/Sc.aug-cc-pVTZ.AutoAuxC.orca,69,S14 P12 D11 F11 G11 H6 I4,i,e139f8ddaf02a944
Sc.cc-pCV5Z.AutoAuxC.orca,Sc,cc-pCV5Z,library,recipes/Sc/ccECP/Sc.cc-pCV5Z.AutoAuxC.orca,84,S15 P14 D13 F13 G12 H7 I5 K5,k,229c10269bb27be5
Sc.cc-pCVDZ.AutoAuxC.orca,Sc,cc-pCVDZ,library,recipes/Sc/ccECP/Sc.cc-pCVDZ.AutoAuxC.orca,73,S15 P14 D13 F13 G13 H5,h,636c36099def67b7
Sc.cc-pCVQZ.AutoAuxC.orca,Sc,cc-pCVQZ,library,recipes/Sc/ccECP/Sc.cc-pCVQZ.AutoAuxC.orca,81,S15 P14 D13 F12 G12 H6 I5 K4,k,14352d3c7275ea3b
Sc.cc-pCVTZ.AutoAuxC.orca,Sc,cc-pCVTZ,library,recipes/Sc/ccECP/Sc.cc-pCVTZ.AutoAuxC.orca,73,S15 P13 D12 F12 G12 H5 I4,i,d259c1d75827c2e2
Sc.cc-pV5Z.AutoAuxC.orca,Sc,cc-pV5Z,library,recipes/Sc/ccECP/Sc.cc-pV5Z.AutoAuxC.orca,79,S15 P13 D12 F12 G12 H6 I5 K4,k,6b6d6c9d8dad1c9a
Sc.cc-pVDZ.AutoAuxC.orca,Sc,cc-pVDZ,library,recipes/Sc/ccECP/Sc.cc-pVDZ.AutoAuxC.orca,54,S13 P11 D10 F9 G9 H2,h,830128267d1b5916
Sc.cc-pVQZ.AutoAuxC.orca,Sc,cc-pVQZ,library,recipes/Sc/ccECP/Sc.cc-pVQZ.AutoAuxC.orca,78,S15 P13 D12 F12 G12 H6 I4 K4,k,1a088e41fccfd58e
Sc.cc-pVTZ.AutoAuxC.orca,Sc,cc-pVTZ,library,recipes/Sc/ccECP/Sc.cc-pVTZ.AutoAuxC.orca,61,S13 P11 D10 F10 G10 H4 I3,i,c752c8b759194a49
Se.aug-cc-pV5Z.AutoAuxC.orca,Se,aug-cc-pV5Z,library,recipes/Se/ccECP/Se.aug-cc-pV5Z.AutoAuxC.orca,61,S13 P12 D11 F6 G6 H5 I4 K4,k,07421e55c3e75998
Se.aug-cc-pV6Z.AutoAuxC.orca,Se,aug-cc-pV6Z,library,recipes/Se/ccECP/Se.aug-cc-pV6Z.AutoAuxC.orca,62,S14 P12 D11 F6 G6 H5 I4 K4,k,dcc53c116b494063
Se.aug-cc-pVDZ.AutoAuxC.orca,Se,aug-cc-pVDZ,library,recipes/Se/ccECP/Se.aug-cc-pVDZ.AutoAuxC.orca,34,S11 P9 D8 F3 G3,g,6ad2e373fd2abf99
Se.aug-cc-pVQZ.AutoAuxC.orca,Se,aug-cc-pVQZ,library,recipes/Se/ccECP/Se.aug-cc-pVQZ.AutoAuxC.orca,51,S13 P11 D10 F5 G5 H4 I3,i,dbdd653fbf77a16d
Se.aug-cc-pVTZ.AutoAuxC.orca,Se,aug-cc-pVTZ,library,recipes/Se/ccECP/Se.aug-cc-pVTZ.AutoAuxC.orca,42,S12 P10 D9 F4 G4 H3,h,729da5f7867a143d
Se.cc-pV5Z.AutoAuxC.orca,Se,cc-pV5Z,library,recipes/Se/ccECP/Se.cc-pV5Z.AutoAuxC.orca,52,S12 P10 D10 F5 G5 H4 I3 K3,k,a157e54e61e18486
Se.cc-pV6Z.AutoAuxC.orca,Se,cc-pV6Z,library,recipes/Se/ccECP/Se.cc-pV6Z.AutoAuxC.orca,54,S13 P11 D10 F5 G5 H4 I3 K3,k,ceeb5353f046b1f5
Se.cc-pVDZ.AutoAuxC.orca,Se,cc-pVDZ,library,recipes/Se/ccECP/Se.cc-pVDZ.AutoAuxC.orca,28,S10 P8 D7 F2 G1,g,d52c8a861f323791
Se.cc-pVQZ.AutoAuxC.orca,Se,cc-pVQZ,library,recipes/Se/ccECP/Se.cc-pVQZ.AutoAuxC.orca,45,S12 P10 D9 F4 G4 H3 I3,i,80981664d1d2b5ed
